Te_Subseus,Entitat,Titularitat,Tipus_Equipament,Id_Seu_Principal,Es_subseu_de,Notes_Equipament,Nom_Districte,Id_Equipament,Es_seu_principal,Nom_Barri,Codi_Districte,Nom_Equipament,Codi_Barri,Latitud,_id,Longitud
NO,Aspro Parks,Titularitat privada,Museus i col·leccions,,,,Ciutat Vella,48,1,el Barri Gòtic,1,L'Aquàrium,2,41.376477557,208,2.184560919
NO,L'Auditori,Consorci o fundació amb presència administracions públiques,Grans auditoris,,,,Eixample,193,1,el Fort Pienc,2,L'Auditori,5,41.398741043,209,2.185141717
NO,Assoc. La Escuelita,Titularitat privada,Sales d'arts escèniques,,,,Gràcia,246,1,la Vila de Gràcia,6,L'Autèntica,31,41.40543,210,2.15707
NO,Badabadoc Produccions Artístiques,Titularitat privada,Sales d'arts escèniques,,,,Gràcia,435,1,la Vila de Gràcia,6,La Badabadoc,31,41.40329835,211,2.16160013
NO,ACDAC La Caldera,Ajuntament de Barcelona,Fàbriques de Creació,,,,Les Corts,385,1,les Corts,4,La Caldera,19,41.3841617,212,2.1286503999999695
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Centres d'exposicions,,,,Ciutat Vella,56,1,el Raval,1,La Capella,1,41.381057326,213,2.169793857
NO,Confederació Sardanista de Catalunya,Titularitat privada,Cases de la Festa,,,,Ciutat Vella,466,1,"Sant Pere, Santa Caterina i la Ribera",1,La Casa de la Sardana,4,41.38783942673868,214,2.179949590611282
NO,Fed. d'Entitats de Cultura Popular i Tradicional de Barcelona Vella i La Casa dels Entremesos,Ajuntament de Barcelona,Cases de la Festa,,,,Ciutat Vella,463,1,el Barri Gòtic,1,La Casa dels Entremesos,2,41.38612232109628,215,2.176880190594856
NO,Assoc. de Professionals del Circ de Catalunya,Ajuntament de Barcelona,Fàbriques de Creació,,,,Sant Martí,306,1,el Besòs i el Maresme,10,La Central del Circ,70,41.411256,216,2.22647
NO,Kop de Mà Bar,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,486,1,Sants,3,La Deskomunal,18,41.37602,217,2.13239
NO,Assoc. d'Idees Ema,Ajuntament de Barcelona,Fàbriques de Creació,,,,Sant Martí,304,1,Provençals del Poblenou,10,La Escocesa,71,41.411243983,218,2.203826943
NO,Barbara Granados Simon,Titularitat privada,Sales d'arts escèniques,,,,Sarrià-Sant Gervasi,405,1,el Putxet i el Farró,5,La Gleva,27,41.403173,219,2.146046
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Espais d'interès patrimonial,,,,Eixample,493,1,la Nova Esquerra de l'Eixample,2,La Model Espai Memorial,9,41.38313067790676,220,2.1447265959593116
NO,Teatre de la Nau,Titularitat privada,Sales de música en viu,,,,Sant Martí,445,1,la Vila Olímpica del Poblenou,10,La Nau,67,41.3942712,221,2.197051
NO,Asoc. Cultural Sala Ón,Titularitat privada,Sales d'arts escèniques,,,Antiga Sala Ón.,Gràcia,469,1,la Vila de Gràcia,6,La Off Barcelona,31,41.403961,222,2.168091
NO,Fundació Catalunya - La Pedrera,Titularitat privada,Espais d'interès patrimonial,,,,Eixample,61,1,la Dreta de l'Eixample,2,La Pedrera,7,41.395316302,223,2.162043384
NO,La Puntual,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,214,1,"Sant Pere, Santa Caterina i la Ribera",1,La Puntual,4,41.386779395,224,2.181261530
NO,Zanuy i Grifell,Titularitat privada,Sales de música en viu,,,,Gràcia,398,1,la Vila de Gràcia,6,La Sonora de Gràcia,31,41.3984803,225,2.1550105
NO,Fed. Torre de La Sagrera,Ajuntament de Barcelona,Cases de la Festa,,,,Sant Andreu,468,1,la Sagrera,9,La Torre de la Sagrera,61,41.42386311946190,226,2.1919427789188600
NO,Centre d'Investigació i Recerca Teatral i Artística (CIRTA). Grup Focus,Titularitat privada,Sales d'arts escèniques,,,,Eixample,127,1,l'Antiga Esquerra de l'Eixample,2,La Villarroel,8,41.384515128,227,2.157499403
NO,Coordinadora de Colles de Cultura Popular de Gràcia,Ajuntament de Barcelona,Cases de la Festa,,,,Gràcia,464,1,la Vila de Gràcia,6,La Violeta de Gràcia,31,41.4009781058417,228,2.156228797341406
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Centres d'exposicions,,,,Ciutat Vella,26,1,el Raval,1,La Virreina Centre de la Imatge,1,41.382498322,229,2.171708630
NO,Giferman,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,451,1,el Poble Sec,3,Laut,11,41.373737,230,2.170002
NO,Discoteca les Enfants,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,399,1,el Raval,1,Les Enfants,1,41.3780104,231,2.1737371
NO,Lluïsos d'Horta,Titularitat privada,Ateneus,,,,Horta-Guinardó,423,1,Horta,7,Lluïsos d'Horta,43,41.432317,232,2.1602766999999403
NO,Lluïsos de Gràcia,Titularitat privada,Ateneus,,,,Gràcia,422,1,la Vila de Gràcia,6,Lluïsos de Gràcia,31,41.4072721,233,2.1556355000000167
NO,Muntanal,Titularitat privada,Sales de música en viu,,,,Sarrià-Sant Gervasi,172,1,Sant Gervasi - Galvany,5,Luz de Gas,26,41.394592939,234,2.149045108
NO,Marula Barna,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,243,1,el Barri Gòtic,1,Marula Cafè,2,41.38506,235,2.17340
NO,Consorci del Museu de Ciències Naturals de Barcelona,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,19,Museu de Ciències Naturals de Barcelona. MCNB,,Sants-Montjuïc,23,0,el Poble Sec,3,MCNB Jardí Botànic de Barcelona,11,41.361147184,236,2.152670465
NO,Consorci del Museu de Ciències Naturals de Barcelona,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,19,Museu de Ciències Naturals de Barcelona. MCNB,,Sants-Montjuïc,477,0,el Poble Sec,3,MCNB Jardí Botànic Històric,11,41.3691019,237,2.1547425
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Gràcia,12,0,la Salut,6,MUHBA Park Güell. Casa del Guarda,30,41.413478226,251,2.153109601
SI,Consorci Mercat de les Flors,Consorci o fundació amb presència administracions públiques,Sales d'arts escèniques,,,,Sants-Montjuïc,199,1,el Poble Sec,3,Mercat de les Flors,11,41.37122403290831,238,2.1570425220800273
NO,Asoc. Cultural Meteora,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,450,1,el Poble Sec,3,Meteoro,11,41.371866,239,2.167476
NO,Larregola Univer Milano,Titularitat privada,Sales de música en viu,,,,Eixample,219,1,la Dreta de l'Eixample,2,Milano Jazz Club,7,41.3872273,240,2.1676775
NO,"Modern Contemporary Museum, business name of Moco Museum B.V",Titularitat privada,Museus i col·leccions,,,,Ciutat Vella,475,1,"Sant Pere, Santa Caterina i la Ribera",1,Moco Museum Barcelona,4,41.38487,241,2.18153
NO,PELAIMAS. Grup Mas i Mas,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,173,1,el Raval,1,Moog,1,41.377989,242,2.1750813
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,370,Museu Etnològic i de Cultures del Món. MUEC,,Sants-Montjuïc,369,0,el Poble Sec,3,MUEC Parc Montjuïc,11,41.369062110,243,2.155983304
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,Equipament inaugurat l'11 de març de 2023.,Sant Andreu,404,0,el Bon Pastor,9,MUHBA Bon Pastor,59,41.437479521398274,244,2.20592659645363
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Nou Barris,188,0,la Trinitat Nova,8,MUHBA Casa de l'Aigua,53,41.45358945,245,2.18753684
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Ciutat Vella,389,0,el Barri Gòtic,1,MUHBA Domus Avinyó,2,41.3811464,246,2.1766719
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Ciutat Vella,16,0,el Barri Gòtic,1,MUHBA Domus de Sant Honorat,2,41.383007,247,2.175869
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Ciutat Vella,15,0,el Barri Gòtic,1,MUHBA El Call,2,41.383012,248,2.175397
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Sant Andreu,390,0,Sant Andreu,9,MUHBA Fabra i Coats,60,41.4336755,249,2.1915119
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Sant Martí,388,0,Provençals del Poblenou,10,MUHBA Oliva Artés,71,41.4083335,250,2.201517
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Ciutat Vella,444,0,el Barri Gòtic,1,MUHBA Porta de Mar,2,41.3814606,252,2.1791487
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Sants-Montjuïc,14,0,el Poble Sec,3,MUHBA Refugi 307,11,41.371817,253,2.16647
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Horta-Guinardó,387,0,Can Baró,7,MUHBA Turó de la Rovira,34,41.4194856,254,2.1637004
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Ciutat Vella,17,0,el Barri Gòtic,1,MUHBA Via Sepulcral Romana,2,41.384719,255,2.172543
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,8,Museu d'Història de Barcelona. MUHBA,,Sarrià-Sant Gervasi,11,0,"Vallvidrera, el Tibidabo i les Planes",5,MUHBA Vil·la Joana,22,41.419737,256,2.099737
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Espais d'interès patrimonial,189,Espais patrimonials del MUHBA,,Ciutat Vella,13,0,"Sant Pere, Santa Caterina i la Ribera",1,MUHBA. Santa Caterina,4,41.386264,257,2.178572
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Espais d'interès patrimonial,189,Espais patrimonials del MUHBA,,Ciutat Vella,190,0,el Barri Gòtic,1,MUHBA. Temple d'August,2,41.384316,258,2.177521
NO,Generalitat de Catalunya,Altres administracions públiques,Museus i col·leccions,,,,Sants-Montjuïc,36,1,el Poble Sec,3,Museu d'Arqueologia de Catalunya,11,41.370153865,259,2.157646024
NO,Museu d'Art Contemporani de Barcelona,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,,,,Ciutat Vella,28,1,el Raval,1,Museu d'Art Contemporani de Barcelona. MACBA,1,41.383145956,260,2.167830774
SI,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,,,,Ciutat Vella,8,1,el Barri Gòtic,1,Museu d'Història de Barcelona. MUHBA,2,41.384316,261,2.177521
NO,Generalitat de Catalunya,Altres administracions públiques,Museus i col·leccions,,,,Ciutat Vella,37,1,la Barceloneta,1,Museu d'Història de Catalunya,3,41.380668608,262,2.185503480
NO,Barcino Culturae Novae,Titularitat privada,Museus i col·leccions,,,,Ciutat Vella,45,1,el Barri Gòtic,1,Museu de Cera,2,41.377099024,263,2.177442932
NO,Museu Nacional d'Art de Catalunya,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,,,,Sants-Montjuïc,27,1,el Poble Sec,3,Museu Nacional d'Art de Catalunya. MNAC,11,41.368853566,276,2.153363173
SI,Consorci del Museu de Ciències Naturals de Barcelona,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,,,,Sant Martí,19,1,el Besòs i el Maresme,10,Museu de Ciències Naturals de Barcelona. MCNB,70,41.410779883,264,2.220482541
NO,Erotic Museum,Titularitat privada,Museus i col·leccions,,,,Ciutat Vella,46,1,el Barri Gòtic,1,Museu de l'Eròtica,2,41.382282529,265,2.172714946
NO,Consorci de L'Auditori i l'Orquestra,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,,,,Eixample,31,1,el Fort Pienc,2,Museu de la Música,5,41.398366625,266,2.184867722
NO,Fundació de l'escola del Gremi de Pastisseria i Museu de la Xocolata de Barcelona,Titularitat privada,Museus i col·leccions,,,,Ciutat Vella,42,1,"Sant Pere, Santa Caterina i la Ribera",1,Museu de la Xocolata,4,41.387387733,267,2.181708405
NO,Futbol Club Barcelona,Titularitat privada,Museus i col·leccions,,,,Les Corts,44,1,la Maternitat i Sant Ramon,4,Museu del Futbol Club Barcelona,20,41.379059282,268,2.120267204
NO,Gothsland Art i Cultura,Titularitat privada,Museus i col·leccions,,,,Eixample,41,1,la Dreta de l'Eixample,2,Museu del Modernisme de Barcelona,7,41.388876027,269,2.163384936
NO,Barcelona de Serveis Municipals. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,,,,Sarrià-Sant Gervasi,35,1,"Vallvidrera, el Tibidabo i les Planes",5,Museu dels Autòmats del Tibidabo,22,41.42174827,270,2.11979347
NO,Fundació Arqueològica Clos,Titularitat privada,Museus i col·leccions,,,,Eixample,43,1,la Dreta de l'Eixample,2,Museu Egipci de Barcelona,7,41.393626242,271,2.164736478
SI,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,,,,Sants-Montjuïc,370,1,el Poble Sec,3,Museu Etnològic i de Cultures del Món. MUEC,11,41.369062110,272,2.155983304
NO,Fundació Privada de les Arts i els Artistes,Titularitat privada,Museus i col·leccions,,,,Ciutat Vella,227,1,"Sant Pere, Santa Caterina i la Ribera",1,Museu Europeu d'Art Modern. MEAM,4,41.384912046,273,2.180305787
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,,,,Ciutat Vella,2,1,el Barri Gòtic,1,Museu Frederic Marès,2,41.384173998,274,2.176939205
SI,Consorci de les Drassanes Reials i Museu Marítim de Barcelona,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,,,,Ciutat Vella,32,1,el Raval,1,Museu Marítim de Barcelona. MMB,1,41.375949813,275,2.176041471
NO,Fundació Barcelona Olímpica,Ajuntament de Barcelona,Museus i col·leccions,,,,Sants-Montjuïc,33,1,el Poble Sec,3,Museu Olímpic i de l'Esport Joan Antoni Samaranch,11,41.366249336,277,2.157076095
NO,Fundació Museu Picasso,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,,,,Ciutat Vella,1,1,"Sant Pere, Santa Caterina i la Ribera",1,Museu Picasso,4,41.385152312,278,2.180834795
NO,Fundació Antoni Tàpies,Consorci o fundació amb presència administracions públiques,Museus i col·leccions,,,,Eixample,30,1,la Dreta de l'Eixample,2,Museu Tàpies,7,41.391522171,279,2.163757744
NO,Fundació Sagrera,Ajuntament de Barcelona,Fàbriques de Creació,,,,Sant Andreu,141,1,la Sagrera,9,Nau Ivanow,61,41.420017781,280,2.189849370
NO,Nota 79 Produccions,Titularitat privada,Sales de música en viu,,,,Sarrià-Sant Gervasi,441,1,la Vila de Gràcia,5,Nota 79,31,41.4031012,281,2.1491929
NO,Fundació Orfeó Martinenc,Titularitat privada,Ateneus,,,,Sant Martí,424,1,el Clot,10,Orfeó Martinenc,65,41.4070588,282,2.1865715000000137
NO,Fundació Orfeó Català-Palau de la Música Catalana,Consorci o fundació amb presència administracions públiques,Grans auditoris,,,,Ciutat Vella,194,1,"Sant Pere, Santa Caterina i la Ribera",1,Palau de la Música Catalana,4,41.387331649,283,2.175157780
NO,Diputació de Barcelona,Altres administracions públiques,Espais d'interès patrimonial,,,,Ciutat Vella,51,1,el Raval,1,Palau Güell,1,41.3791747,284,2.1744127
NO,Generalitat de Catalunya,Altres administracions públiques,Centres d'exposicions,,,,Eixample,59,1,la Dreta de l'Eixample,2,Palau Robert,7,41.396100952,285,2.159514266
NO,"L'Afluent, Sccl, Quesoni, Amamusic2015",Ajuntament de Barcelona,Sales de música en viu,,,,Eixample,495,1,el Raval,2,Paral·lel 62,1,41.375154356,286,2.169583037
NO,Barcelona de Serveis Municipals. Ajuntament de Barcelona,Ajuntament de Barcelona,Espais d'interès patrimonial,,,,Gràcia,382,1,la Salut,6,Park Güell,30,41.4134251,287,2.1531849
NO,Fundació Mies van der Rohe,Consorci o fundació amb presència administracions públiques,Espais d'interès patrimonial,,,,Sants-Montjuïc,50,1,el Poble Sec,3,Pavelló Mies van der Rohe,11,41.370666,288,2.149491
NO,Nuevo Apsi,Titularitat privada,Cinemes,,,,Eixample,384,1,la Sagrada Família,2,Phenomena,6,41.409098,289,2.171725
NO,Sala Razzmatazz,Titularitat privada,Sales de música en viu,,,,Sant Martí,174,1,el Parc i la Llacuna del Poblenou,10,Razzmatazz,66,41.397724772,290,2.191080074
NO,Hospital de la Santa Creu i Sant Pau,Consorci o fundació amb presència administracions públiques,Espais d'interès patrimonial,,,,Horta-Guinardó,368,1,el Guinardó,7,Recinte Modernista de Sant Pau,35,41.4118413,291,2.1744033
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,,,,Les Corts,230,1,Pedralbes,4,Reial Monestir de Santa Maria de Pedralbes,21,41.395574166,293,2.112056853
NO,Cines Floridablanca,Titularitat privada,Cinemes,,,,Eixample,358,1,Sant Antoni,2,Renoir Floridablanca,10,41.381679719,294,2.162556081
NO,Anexa,Titularitat privada,Sales d'arts escèniques,,,,Eixample,481,1,Sant Antoni,2,Sala Aquarel·la,10,41.38469,295,2.16164
NO,Sala Ars Teatre BCN ,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,439,1,"Sant Pere, Santa Caterina i la Ribera",1,Sala Ars Teatre,4,41.3884888,296,2.1738805
NO,Teatrium,Titularitat privada,Sales d'arts escèniques,,,,Eixample,217,1,la Dreta de l'Eixample,2,Sala Atrium,7,41.397263538,297,2.173739616
NO,Luz de Gas,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,492,1,el Raval,1,Sala B,1,41.39534,298,2.14876
NO,Fundació Sala Beckett Obrador Internacional de Dramatúrgia,Ajuntament de Barcelona,Fàbriques de Creació,,,,Sant Martí,142,1,el Poblenou,10,Sala Beckett,68,41.404734,299,2.199518
NO,Backgroundnoise,Titularitat privada,Sales de música en viu,,,,Sant Martí,401,1,el Poblenou,10,Sala Bóveda,68,41.3984275,300,2.2000804
NO,Activitats Lúdiques i Teatrals,Titularitat privada,Sales de música en viu,,,,Eixample,220,1,la Dreta de l'Eixample,2,Sala City Hall,7,41.387709904,301,2.168321533
NO,La Ira Teatro,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,374,1,el Raval,1,Sala Fènix,1,41.3777431,302,2.1690638
NO,FlyHard Produccions,Titularitat privada,Sales d'arts escèniques,,,,Sants-Montjuïc,375,1,Sants,3,Sala Flyhard,18,41.371816,303,2.1408658
NO,Line 145,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,400,1,el Poble Sec,3,Sala Plataforma,11,41.3728804,304,2.168014
NO,Sala Taro,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,458,1,Sants,3,Sala Taro,18,41.37369,305,2.13740
NO,AMAMUSIC2015,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,446,1,el Poble Sec,3,Sala Upload Barcelona (Poble Espanyol),11,41.3694671,306,2.1470439
NO,Apunta Teatre,Titularitat privada,Sales d'arts escèniques,,,,Eixample,147,1,el Fort Pienc,2,Sala Versus Glòries,5,41.402080107,307,2.183906477
NO,Generalitat de Catalunya,Altres administracions públiques,Centres d'exposicions,,,,Ciutat Vella,58,1,el Raval,1,Santa Mònica,1,41.377227254,308,2.175597264
NO,N54 Produccions,Ajuntament de Barcelona,Sales d'arts escèniques,,,,Sant Andreu,192,1,Sant Andreu,9,saT! Sant Andreu Teatre,60,41.430583231,309,2.188904165
NO,Roberto Tierz,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,178,1,el Barri Gòtic,1,Sidecar Factory Club,2,41.380544047,310,2.175174697
NO,Sinestesia,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,487,1,Sants,3,Sinestesia,18,41.38100,311,2.13593
NO,LEYDEBER,Titularitat privada,Sales de música en viu,,,,Eixample,402,1,l'Antiga Esquerra de l'Eixample,2,Slow Barcelona,8,41.3935824,312,2.1533629
NO,Societat Coral l'Espiga de les Corts ,Titularitat privada,Ateneus,,,,Les Corts,426,1,les Corts,4,Societat Coral l'Espiga de Les Corts,19,41.3879959,313,2.1332087000000683
NO,Societat Cultural i Esportiva La Lira,Titularitat privada,Ateneus,,,,Sant Andreu,427,1,Sant Andreu,9,Societat Cultural i Esportiva La Lira,60,41.4330659,314,2.1886806999999635
NO,Soulkitchen MiniClub,Titularitat privada,Sales de música en viu,,,,Gràcia,442,1,la Vila de Gràcia,6,Soda Acústic,31,41.4031899,315,2.1567985
NO,"Marasa, 94",Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,488,1,el Poble Sec,3,Tablao de Carmen,11,41.36907,316,2.14885
NO,Cadame,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,489,1,el Raval,1,Tablao Flamenco Cordobés,1,41.37975,317,2.17478
NO,Taller de Músics,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,491,1,el Raval,1,Taller de Músics 24,1,41.38011,318,2.16413
NO,PELAIMAS. Grup Mas i Mas,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,179,1,el Barri Gòtic,1,Tarantos,2,41.379703771,319,2.175268003
NO,Assoc. Civil Teatre Akadèmia,Titularitat privada,Sales d'arts escèniques,,,,Eixample,233,1,l'Antiga Esquerra de l'Eixample,2,Teatre Akadèmia,8,41.392700831,320,2.147273481
NO,Veniu Escena,Titularitat privada,Sales d'arts escèniques,,,,Sants-Montjuïc,128,1,el Poble Sec,3,Teatre Apolo,11,41.374764425,321,2.170308608
NO,Edificios y Espectáculos. Grup Balañá,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,129,1,"Sant Pere, Santa Caterina i la Ribera",1,Teatre Borràs,4,41.388856627,322,2.173599270
NO,Serveis Escènics Comtal. Grup Focus,Titularitat privada,Sales d'arts escèniques,,,,Sants-Montjuïc,130,1,el Poble Sec,3,Teatre Condal,11,41.374775800,323,2.164709963
NO,"Global Exhibitions, S.L.",Titularitat privada,Sales d'arts escèniques,,,,Sants-Montjuïc,216,1,la Nova Esquerra de l'Eixample,3,Teatre Cúpula Arenas Barcelona,9,41.37520013735237,324,2.1491028097093614
NO,Factoria Artípolis,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,144,1,el Raval,1,Teatre del Raval,1,41.379373252,325,2.165215007
NO,Nova Eòlia,Titularitat privada,Sales d'arts escèniques,,,,Eixample,436,1,la Dreta de l'Eixample,2,Teatre Eòlia,7,41.39241326,326,2.17637066
SI,Teatre de la Nau,Titularitat privada,Sales d'arts escèniques,,,,Eixample,165,1,la Sagrada Família,2,Teatre Gaudí Barcelona,6,41.407429352,327,2.169502763
NO,Serveis Escènics Goya. Grup Focus,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,131,1,el Raval,1,Teatre Goya,1,41.384184369,328,2.164671620
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Sales d'arts escèniques,,,,Sants-Montjuïc,221,1,el Poble Sec,3,Teatre Grec,11,41.3695356,329,2.1598196
NO,La Perla 29,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,455,1,el Raval,1,Teatre La Biblioteca,1,41.3807945,330,2.1700774
SI,Fundació Teatre Lliure-Teatre Públic de Barcelona,Consorci o fundació amb presència administracions públiques,Sales d'arts escèniques,,,,Sants-Montjuïc,204,1,el Poble Sec,3,Teatre Lliure,11,41.370647908,331,2.157431333
NO,Fundació Teatre Lliure-Teatre Públic de Barcelona,Consorci o fundació amb presència administracions públiques,Sales d'arts escèniques,204,Teatre Lliure,,Gràcia,202,0,la Vila de Gràcia,6,Teatre Lliure (Gràcia),31,41.402729880,332,2.156013379
NO,Oracle Theatre,Titularitat privada,Sales d'arts escèniques,,,Antiga sala Oracles Theatre.,Sants-Montjuïc,480,1,el Poble Sec,3,Teatre Metamorfosis,11,41.37414008982946,333,2.1645457980840037
SI,Teatre Nacional de Catalunya. Generalitat de Catalunya,Altres administracions públiques,Sales d'arts escèniques,,,,Eixample,153,1,el Fort Pienc,2,Teatre Nacional de Catalunya,5,41.399686263,334,2.186087865
NO,Tres per 3,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,132,1,el Raval,1,Teatre Poliorama,1,41.384144463,335,2.170723150
NO,Serveis Escènics Romea. Grup Focus,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,133,1,el Raval,1,Teatre Romea,1,41.380553512,336,2.171064836
SI,Tantarantana Teatre,Ajuntament de Barcelona,Fàbriques de Creació,,,,Ciutat Vella,247,1,el Raval,1,Teatre Tantarantana,1,41.375938056,337,2.167361110
NO,Edificios y Espectáculos. Grup Balañá,Titularitat privada,Sales d'arts escèniques,,,,Eixample,134,1,la Dreta de l'Eixample,2,Teatre Tívoli,7,41.389052665,338,2.170720909
SI,Activitats & Realitats,Titularitat privada,Sales d'arts escèniques,,,,Gràcia,156,1,la Vila de Gràcia,6,Teatreneu,31,41.403252200,339,2.158562702
NO,Espectarama,Titularitat privada,Cinemes,,,,Gràcia,356,1,la Vila de Gràcia,6,Verdi Multicines,31,41.404163336,340,2.157212897
NO,Espectarama,Titularitat privada,Cinemes,,,,Gràcia,360,1,la Vila de Gràcia,6,Verdi Park,31,41.404433026,341,2.157664213
NO,L'Afluent,Titularitat privada,Sales de música en viu,,,,Sant Martí,180,1,el Parc i la Llacuna del Poblenou,10,Vol,66,41.399440359,342,2.191159281
NO,Otium Entertainment,Titularitat privada,Sales de música en viu,,,,Sant Martí,490,1,el Parc i la Llacuna del Poblenou,10,Wolf Barcelona,66,41.39609,343,2.18860
NO,Yelmo Films,Titularitat privada,Cinemes,,,,Eixample,472,1,la Dreta de l'Eixample,2,Yelmo Cines Comedia,7,41.38975,344,2.16768
NO,Yelmo Films,Titularitat privada,Cinemes,,,,Sant Martí,361,1,la Vila Olímpica del Poblenou,10,Yelmo Cines Icària,67,41.390895879,345,2.197851326
NO,Barcelona de Serveis Municipals. Ajuntament de Barcelona,Ajuntament de Barcelona,Museus i col·leccions,,,,Ciutat Vella,34,1,"Sant Pere, Santa Caterina i la Ribera",1,Zoo de Barcelona,4,41.386823,346,2.190346
NO,Zumzeig Cinecooperativa,Titularitat privada,Cinemes,,,,Sants-Montjuïc,362,1,Hostafrancs,3,Zumzeig Cinecooperativa,15,41.37736,347,2.14504
