addresses_neighborhood_id,addresses_neighborhood_name,secondary_filters_name,created,modified
7,la Dreta de l'Eixample,Pensions,2018-09-13T15:43:27,2022-09-17T10:54:23.267646
7,la Dreta de l'Eixample,Pensions,2015-07-23T14:47:37,2022-09-17T08:25:11.431232
8,l'Antiga Esquerra de l'Eixample,Pensions,2015-07-24T10:24:15,2022-09-17T08:25:23.025749
31,la Vila de Gràcia,Pensions,2015-07-24T11:20:52,2022-09-17T08:25:24.659634
31,la Vila de Gràcia,Pensions,2015-07-24T11:25:17,2022-09-17T08:25:24.645826
1,el Raval,Pensions,2018-08-17T13:28:13,2022-09-17T10:54:00.431270
7,la Dreta de l'Eixample,Pensions,2018-08-18T11:19:51,2022-09-17T10:54:02.155576
2,el Barri Gòtic,Pensions,2018-08-20T09:14:15,2022-09-17T10:54:02.666903
7,la Dreta de l'Eixample,Pensions,2018-08-20T09:37:02,2022-09-17T10:54:02.999692
32,el Camp d'en Grassot i Gràcia Nova,Pensions,2018-08-20T10:36:33,2022-09-17T10:54:06.087500
7,la Dreta de l'Eixample,Pensions,2018-08-20T10:43:00,2022-09-17T10:54:06.386412
8,l'Antiga Esquerra de l'Eixample,Pensions,2018-08-21T16:51:04,2022-09-17T10:54:08.235804
30,la Salut,Pensions,2018-08-22T12:32:31,2022-09-17T10:54:12.592954
43,Horta,Pensions,2018-08-20T11:26:08,2022-09-17T10:54:07.762820
7,la Dreta de l'Eixample,Pensions,2018-09-13T15:25:30,2022-09-17T10:54:22.090580
7,la Dreta de l'Eixample,Pensions,2018-09-14T14:48:11,2022-09-17T10:54:23.924256
7,la Dreta de l'Eixample,Pensions,2018-09-13T15:28:49,2022-09-17T10:54:22.543349
7,la Dreta de l'Eixample,Pensions,2018-09-13T15:46:52,2022-09-17T10:54:23.375594
7,la Dreta de l'Eixample,Pensions,1996-09-18T00:00:00,2023-10-03T10:18:49.942156
31,la Vila de Gràcia,Pensions,2015-07-24T11:17:17,2022-09-17T08:25:23.917662
7,la Dreta de l'Eixample,Pensions,2008-05-08T12:32:00,2022-09-17T07:01:05.740030
1,el Raval,Pensions,1998-11-14T00:00:00,2023-10-03T10:02:41.257053
4,"Sant Pere, Santa Caterina i la Ribera",Pensions,1996-09-18T00:00:00,2023-10-03T10:02:53.478575
4,"Sant Pere, Santa Caterina i la Ribera",Pensions,1984-05-30T00:00:00,2022-09-17T04:56:40.765552
2,el Barri Gòtic,Pensions,2017-10-25T12:25:34,2022-09-17T09:07:59.222300
7,la Dreta de l'Eixample,Pensions,2020-01-20T16:39:26,2022-09-17T11:11:32.356754
8,l'Antiga Esquerra de l'Eixample,Pensions,2000-06-14T00:00:00,2022-09-17T02:17:32.702040
1,el Raval,Pensions,1996-09-18T00:00:00,2023-10-03T10:03:25.786702
7,la Dreta de l'Eixample,Pensions,2005-03-22T19:24:29,2022-09-17T06:23:15.074825
9,la Nova Esquerra de l'Eixample,Pensions,2015-07-22T10:13:40,2022-09-17T08:24:16.809161
9,la Nova Esquerra de l'Eixample,Pensions,2015-07-22T10:15:12,2022-09-17T08:24:18.513714
7,la Dreta de l'Eixample,Pensions,2015-07-22T10:18:29,2022-09-17T08:24:18.460964
7,la Dreta de l'Eixample,Pensions,2015-07-22T11:34:40,2022-09-17T08:24:22.274441
7,la Dreta de l'Eixample,Pensions,2015-07-22T11:45:19,2022-09-17T08:24:23.599296
6,la Sagrada Família,Pensions,2015-07-22T12:21:26,2022-09-17T08:24:29.471610
1,el Raval,Pensions,2015-07-22T12:31:40,2022-09-17T08:24:30.506659
11,el Poble-sec,Pensions,2015-07-22T12:33:52,2022-09-17T08:24:30.536376
26,Sant Gervasi - Galvany,Pensions,2015-07-22T12:36:51,2022-09-17T08:24:30.750479
2,el Barri Gòtic,Pensions,1998-05-14T00:00:00,2022-09-17T05:39:56.377389
7,la Dreta de l'Eixample,Pensions,2015-07-22T14:37:35,2022-09-17T08:24:46.428175
7,la Dreta de l'Eixample,Pensions,2015-07-22T14:51:58,2022-09-17T08:24:48.402356
8,l'Antiga Esquerra de l'Eixample,Pensions,2015-07-21T14:46:55,2022-09-17T08:24:12.152742
8,l'Antiga Esquerra de l'Eixample,Pensions,2015-07-22T08:51:55,2022-09-17T08:24:11.917383
