addresses_neighborhood_id,addresses_neighborhood_name,name,created,modified
19,les Corts,La plaça de la Concòrdia,2017-02-10T09:27:07,2021-09-09T02:16:57.117302
20,la Maternitat i Sant Ramon,La Porta Sud de la Finca Güell,2017-02-10T10:13:37,2021-09-09T02:17:03.351941
62,el Congrés i els Indians,La Plaça dels Indians,2017-02-10T12:58:56,2021-09-09T02:17:08.653799
7,la Dreta de l'Eixample,Casa Batlló,1996-09-18T00:00:00,2024-09-19T18:19:57.457231
46,el Turó de la Peira,El nucli de Santa Eulàlia de Vilapicina,2015-05-26T13:01:44,2021-09-09T02:14:39.354313
47,Can Peguera,Can Peguera,2015-05-26T13:40:25,2021-09-09T02:14:43.307694
31,la Vila de Gràcia,La vila de Gràcia,2015-05-26T14:16:28,2021-09-09T02:14:48.085464
66,el Parc i la Llacuna del Poblenou,Ca l'Aranyó,2015-05-26T16:59:32,2022-09-17T08:19:53.220699
44,Vilapicina i la Torre Llobeta,El passatge de l'Esperança,2015-07-08T14:42:22,2021-09-09T02:15:30.473522
9,la Nova Esquerra de l'Eixample,Casa de la Lactància,2015-07-09T09:26:54,2021-09-09T02:15:32.027157
31,la Vila de Gràcia,Acàdemia Blancafort - Antiga Editorial Seguí,2017-02-06T11:32:31,2021-09-09T02:15:50.311586
31,la Vila de Gràcia,Can Pardal,2017-02-06T11:54:43,2021-09-09T02:15:54.011015
31,la Vila de Gràcia,Edifici d'habitatges Gran de Gràcia 74*76,2017-02-06T12:23:21,2021-09-09T02:15:53.953233
31,la Vila de Gràcia,Casa Cama i Escurra,2017-02-06T12:49:32,2022-09-17T08:50:30.333749
31,la Vila de Gràcia,Casa Claudi Alsina,2017-02-06T13:05:21,2024-03-18T09:13:34.680487
28,Vallcarca i els Penitents,Casa Eudald Obradors,2017-02-06T13:45:47,2022-09-17T08:50:38.646523
31,la Vila de Gràcia,Casa Gaspar Galí,2017-02-07T09:18:33,2021-09-09T02:15:56.818076
32,el Camp d'en Grassot i Gràcia Nova,Casa Manuel Colchero,2017-02-07T09:51:49,2022-09-17T08:50:50.850239
31,la Vila de Gràcia,Casa Miquel Cal Millàs,2017-02-07T10:21:05,2021-09-09T02:16:04.624888
30,la Salut,Casa Pere Jaqués,2017-02-07T10:31:45,2021-09-09T02:16:01.915156
27,el Putxet i el Farró,Casa Ramos,2017-02-07T10:40:20,2022-09-17T08:50:50.855927
31,la Vila de Gràcia,Cases Antoni Par,2017-02-07T12:33:54,2022-09-17T08:51:00.290063
31,la Vila de Gràcia,Cases de menestrals,2017-02-07T12:38:47,2021-09-09T02:16:02.257411
31,la Vila de Gràcia,Cases Folguera,2017-02-07T12:42:37,2022-09-17T08:50:57.046361
7,la Dreta de l'Eixample,Casa Casas-Carbó,2015-07-07T13:31:06,2022-09-17T08:22:13.008254
7,la Dreta de l'Eixample,Casa Antoni Costa,2015-07-07T13:36:50,2021-09-09T02:15:17.150715
28,Vallcarca i els Penitents,Casa Comas d' Argemir,2015-07-08T09:04:06,2022-09-17T08:22:29.241349
31,la Vila de Gràcia,Plaça de la Virreina,2015-07-08T12:55:38,2021-09-09T02:15:20.107075
31,la Vila de Gràcia,Plaça del Nord,2015-07-08T12:58:51,2021-09-09T02:15:21.756992
34,Can Baró,El pont de Mühlberg,2015-07-08T13:47:46,2021-09-09T02:15:23.632681
48,la Guineueta,Can Carreras,2015-07-08T14:35:41,2024-02-07T13:39:55.840341
26,Sant Gervasi - Galvany,Restaurant Casa Tejada,1996-09-18T00:00:00,2023-10-03T10:42:12.849996
60,Sant Andreu,Carrer de les Monges,2017-02-13T10:28:11,2021-09-09T02:17:10.772725
60,Sant Andreu,Carrer Gran de Sant Andreu,2017-02-13T11:07:30,2021-09-09T02:17:12.222690
18,Sants,Foment Republicà de Sants. Antic Ateneu Batllori,2017-02-13T12:19:33,2021-09-09T02:17:22.509003
7,la Dreta de l'Eixample,Farmàcia de Bolós Giralt,1996-11-25T00:00:00,2023-11-13T14:07:28.527545
24,les Tres Torres,Casa Muley-Afid,2001-01-17T00:00:00,2023-01-20T14:00:59.345647
4,"Sant Pere, Santa Caterina i la Ribera",Passeig Lluis Companys - Arc de Triomf,2023-09-21T10:08:41.599950,2024-09-09T17:39:10.849016
7,la Dreta de l'Eixample,Barcelona - Casa Vídua Marfà,2004-01-19T18:44:52,2023-02-15T10:36:02.608621
72,Sant Martí de Provençals,El passatge d'Antoni Gassol,2021-01-19T13:50:06,2021-11-23T11:02:35.195522
20,la Maternitat i Sant Ramon,Servei d'Esports de la Universitat de Barcelona,1990-03-05T00:00:00,2022-09-17T04:52:26.597572
11,el Poble-sec,Refugi antiaeri 292 carrer Piquer del Poble-sec,2023-10-06T13:33:11.363429,2024-08-07T09:44:20.652002
36,la Font d'en Fargues,Masia Can Fargas,1994-11-02T00:00:00,2021-09-09T02:13:56.559375
1,el Raval,Centre de Cultura Contemporània de Barcelona,1994-02-11T00:00:00,2024-11-19T17:22:11.114860
11,el Poble-sec,Pavelló Mies van der Rohe,1996-08-30T00:00:00,2024-10-29T08:37:11.776060
9,la Nova Esquerra de l'Eixample,Monument a Josep Tarradellas,1999-01-15T00:00:00,2023-01-20T14:15:18.103468
31,la Vila de Gràcia,La plaça del Poble Romaní,2017-02-08T09:28:17,2022-10-11T10:48:53.860323
28,Vallcarca i els Penitents,Villa Esperanza,2017-02-08T12:18:56,2021-09-09T02:16:22.657531
12,la Marina del Prat Vermell,Colònia Bausili,2017-02-08T12:30:30,2021-09-09T02:16:20.960475
23,Sarrià,Carrer Avió Plus Ultra,2017-02-08T13:48:19,2021-09-09T02:16:24.060959
8,l'Antiga Esquerra de l'Eixample,Casa dels Ossos,1996-03-07T00:00:00,2023-01-20T14:05:30.675858
68,el Poblenou,Centre Cívic Can Felipa,1991-04-19T00:00:00,2024-11-12T12:50:18.389874
2,el Barri Gòtic,Casa Martí - Els Quatre Gats,1988-09-14T00:00:00,2023-01-20T14:15:31.198862
11,el Poble-sec,Parc de Montjuïc,2014-10-01T16:02:48,2024-11-21T15:01:42.757105
3,la Barceloneta,Palau de Mar,1993-05-04T00:00:00,2021-07-19T22:05:51.218181
11,el Poble-sec,Torre Montjuïc Calatrava,1992-03-25T00:00:00,2023-02-28T14:01:21.280297
2,el Barri Gòtic,Reial Club Nàutic de Barcelona,1986-07-10T00:00:00,2024-01-31T09:48:27.283408
3,la Barceloneta,Platja de la Barceloneta,1989-10-02T00:00:00,2023-09-13T11:57:53.566297
11,el Poble-sec,Mercat de les Flors Centre de les Arts de Moviment,1986-01-16T00:00:00,2024-11-04T14:35:08.706850
48,la Guineueta,Mercat Guineueta,1985-01-17T00:00:00,2024-06-12T08:44:33.520064
4,"Sant Pere, Santa Caterina i la Ribera",Monument Arc de Triomf de Barcelona,1984-12-07T00:00:00,2021-09-09T02:13:43.575730
25,Sant Gervasi - la Bonanova,Torre Bellesguard  Gaudí - Casa Figueres,1984-12-07T00:00:00,2023-01-18T14:24:59.860011
2,el Barri Gòtic,Ateneu Barcelonès,1987-05-19T00:00:00,2024-06-13T10:30:36.483054
18,Sants,Estació Barcelona-Sants de RENFE,1990-03-22T00:00:00,2024-06-13T11:39:40.083755
21,Pedralbes,Quarter Bruc,1988-01-05T00:00:00,2022-09-17T04:09:05.443819
7,la Dreta de l'Eixample,Museu del Perfum - Fundació Planas Giralt,1984-05-30T00:00:00,2023-02-01T16:52:27.420625
45,Porta,Cementiri Sant Andreu,1985-03-28T00:00:00,2023-10-24T09:06:13.700737
2,el Barri Gòtic,Col·legi d'Arquitectes de Catalunya,1984-05-30T00:00:00,2024-01-11T11:08:57.537327
2,el Barri Gòtic,Federació de Comerciants de Barna Centre,1992-05-15T00:00:00,2024-04-08T14:12:55.088467
60,Sant Andreu,Farmàcia Clapés Viñas,1996-09-18T00:00:00,2024-10-14T17:41:58.872533
71,Provençals del Poblenou,Universitat Oberta de Catalunya,1994-10-06T00:00:00,2024-05-23T12:26:38.855794
7,la Dreta de l'Eixample,Casa Lleó Morera,1993-03-04T00:00:00,2023-01-20T12:58:16.364227
11,el Poble-sec,Escola Mossèn Jacint Verdaguer,1985-05-10T00:00:00,2022-11-16T17:42:58.649730
1,el Raval,Reials Drassanes de Barcelona,1995-06-02T00:00:00,2022-09-17T05:15:29.075484
2,el Barri Gòtic,Cafeteria Restaurant Cafè de l'Òpera,1996-09-18T00:00:00,2023-10-03T10:02:53.627620
4,"Sant Pere, Santa Caterina i la Ribera",Las Golondrinas - Sirenas SA,1996-09-17T00:00:00,2023-10-03T10:04:11.070695
7,la Dreta de l'Eixample,Associació Rambla de Catalunya,1993-10-08T00:00:00,2024-04-08T13:12:39.738413
31,la Vila de Gràcia,Font Pública,1995-05-08T00:00:00,2022-09-17T05:14:48.295769
2,el Barri Gòtic,Centre Comercial Maremàgnum,1995-05-08T00:00:00,2022-09-17T05:14:59.531722
11,el Poble-sec,Estadi Olímpic de Montjuïc Lluís Companys,1995-10-02T00:00:00,2024-09-19T18:37:43.367736
66,el Parc i la Llacuna del Poblenou,Centre Comercial Westfield Glòries,1993-10-20T00:00:00,2023-02-15T12:39:01.521504
60,Sant Andreu,Forn de Pa de Can Tur,1996-09-18T00:00:00,2023-10-03T10:39:46.060878
3,la Barceloneta,Club Natació Barcelona,1984-05-30T00:00:00,2024-06-26T11:31:52.994445
1,el Raval,Facultat de Comunicació i Relacions Internacionals Blanquerna - URL,1994-03-23T00:00:00,2024-11-19T17:23:08.117268
25,Sant Gervasi - la Bonanova,Casa Muntadas,2001-01-17T00:00:00,2023-01-20T14:05:37.683856
23,Sarrià,Parròquia de Sant Vicenç de Sarrià,1985-02-12T00:00:00,2022-09-17T03:59:12.537461
23,Sarrià,Institut Químic de Sarrià - Campus Sarrià - IQS,1987-10-27T00:00:00,2023-12-01T09:52:12.014305
35,el Guinardó,Hospital de la Santa Creu i Sant Pau,1988-03-18T00:00:00,2024-10-29T09:15:47.158030
4,"Sant Pere, Santa Caterina i la Ribera",Museu de la Xocolata,2000-10-02T00:00:00,2024-11-15T14:46:02.320960
23,Sarrià,Residència Militar d'Estudiants Mateo Calabro,1994-06-15T00:00:00,2023-11-29T15:03:07.979933
25,Sant Gervasi - la Bonanova,Facultat de Psicologia i Ciències de l'Educació i de l'Esport Blanquerna - URL,1993-03-09T00:00:00,2024-11-19T17:25:11.284104
8,l'Antiga Esquerra de l'Eixample,Casa Company,2001-01-11T00:00:00,2023-01-20T14:05:37.762910
32,el Camp d'en Grassot i Gràcia Nova,Sant Joan de Dalt,2015-06-02T15:35:46,2021-09-09T02:45:46.481500
7,la Dreta de l'Eixample,Colmado Murria,1996-09-18T00:00:00,2023-10-03T10:18:56.018590
62,el Congrés i els Indians,Bar musical La Torre Rosa,1996-09-18T00:00:00,2023-10-03T10:44:08.145579
5,el Fort Pienc,Teatre Nacional de Catalunya,1997-11-10T00:00:00,2023-02-27T17:43:17.416460
46,el Turó de la Peira,Centre Cívic Can Basté,1995-05-04T00:00:00,2024-11-15T08:15:20.945069
19,les Corts,El camp de la Creu,2017-02-08T15:24:53,2021-09-09T02:16:27.255736
67,la Vila Olímpica del Poblenou,Centre Municipal de Vela,1992-11-16T00:00:00,2023-07-07T08:57:48.350607
60,Sant Andreu,Ateneu  Sant Andreu,1992-12-09T00:00:00,2021-10-04T17:41:29.127866
23,Sarrià,Portal Casa Miralles,1995-04-19T00:00:00,2023-01-20T14:15:21.014133
31,la Vila de Gràcia,Escola Josep Maria Jujol,1986-11-27T00:00:00,2022-09-17T04:52:41.067870
11,el Poble-sec,Museu Nacional d'Art de Catalunya,1994-11-16T00:00:00,2024-11-15T13:47:38.569379
31,la Vila de Gràcia,Casa Francesc Cama,2017-02-06T14:04:35,2022-09-17T08:50:45.444383
31,la Vila de Gràcia,Casa Madurell,2017-02-07T09:45:43,2022-09-17T08:50:49.738690
31,la Vila de Gràcia,Casa Vilabella,2017-02-07T11:18:02,2022-09-17T08:50:57.145086
31,la Vila de Gràcia,Casa Girona i Cuyàs,2017-02-07T09:24:15,2021-09-09T02:16:01.516325
31,la Vila de Gràcia,Casa Joan Matas,2017-02-07T09:33:44,2022-09-17T08:50:46.009162
31,la Vila de Gràcia,Casa José de Ugarte,2017-02-07T09:38:48,2021-09-09T02:15:57.840603
31,la Vila de Gràcia,Casa Víctor Conill,2017-02-07T11:09:33,2022-09-17T08:50:55.499683
31,la Vila de Gràcia,Cases Leandre Vidal,2017-02-07T12:48:31,2022-09-17T08:50:59.632714
35,el Guinardó,Centre Cívic Guinardó,1984-05-30T00:00:00,2024-11-13T09:21:27.951972
23,Sarrià,EINA - Escola de Disseny i Art,1996-09-18T00:00:00,2024-05-27T10:33:52.530346
7,la Dreta de l'Eixample,Casa Llopis Bofill,1993-01-21T00:00:00,2022-09-17T05:00:09.680048
10,Sant Antoni,Ronda de Sant Antoni,2022-09-01T14:40:59.771376,2022-09-25T14:14:11.879934
2,el Barri Gòtic,Pla de l'Os - La Rambla,2023-09-21T10:05:06.593631,2023-09-21T13:16:46.524829
31,la Vila de Gràcia,Hotel Casa Fuster - HB-004219,2004-04-30T14:26:49,2022-09-17T06:17:15.178593
25,Sant Gervasi - la Bonanova,Escola Superior de Disseny i d'Art Llotja,1987-10-26T00:00:00,2024-01-09T12:38:53.898869
11,el Poble-sec,Parròquia de Santa Madrona,1984-05-30T00:00:00,2022-09-17T03:44:25.063622
22,"Vallvidrera, el Tibidabo i les Planes",Parròquia rural de Santa Maria de Vallvidrera,2024-03-26T18:52:18.404290,2024-03-26T19:04:53.478734
58,Baró de Viver,Mural de la Memòria de Baró de Viver,2017-11-06T10:36:29,2021-09-09T02:17:24.060087
1,el Raval,Antic Dispensari Antituberculós,2002-06-12T12:29:51,2022-09-17T05:56:40.804648
69,Diagonal Mar i el Front Marítim del Poblenou,Torre de les Aigües del Besòs,2003-10-08T14:23:24,2023-05-18T13:50:30.418744
60,Sant Andreu,Bar Colòmbia,2017-02-08T14:43:15,2022-09-17T08:51:54.099210
35,el Guinardó,Centre de Reunions i Convencions UAB Casa Convalescència,2003-07-11T12:21:24,2021-09-09T02:14:03.467095
60,Sant Andreu,Ca l'Estruc- Convent de les Germanes de l'Assumpció,2017-02-09T09:33:36,2021-09-09T02:16:32.914327
60,Sant Andreu,Botiga Casa Rusca,2017-02-09T11:06:04,2021-09-09T02:16:34.306744
19,les Corts,Masia Can Rosés,2017-05-03T14:24:21,2022-09-17T08:58:19.739553
3,la Barceloneta,Parc de Recerca Biomèdica de Barcelona,2004-01-16T12:24:00,2024-11-19T17:36:05.629859
2,el Barri Gòtic,Antiga Foneria de Canons,2017-01-26T10:07:12,2024-05-06T10:20:50.260015
1,el Raval,Carrer de la Riereta,2017-01-26T12:05:31,2021-09-09T02:15:39.348482
4,"Sant Pere, Santa Caterina i la Ribera",Casa -Fàbrica Vermell-Martí,2017-01-26T13:15:42,2021-09-09T02:15:43.007179
1,el Raval,El Vapor  - Fàbrica Bonaplata,2017-01-26T14:18:31,2021-09-09T02:15:43.219517
48,la Guineueta,Església Antic Institut Mental,2017-01-27T12:24:35,2022-09-17T08:50:03.264842
1,el Raval,Hotel Peninsular - HB-003154,1996-09-18T00:00:00,2023-10-03T10:03:26.620900
1,el Raval,Bar Musical London Bar,1996-09-18T00:00:00,2023-10-03T10:03:21.599733
20,la Maternitat i Sant Ramon,Parc Científic de Barcelona,1998-06-30T00:00:00,2024-11-19T17:35:02.783033
60,Sant Andreu,Casal de Barri Can Portabella,2005-09-30T11:52:52,2024-06-26T09:12:35.911780
60,Sant Andreu,Farmàcia Franquesa Grau,1996-09-18T00:00:00,2024-10-08T08:45:50.551979
27,el Putxet i el Farró,Jardins de Portolà,2009-06-05T11:59:38,2024-11-21T15:01:43.247445
24,les Tres Torres,Biblioteca Clarà,1999-11-25T00:00:00,2024-11-21T10:21:13.918946
62,el Congrés i els Indians,Jardins de Massana,1999-04-16T00:00:00,2024-11-21T15:01:46.250359
13,la Marina de Port,Jardins dels Drets Humans,2004-03-15T12:30:24,2024-11-21T15:01:44.160508
25,Sant Gervasi - la Bonanova,Jardins de la Tamarita,1994-06-14T00:00:00,2024-11-21T15:01:49.503263
33,el Baix Guinardó,Jardins del  Baix Guinardó,1995-04-19T00:00:00,2024-11-21T15:01:49.053416
20,la Maternitat i Sant Ramon,Parc de Can Rigal,2013-06-14T13:08:05,2024-11-21T15:01:43.083451
48,la Guineueta,Parc de la Guineueta,1985-04-16T00:00:00,2024-11-21T15:01:51.679162
33,el Baix Guinardó,Parc de les Aigües,1985-04-01T00:00:00,2024-11-21T15:01:51.753556
42,la Clota,Parc de les Rieres d'Horta,2013-07-29T17:51:59,2024-11-21T15:01:42.999367
65,el Clot,Parc del Clot,1986-11-10T00:00:00,2024-11-21T15:01:50.998263
59,el Bon Pastor,Parc de la Maquinista per les treballadores i els treballadors de la Maquinista,2000-06-05T00:00:00,2024-11-21T15:01:53.377442
70,el Besòs i el Maresme,El Parc del Fòrum,2005-06-13T14:48:17,2024-11-21T15:01:43.996944
11,el Poble-sec,Parc de la Primavera,2007-09-26T11:08:35,2024-11-21T15:01:43.620974
11,el Poble-sec,Jardins de Mossèn Costa i Llobera,2007-04-17T12:52:45,2024-11-21T15:01:43.674994
60,Sant Andreu,Jardins Plaça de Can Fabra,2014-10-01T16:38:21,2024-11-21T15:01:42.603506
37,el Carmel,Parc Carmel,1997-07-28T00:00:00,2024-11-21T15:01:47.768333
48,la Guineueta,Parc Central de Nou Barris,1999-04-19T00:00:00,2024-11-21T15:01:46.034006
60,Sant Andreu,Parc de la Trinitat,1993-07-07T00:00:00,2024-11-21T15:01:49.660059
68,el Poblenou,Parc del Poblenou,1996-04-22T00:00:00,2024-11-21T15:01:48.181786
11,el Poble-sec,Jardí Botànic de Barcelona,1999-04-16T00:00:00,2024-11-21T15:01:46.132503
21,Pedralbes,Jardins del Palau de Pedralbes,1990-03-12T00:00:00,2024-11-21T15:01:52.766615
3,la Barceloneta,Parc de la Barceloneta,1996-09-25T00:00:00,2024-11-21T15:01:47.968117
22,"Vallvidrera, el Tibidabo i les Planes",Parc d'Atraccions del Tibidabo,1996-09-18T00:00:00,2024-11-21T15:01:52.889286
31,la Vila de Gràcia,Jardins Mestre Balcells,1999-07-07T00:00:00,2024-11-21T15:01:45.690693
18,Sants,Parc de l'Espanya Industrial,1986-07-09T00:00:00,2024-11-21T15:01:51.110703
31,la Vila de Gràcia,Jardinets de Salvador Espriu,1999-05-07T00:00:00,2024-11-21T15:01:45.919929
25,Sant Gervasi - la Bonanova,Parc de la Font del Racó,1985-04-01T00:00:00,2024-11-21T15:01:52.240460
2,el Barri Gòtic,L'Aquàrium de Barcelona - Aspro Parks,1996-09-18T00:00:00,2024-11-21T15:01:52.833129
11,el Poble-sec,Parc del Mirador del Poble-sec,1995-05-05T00:00:00,2024-11-21T15:01:48.936750
2,el Barri Gòtic,Elisava Escola Universitaria de Disseny i Enginyeria de Barcelona,1993-02-17T00:00:00,2024-11-21T08:22:51.449904
61,la Sagrera,Parc de la Pegaso,1986-11-10T00:00:00,2024-11-21T15:01:51.057035
11,el Poble-sec,Jardins de les Tres Xemeneies,1995-05-05T00:00:00,2024-11-21T15:01:48.878052
14,la Font de la Guatlla,Parc de la Font Florida,1995-05-05T00:00:00,2024-11-21T15:01:48.773601
19,les Corts,Biblioteca Montserrat Abelló,1984-05-30T00:00:00,2024-11-21T10:22:30.806294
7,la Dreta de l'Eixample,Jardins del Palau Robert,1996-01-17T00:00:00,2024-11-21T15:01:48.282607
35,el Guinardó,Parc del Guinardó,1985-04-01T00:00:00,2024-11-21T15:01:51.811437
3,la Barceloneta,Biblioteca Barceloneta -  La Fraternitat,2001-05-18T00:00:00,2024-11-21T10:15:29.890508
30,la Salut,Park Güell,1987-10-28T00:00:00,2024-11-21T15:01:51.950595
21,Pedralbes,Parc de Cervantes,1985-02-12T00:00:00,2024-11-21T15:01:52.604046
66,el Parc i la Llacuna del Poblenou,Disseny Hub Barcelona,2008-12-01T14:02:22,2024-11-21T10:14:32.925141
40,Montbau,Parc del Laberint d'Horta,1985-04-01T00:00:00,2024-11-21T15:01:51.870329
23,Sarrià,Jardins de Vil·la Amèlia,1985-04-01T00:00:00,2024-11-21T15:01:52.365725
46,el Turó de la Peira,Parc del Turó de la Peira,1985-04-01T00:00:00,2024-11-21T15:01:51.616940
11,el Poble-sec,Jardins del Teatre Grec,1999-11-25T00:00:00,2024-11-21T15:01:45.046350
23,Sarrià,Jardins de Can Sentmenat,1995-03-22T00:00:00,2024-11-21T15:01:49.109659
40,Montbau,Jardins,1992-05-07T00:00:00,2024-11-21T15:01:50.008272
8,l'Antiga Esquerra de l'Eixample,Jardins,1995-03-10T00:00:00,2024-11-21T15:01:49.283781
26,Sant Gervasi - Galvany,Parc de Monterols,1985-04-01T00:00:00,2024-11-21T15:01:52.107852
45,Porta,Parc Esportiu de Can Dragó,1998-10-21T00:00:00,2024-11-21T15:01:46.967129
11,el Poble-sec,Jardins del Mirador de l'Alcalde,2001-12-04T00:00:00,2024-11-21T15:01:53.014887
69,Diagonal Mar i el Front Marítim del Poblenou,Parc de Diagonal Mar,1999-03-26T00:00:00,2024-11-21T15:01:46.584932
29,el Coll,Parc de la Creueta del Coll,1987-05-05T00:00:00,2024-11-21T15:01:50.911098
13,la Marina de Port,Parc de Can Sabaté,1989-04-12T00:00:00,2024-11-21T15:01:50.590331
27,el Putxet i el Farró,Jardins del Turó del Putxet,1985-04-01T00:00:00,2024-11-21T15:01:52.171944
9,la Nova Esquerra de l'Eixample,Parc de Joan Miró,1985-05-07T00:00:00,2024-11-21T15:01:51.490683
68,el Poblenou,Eix Comercial del Poblenou,2011-04-26T13:29:58,2024-11-21T14:28:05.547381
11,el Poble-sec,Jardins Mossèn Cinto Verdaguer,1992-03-30T00:00:00,2024-11-21T15:01:50.131024
26,Sant Gervasi - Galvany,Turó Park - Parc del Poeta Eduard Marquina,1985-04-01T00:00:00,2024-11-21T15:01:52.039042
72,Sant Martí de Provençals,Parc de Sant Martí,1989-04-12T00:00:00,2024-11-21T15:01:50.531878
11,el Poble-sec,Jardins de Joan Maragall - Palauet Albéniz,1992-06-02T00:00:00,2024-11-21T15:01:49.884004
22,"Vallvidrera, el Tibidabo i les Planes",Parc Metropolità Collserola,1992-03-03T00:00:00,2024-11-21T15:01:50.200971
19,les Corts,Jardins de Magalí,1985-04-23T00:00:00,2024-11-21T15:01:51.213488
11,el Poble-sec,Jardins Laribal,1999-11-25T00:00:00,2024-11-21T15:01:44.982885
11,el Poble-sec,Jardins de Joan Brossa,2003-03-21T11:14:53,2024-11-21T15:01:44.537846
23,Sarrià,Jardins de Vil·la Cecília,1998-08-13T00:00:00,2024-11-21T15:01:47.224775
3,la Barceloneta,Parc de les Cascades,1998-08-11T00:00:00,2024-11-21T15:01:47.410179
11,el Poble-sec,Jardins de Ramon Margalef i López,1985-04-01T00:00:00,2024-11-21T15:01:52.438833
23,Sarrià,Parc del Castell de l'Oreneta,1985-04-01T00:00:00,2024-11-21T15:01:52.314076
4,"Sant Pere, Santa Caterina i la Ribera",Parc de la Ciutadella,1988-07-13T00:00:00,2024-11-21T15:01:52.531108
