Codi_Barri,Nom_Barri,Any,Index_Gini
4,"Sant Pere, Santa Caterina i la Ribera",2020,37.4
4,"Sant Pere, Santa Caterina i la Ribera",2020,38.5
4,"Sant Pere, Santa Caterina i la Ribera",2020,42.6
4,"Sant Pere, Santa Caterina i la Ribera",2020,35.9
4,"Sant Pere, Santa Caterina i la Ribera",2020,37.7
4,"Sant Pere, Santa Caterina i la Ribera",2020,38.8
5,el Fort Pienc,2020,35.5
5,el Fort Pienc,2020,34.6
5,el Fort Pienc,2020,30.4
5,el Fort Pienc,2020,33.1
5,el Fort Pienc,2020,31
5,el Fort Pienc,2020,34.4
5,el Fort Pienc,2020,32.9
5,el Fort Pienc,2020,33.5
5,el Fort Pienc,2020,33.9
5,el Fort Pienc,2020,32.6
5,el Fort Pienc,2020,30.7
5,el Fort Pienc,2020,33.1
5,el Fort Pienc,2020,33.4
5,el Fort Pienc,2020,30.5
5,el Fort Pienc,2020,33.9
5,el Fort Pienc,2020,30.9
5,el Fort Pienc,2020,33.8
5,el Fort Pienc,2020,33.1
5,el Fort Pienc,2020,33.3
5,el Fort Pienc,2020,36.5
6,la Sagrada Família,2020,32.6
6,la Sagrada Família,2020,36.4
6,la Sagrada Família,2020,29
6,la Sagrada Família,2020,35.9
6,la Sagrada Família,2020,33
6,la Sagrada Família,2020,35.9
6,la Sagrada Família,2020,33.8
6,la Sagrada Família,2020,34.6
6,la Sagrada Família,2020,33.1
6,la Sagrada Família,2020,31
6,la Sagrada Família,2020,30
6,la Sagrada Família,2020,30.5
6,la Sagrada Família,2020,29.6
6,la Sagrada Família,2020,34.4
6,la Sagrada Família,2020,32.3
6,la Sagrada Família,2020,31.1
6,la Sagrada Família,2020,29
6,la Sagrada Família,2020,30.5
6,la Sagrada Família,2020,32.2
6,la Sagrada Família,2020,35.4
6,la Sagrada Família,2020,34
6,la Sagrada Família,2020,29.5
6,la Sagrada Família,2020,34.4
6,la Sagrada Família,2020,34.5
6,la Sagrada Família,2020,35.3
6,la Sagrada Família,2020,31.8
6,la Sagrada Família,2020,36.1
6,la Sagrada Família,2020,36.2
6,la Sagrada Família,2020,37.5
6,la Sagrada Família,2020,33.9
6,la Sagrada Família,2020,37
6,la Sagrada Família,2020,34.4
6,la Sagrada Família,2020,36.1
6,la Sagrada Família,2020,33.2
7,la Dreta de l'Eixample,2020,32.9
7,la Dreta de l'Eixample,2020,34.1
7,la Dreta de l'Eixample,2020,35.3
7,la Dreta de l'Eixample,2020,32.4
7,la Dreta de l'Eixample,2020,36.8
7,la Dreta de l'Eixample,2020,33.7
7,la Dreta de l'Eixample,2020,36.8
7,la Dreta de l'Eixample,2020,37.3
7,la Dreta de l'Eixample,2020,38.7
7,la Dreta de l'Eixample,2020,35.6
7,la Dreta de l'Eixample,2020,37.1
7,la Dreta de l'Eixample,2020,31.4
7,la Dreta de l'Eixample,2020,33.7
7,la Dreta de l'Eixample,2020,34.4
7,la Dreta de l'Eixample,2020,36.2
7,la Dreta de l'Eixample,2020,37.2
7,la Dreta de l'Eixample,2020,34.3
7,la Dreta de l'Eixample,2020,37.3
7,la Dreta de l'Eixample,2020,37.4
7,la Dreta de l'Eixample,2020,40.2
7,la Dreta de l'Eixample,2020,36.6
7,la Dreta de l'Eixample,2020,38.1
7,la Dreta de l'Eixample,2020,42.9
7,la Dreta de l'Eixample,2020,42.7
7,la Dreta de l'Eixample,2020,44.4
7,la Dreta de l'Eixample,2020,42.8
7,la Dreta de l'Eixample,2020,40.4
7,la Dreta de l'Eixample,2020,37.1
7,la Dreta de l'Eixample,2020,41.2
8,l'Antiga Esquerra de l'Eixample,2020,38.1
8,l'Antiga Esquerra de l'Eixample,2020,36.9
8,l'Antiga Esquerra de l'Eixample,2020,38.9
8,l'Antiga Esquerra de l'Eixample,2020,36.5
8,l'Antiga Esquerra de l'Eixample,2020,36.4
8,l'Antiga Esquerra de l'Eixample,2020,37.5
8,l'Antiga Esquerra de l'Eixample,2020,37.5
8,l'Antiga Esquerra de l'Eixample,2020,38.2
8,l'Antiga Esquerra de l'Eixample,2020,38.6
8,l'Antiga Esquerra de l'Eixample,2020,38.7
8,l'Antiga Esquerra de l'Eixample,2020,33.6
8,l'Antiga Esquerra de l'Eixample,2020,36.2
8,l'Antiga Esquerra de l'Eixample,2020,34.4
8,l'Antiga Esquerra de l'Eixample,2020,33.1
8,l'Antiga Esquerra de l'Eixample,2020,35.7
8,l'Antiga Esquerra de l'Eixample,2020,39.1
8,l'Antiga Esquerra de l'Eixample,2020,32.5
8,l'Antiga Esquerra de l'Eixample,2020,35.2
8,l'Antiga Esquerra de l'Eixample,2020,36.6
8,l'Antiga Esquerra de l'Eixample,2020,35.7
8,l'Antiga Esquerra de l'Eixample,2020,34.6
8,l'Antiga Esquerra de l'Eixample,2020,36.2
8,l'Antiga Esquerra de l'Eixample,2020,37
8,l'Antiga Esquerra de l'Eixample,2020,32.5
8,l'Antiga Esquerra de l'Eixample,2020,36.9
8,l'Antiga Esquerra de l'Eixample,2020,35.6
9,la Nova Esquerra de l'Eixample,2020,36.8
9,la Nova Esquerra de l'Eixample,2020,36.2
9,la Nova Esquerra de l'Eixample,2020,32.2
9,la Nova Esquerra de l'Eixample,2020,33.5
9,la Nova Esquerra de l'Eixample,2020,33.2
9,la Nova Esquerra de l'Eixample,2020,36.3
9,la Nova Esquerra de l'Eixample,2020,33.1
9,la Nova Esquerra de l'Eixample,2020,34
9,la Nova Esquerra de l'Eixample,2020,35.8
9,la Nova Esquerra de l'Eixample,2020,30.4
9,la Nova Esquerra de l'Eixample,2020,32.8
9,la Nova Esquerra de l'Eixample,2020,34.9
9,la Nova Esquerra de l'Eixample,2020,33.1
9,la Nova Esquerra de l'Eixample,2020,32.5
9,la Nova Esquerra de l'Eixample,2020,30.2
9,la Nova Esquerra de l'Eixample,2020,32.5
9,la Nova Esquerra de l'Eixample,2020,29.9
9,la Nova Esquerra de l'Eixample,2020,36
9,la Nova Esquerra de l'Eixample,2020,35.1
9,la Nova Esquerra de l'Eixample,2020,35.5
9,la Nova Esquerra de l'Eixample,2020,32.6
9,la Nova Esquerra de l'Eixample,2020,36.4
9,la Nova Esquerra de l'Eixample,2020,35.7
9,la Nova Esquerra de l'Eixample,2020,28.5
9,la Nova Esquerra de l'Eixample,2020,33.1
9,la Nova Esquerra de l'Eixample,2020,34.1
9,la Nova Esquerra de l'Eixample,2020,33.2
9,la Nova Esquerra de l'Eixample,2020,35.6
9,la Nova Esquerra de l'Eixample,2020,33.9
9,la Nova Esquerra de l'Eixample,2020,34.7
9,la Nova Esquerra de l'Eixample,2020,31.5
9,la Nova Esquerra de l'Eixample,2020,34.6
9,la Nova Esquerra de l'Eixample,2020,36.7
9,la Nova Esquerra de l'Eixample,2020,35.1
9,la Nova Esquerra de l'Eixample,2020,37.6
9,la Nova Esquerra de l'Eixample,2020,41
9,la Nova Esquerra de l'Eixample,2020,35.7
9,la Nova Esquerra de l'Eixample,2020,34.6
9,la Nova Esquerra de l'Eixample,2020,33.6
9,la Nova Esquerra de l'Eixample,2020,37.2
10,Sant Antoni,2020,36.5
10,Sant Antoni,2020,34
10,Sant Antoni,2020,33.3
10,Sant Antoni,2020,30.7
10,Sant Antoni,2020,36.2
10,Sant Antoni,2020,32.4
10,Sant Antoni,2020,32.7
10,Sant Antoni,2020,33.9
10,Sant Antoni,2020,31
10,Sant Antoni,2020,34.9
10,Sant Antoni,2020,36.5
10,Sant Antoni,2020,32.3
10,Sant Antoni,2020,34.3
10,Sant Antoni,2020,33.6
10,Sant Antoni,2020,37.9
10,Sant Antoni,2020,33.9
10,Sant Antoni,2020,36.1
10,Sant Antoni,2020,33.6
10,Sant Antoni,2020,34.8
10,Sant Antoni,2020,32.7
10,Sant Antoni,2020,33
10,Sant Antoni,2020,36.7
10,Sant Antoni,2020,34.1
10,Sant Antoni,2020,34.9
11,el Poble Sec,2020,32.7
11,el Poble Sec,2020,33.3
11,el Poble Sec,2020,36.8
11,el Poble Sec,2020,33.3
11,el Poble Sec,2020,33.8
11,el Poble Sec,2020,35.6
11,el Poble Sec,2020,34.2
11,el Poble Sec,2020,36
11,el Poble Sec,2020,32.3
11,el Poble Sec,2020,34.9
11,el Poble Sec,2020,33.2
11,el Poble Sec,2020,34.7
11,el Poble Sec,2020,34.1
11,el Poble Sec,2020,33.2
11,el Poble Sec,2020,37.2
11,el Poble Sec,2020,35.3
11,el Poble Sec,2020,34.2
11,el Poble Sec,2020,34.2
11,el Poble Sec,2020,33.3
11,el Poble Sec,2020,33
11,el Poble Sec,2020,31.4
11,el Poble Sec,2020,32.8
11,el Poble Sec,2020,33.1
11,el Poble Sec,2020,35.8
12,la Marina del Prat Vermell,2020,28.9
13,la Marina de Port,2020,24.8
13,la Marina de Port,2020,28.8
13,la Marina de Port,2020,34.1
13,la Marina de Port,2020,26.4
13,la Marina de Port,2020,28.6
13,la Marina de Port,2020,27.1
13,la Marina de Port,2020,31.5
13,la Marina de Port,2020,29.4
13,la Marina de Port,2020,29.5
13,la Marina de Port,2020,29.2
13,la Marina de Port,2020,29.8
13,la Marina de Port,2020,25.1
13,la Marina de Port,2020,29.5
13,la Marina de Port,2020,29.7
14,la Font de la Guatlla,2020,30.7
14,la Font de la Guatlla,2020,32
14,la Font de la Guatlla,2020,33.6
14,la Font de la Guatlla,2020,31.7
14,la Font de la Guatlla,2020,33.3
14,la Font de la Guatlla,2020,30
14,la Font de la Guatlla,2020,30.7
15,Hostafrancs,2020,33.6
15,Hostafrancs,2020,31.3
15,Hostafrancs,2020,35.8
15,Hostafrancs,2020,33.3
15,Hostafrancs,2020,36.9
15,Hostafrancs,2020,35.3
15,Hostafrancs,2020,35.4
15,Hostafrancs,2020,32.9
15,Hostafrancs,2020,34.2
15,Hostafrancs,2020,31.8
16,la Bordeta,2020,30.4
16,la Bordeta,2020,31.4
16,la Bordeta,2020,29.7
16,la Bordeta,2020,31
16,la Bordeta,2020,28.5
16,la Bordeta,2020,29.3
16,la Bordeta,2020,30.2
16,la Bordeta,2020,28.7
16,la Bordeta,2020,28.6
16,la Bordeta,2020,29.2
16,la Bordeta,2020,30.3
16,la Bordeta,2020,29.7
16,la Bordeta,2020,29.3
17,Sants-Badal,2020,30.7
17,Sants-Badal,2020,31.5
17,Sants-Badal,2020,32.2
17,Sants-Badal,2020,32.4
17,Sants-Badal,2020,32.1
17,Sants-Badal,2020,33.7
17,Sants-Badal,2020,29.7
17,Sants-Badal,2020,31.8
17,Sants-Badal,2020,34
17,Sants-Badal,2020,33.1
17,Sants-Badal,2020,33.8
17,Sants-Badal,2020,32.5
17,Sants-Badal,2020,34.6
17,Sants-Badal,2020,31.1
17,Sants-Badal,2020,27.9
17,Sants-Badal,2020,33.8
18,Sants,2020,28.6
18,Sants,2020,32.3
18,Sants,2020,30.2
18,Sants,2020,26.9
18,Sants,2020,31.9
18,Sants,2020,35.8
18,Sants,2020,34.8
18,Sants,2020,31.1
18,Sants,2020,29.7
18,Sants,2020,32.7
18,Sants,2020,36.2
18,Sants,2020,33.8
18,Sants,2020,33.6
18,Sants,2020,33.5
18,Sants,2020,33.7
18,Sants,2020,30.2
18,Sants,2020,32.5
18,Sants,2020,29.3
18,Sants,2020,33.3
18,Sants,2020,29.3
18,Sants,2020,34.3
18,Sants,2020,31.3
18,Sants,2020,34.2
18,Sants,2020,32.1
18,Sants,2020,32.8
18,Sants,2020,30.1
18,Sants,2020,31.7
18,Sants,2020,35
18,Sants,2020,32.3
13,la Marina de Port,2020,29.3
13,la Marina de Port,2020,30.3
13,la Marina de Port,2020,30.9
19,les Corts,2020,34.9
19,les Corts,2020,32.3
19,les Corts,2020,31.6
19,les Corts,2020,32.4
19,les Corts,2020,32.6
19,les Corts,2020,32.2
19,les Corts,2020,35.5
19,les Corts,2020,32.7
19,les Corts,2020,33.7
19,les Corts,2020,31.4
19,les Corts,2020,30.5
19,les Corts,2020,28.4
19,les Corts,2020,31.6
19,les Corts,2020,43.1
19,les Corts,2020,29.9
19,les Corts,2020,32.9
19,les Corts,2020,33.8
19,les Corts,2020,33.9
19,les Corts,2020,39.8
19,les Corts,2020,37.1
19,les Corts,2020,37.3
19,les Corts,2020,34.5
19,les Corts,2020,39.5
19,les Corts,2020,34.4
19,les Corts,2020,33
19,les Corts,2020,32.2
19,les Corts,2020,37
19,les Corts,2020,30
19,les Corts,2020,33.4
19,les Corts,2020,32.1
19,les Corts,2020,35
19,les Corts,2020,29
19,les Corts,2020,31.2
19,les Corts,2020,27.8
19,les Corts,2020,28.9
20,la Maternitat i Sant Ramon,2020,33.4
20,la Maternitat i Sant Ramon,2020,31.1
20,la Maternitat i Sant Ramon,2020,30.5
20,la Maternitat i Sant Ramon,2020,32
20,la Maternitat i Sant Ramon,2020,31.7
20,la Maternitat i Sant Ramon,2020,32.1
20,la Maternitat i Sant Ramon,2020,30
20,la Maternitat i Sant Ramon,2020,28.5
20,la Maternitat i Sant Ramon,2020,31
20,la Maternitat i Sant Ramon,2020,30.6
20,la Maternitat i Sant Ramon,2020,28.7
20,la Maternitat i Sant Ramon,2020,31.8
20,la Maternitat i Sant Ramon,2020,30.2
20,la Maternitat i Sant Ramon,2020,35.1
21,Pedralbes,2020,39.9
21,Pedralbes,2020,33.2
21,Pedralbes,2020,40.6
21,Pedralbes,2020,38.2
21,Pedralbes,2020,39.4
21,Pedralbes,2020,44.4
21,Pedralbes,2020,44.4
20,la Maternitat i Sant Ramon,2020,33.2
22,"Vallvidrera, el Tibidabo i les Planes",2020,33.3
22,"Vallvidrera, el Tibidabo i les Planes",2020,38.8
22,"Vallvidrera, el Tibidabo i les Planes",2020,38.8
23,Sarrià,2020,44.4
23,Sarrià,2020,44.4
23,Sarrià,2020,44.3
23,Sarrià,2020,40.6
23,Sarrià,2020,43
23,Sarrià,2020,36.5
23,Sarrià,2020,34.8
23,Sarrià,2020,35.6
23,Sarrià,2020,34.5
23,Sarrià,2020,36
23,Sarrià,2020,36.1
23,Sarrià,2020,35.7
23,Sarrià,2020,36.2
23,Sarrià,2020,41.8
23,Sarrià,2020,34.6
23,Sarrià,2020,35.8
24,les Tres Torres,2020,39.1
24,les Tres Torres,2020,42.2
24,les Tres Torres,2020,42.1
24,les Tres Torres,2020,35.9
24,les Tres Torres,2020,40.7
24,les Tres Torres,2020,41.1
24,les Tres Torres,2020,41.7
24,les Tres Torres,2020,43.8
24,les Tres Torres,2020,38.2
24,les Tres Torres,2020,44.4
24,les Tres Torres,2020,42.2
25,Sant Gervasi- la Bonanova,2020,44.4
25,Sant Gervasi- la Bonanova,2020,44.4
25,Sant Gervasi- la Bonanova,2020,40.1
25,Sant Gervasi- la Bonanova,2020,40.4
25,Sant Gervasi- la Bonanova,2020,41.2
25,Sant Gervasi- la Bonanova,2020,37.9
25,Sant Gervasi- la Bonanova,2020,38
25,Sant Gervasi- la Bonanova,2020,36.7
25,Sant Gervasi- la Bonanova,2020,34.1
25,Sant Gervasi- la Bonanova,2020,35.9
25,Sant Gervasi- la Bonanova,2020,34.2
25,Sant Gervasi- la Bonanova,2020,37
25,Sant Gervasi- la Bonanova,2020,37.4
25,Sant Gervasi- la Bonanova,2020,34.7
25,Sant Gervasi- la Bonanova,2020,37.1
25,Sant Gervasi- la Bonanova,2020,43.9
25,Sant Gervasi- la Bonanova,2020,38.4
25,Sant Gervasi- la Bonanova,2020,38.5
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,35.5
26,Sant Gervasi- Galvany,2020,39.3
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,39.8
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,39
26,Sant Gervasi- Galvany,2020,44.4
26,Sant Gervasi- Galvany,2020,37
26,Sant Gervasi- Galvany,2020,43
26,Sant Gervasi- Galvany,2020,38.5
26,Sant Gervasi- Galvany,2020,39.6
26,Sant Gervasi- Galvany,2020,35.9
26,Sant Gervasi- Galvany,2020,39.9
26,Sant Gervasi- Galvany,2020,39.4
26,Sant Gervasi- Galvany,2020,35.8
26,Sant Gervasi- Galvany,2020,36.4
26,Sant Gervasi- Galvany,2020,36.8
26,Sant Gervasi- Galvany,2020,36.4
26,Sant Gervasi- Galvany,2020,38.9
26,Sant Gervasi- Galvany,2020,38.1
26,Sant Gervasi- Galvany,2020,35.9
26,Sant Gervasi- Galvany,2020,35.3
26,Sant Gervasi- Galvany,2020,37.1
26,Sant Gervasi- Galvany,2020,37.2
26,Sant Gervasi- Galvany,2020,34.4
26,Sant Gervasi- Galvany,2020,34.4
27,el Putxet i el Farró,2020,35.4
27,el Putxet i el Farró,2020,37
27,el Putxet i el Farró,2020,32.7
27,el Putxet i el Farró,2020,31
27,el Putxet i el Farró,2020,36.3
27,el Putxet i el Farró,2020,35.2
27,el Putxet i el Farró,2020,31.9
27,el Putxet i el Farró,2020,34.9
27,el Putxet i el Farró,2020,31.8
27,el Putxet i el Farró,2020,37.1
27,el Putxet i el Farró,2020,37.4
27,el Putxet i el Farró,2020,32.5
27,el Putxet i el Farró,2020,39.4
27,el Putxet i el Farró,2020,36.2
27,el Putxet i el Farró,2020,34.7
27,el Putxet i el Farró,2020,34.7
27,el Putxet i el Farró,2020,32.8
27,el Putxet i el Farró,2020,35.1
27,el Putxet i el Farró,2020,32.2
28,Vallcarca i els Penitents,2020,36.6
28,Vallcarca i els Penitents,2020,33.7
28,Vallcarca i els Penitents,2020,32.9
28,Vallcarca i els Penitents,2020,34.7
28,Vallcarca i els Penitents,2020,33.5
28,Vallcarca i els Penitents,2020,33.6
28,Vallcarca i els Penitents,2020,34.4
28,Vallcarca i els Penitents,2020,39.8
28,Vallcarca i els Penitents,2020,34.4
28,Vallcarca i els Penitents,2020,32.7
28,Vallcarca i els Penitents,2020,32
29,el Coll,2020,34.2
29,el Coll,2020,32.7
29,el Coll,2020,36
29,el Coll,2020,31.7
29,el Coll,2020,32.9
30,la Salut,2020,33.1
30,la Salut,2020,32.4
30,la Salut,2020,35.3
30,la Salut,2020,34.5
30,la Salut,2020,36
30,la Salut,2020,28.2
30,la Salut,2020,30
30,la Salut,2020,29.8
30,la Salut,2020,33.4
30,la Salut,2020,32.6
31,la Vila de Gràcia,2020,35.2
31,la Vila de Gràcia,2020,33.5
31,la Vila de Gràcia,2020,30.7
31,la Vila de Gràcia,2020,30
31,la Vila de Gràcia,2020,30.4
31,la Vila de Gràcia,2020,32.7
31,la Vila de Gràcia,2020,34.3
31,la Vila de Gràcia,2020,31.3
31,la Vila de Gràcia,2020,33.7
31,la Vila de Gràcia,2020,33.9
31,la Vila de Gràcia,2020,28.8
31,la Vila de Gràcia,2020,32.6
31,la Vila de Gràcia,2020,34.3
31,la Vila de Gràcia,2020,34.3
31,la Vila de Gràcia,2020,36.6
31,la Vila de Gràcia,2020,38.9
31,la Vila de Gràcia,2020,39.8
31,la Vila de Gràcia,2020,35.5
31,la Vila de Gràcia,2020,33.8
31,la Vila de Gràcia,2020,34.6
31,la Vila de Gràcia,2020,34.7
31,la Vila de Gràcia,2020,31.9
31,la Vila de Gràcia,2020,33.8
31,la Vila de Gràcia,2020,35.4
31,la Vila de Gràcia,2020,32.1
31,la Vila de Gràcia,2020,33.7
31,la Vila de Gràcia,2020,32.4
31,la Vila de Gràcia,2020,34.4
31,la Vila de Gràcia,2020,33.8
31,la Vila de Gràcia,2020,34.7
31,la Vila de Gràcia,2020,35.7
31,la Vila de Gràcia,2020,32.5
31,la Vila de Gràcia,2020,31.2
31,la Vila de Gràcia,2020,34.1
31,la Vila de Gràcia,2020,29.6
31,la Vila de Gràcia,2020,32.3
32,el Camp d'en Grassot i Gràcia Nova,2020,32.9
32,el Camp d'en Grassot i Gràcia Nova,2020,30.6
32,el Camp d'en Grassot i Gràcia Nova,2020,31.1
32,el Camp d'en Grassot i Gràcia Nova,2020,32.9
32,el Camp d'en Grassot i Gràcia Nova,2020,33.8
32,el Camp d'en Grassot i Gràcia Nova,2020,32.7
32,el Camp d'en Grassot i Gràcia Nova,2020,34.5
32,el Camp d'en Grassot i Gràcia Nova,2020,34.5
32,el Camp d'en Grassot i Gràcia Nova,2020,31.1
32,el Camp d'en Grassot i Gràcia Nova,2020,30.5
32,el Camp d'en Grassot i Gràcia Nova,2020,32.1
32,el Camp d'en Grassot i Gràcia Nova,2020,29
32,el Camp d'en Grassot i Gràcia Nova,2020,30.3
32,el Camp d'en Grassot i Gràcia Nova,2020,34
32,el Camp d'en Grassot i Gràcia Nova,2020,32.9
32,el Camp d'en Grassot i Gràcia Nova,2020,30
32,el Camp d'en Grassot i Gràcia Nova,2020,29.5
32,el Camp d'en Grassot i Gràcia Nova,2020,33.4
32,el Camp d'en Grassot i Gràcia Nova,2020,28.7
32,el Camp d'en Grassot i Gràcia Nova,2020,29.6
32,el Camp d'en Grassot i Gràcia Nova,2020,31.3
32,el Camp d'en Grassot i Gràcia Nova,2020,29.6
32,el Camp d'en Grassot i Gràcia Nova,2020,31.5
32,el Camp d'en Grassot i Gràcia Nova,2020,28
32,el Camp d'en Grassot i Gràcia Nova,2020,29.8
33,el Baix Guinardó,2020,30.4
33,el Baix Guinardó,2020,32.1
33,el Baix Guinardó,2020,31.3
33,el Baix Guinardó,2020,31.9
33,el Baix Guinardó,2020,31.1
33,el Baix Guinardó,2020,29
33,el Baix Guinardó,2020,29.9
33,el Baix Guinardó,2020,29
33,el Baix Guinardó,2020,30.1
33,el Baix Guinardó,2020,34
33,el Baix Guinardó,2020,33.4
33,el Baix Guinardó,2020,30.4
33,el Baix Guinardó,2020,27.3
33,el Baix Guinardó,2020,31.4
33,el Baix Guinardó,2020,33.1
33,el Baix Guinardó,2020,29
33,el Baix Guinardó,2020,31.7
33,el Baix Guinardó,2020,33.2
33,el Baix Guinardó,2020,31.4
34,Can Baró,2020,32.4
34,Can Baró,2020,32.1
34,Can Baró,2020,35
34,Can Baró,2020,29
34,Can Baró,2020,31
34,Can Baró,2020,32.8
34,Can Baró,2020,30.6
35,el Guinardó,2020,34.1
35,el Guinardó,2020,32.9
35,el Guinardó,2020,32
35,el Guinardó,2020,31.8
35,el Guinardó,2020,33.4
35,el Guinardó,2020,31.2
35,el Guinardó,2020,29.8
35,el Guinardó,2020,32
35,el Guinardó,2020,31.1
35,el Guinardó,2020,32.2
35,el Guinardó,2020,31.9
35,el Guinardó,2020,29.1
35,el Guinardó,2020,31.9
35,el Guinardó,2020,33.2
35,el Guinardó,2020,32.2
35,el Guinardó,2020,31.9
35,el Guinardó,2020,32.2
35,el Guinardó,2020,31.5
35,el Guinardó,2020,32.1
35,el Guinardó,2020,30.8
35,el Guinardó,2020,32.3
35,el Guinardó,2020,31.3
35,el Guinardó,2020,31
35,el Guinardó,2020,33.6
35,el Guinardó,2020,32.2
36,la Font d'en Fargues,2020,30
36,la Font d'en Fargues,2020,27.5
36,la Font d'en Fargues,2020,32.9
36,la Font d'en Fargues,2020,30.7
36,la Font d'en Fargues,2020,32.5
36,la Font d'en Fargues,2020,33.6
36,la Font d'en Fargues,2020,30.5
37,el Carmel,2020,29.6
37,el Carmel,2020,28.9
37,el Carmel,2020,26.3
37,el Carmel,2020,29.3
37,el Carmel,2020,27.6
37,el Carmel,2020,28.4
37,el Carmel,2020,29.5
37,el Carmel,2020,29
37,el Carmel,2020,29.6
37,el Carmel,2020,28.5
37,el Carmel,2020,27
37,el Carmel,2020,32.6
37,el Carmel,2020,28.8
37,el Carmel,2020,29.7
37,el Carmel,2020,29.3
37,el Carmel,2020,30.4
37,el Carmel,2020,30.3
37,el Carmel,2020,27.9
37,el Carmel,2020,28.8
37,el Carmel,2020,28.6
37,el Carmel,2020,30.3
37,el Carmel,2020,28.3
38,la Teixonera,2020,27.5
38,la Teixonera,2020,29
38,la Teixonera,2020,29.2
38,la Teixonera,2020,31.9
38,la Teixonera,2020,28.3
38,la Teixonera,2020,33.5
38,la Teixonera,2020,30.2
38,la Teixonera,2020,33.5
39,Sant Genís dels Agudells,2020,29.6
39,Sant Genís dels Agudells,2020,29.5
39,Sant Genís dels Agudells,2020,31
39,Sant Genís dels Agudells,2020,30.2
39,Sant Genís dels Agudells,2020,29.7
40,Montbau,2020,28.1
40,Montbau,2020,29.6
40,Montbau,2020,28.8
40,Montbau,2020,30.9
41,la Vall d'Hebron,2020,28.3
41,la Vall d'Hebron,2020,25.4
41,la Vall d'Hebron,2020,27.7
41,la Vall d'Hebron,2020,28.7
42,la Clota,2020,28.7
43,Horta,2020,35.9
43,Horta,2020,30.3
43,Horta,2020,28.5
43,Horta,2020,29.9
43,Horta,2020,30.2
43,Horta,2020,30.2
43,Horta,2020,28
43,Horta,2020,32.9
43,Horta,2020,30.4
43,Horta,2020,28.8
43,Horta,2020,28
43,Horta,2020,30.5
43,Horta,2020,30.6
43,Horta,2020,28.3
43,Horta,2020,29.7
43,Horta,2020,29.5
43,Horta,2020,29
43,Horta,2020,32.8
43,Horta,2020,29.7
43,Horta,2020,29.9
43,Horta,2020,29
44,Vilapicina i la Torre Llobeta,2020,26.8
44,Vilapicina i la Torre Llobeta,2020,29.2
44,Vilapicina i la Torre Llobeta,2020,31.3
44,Vilapicina i la Torre Llobeta,2020,32.2
44,Vilapicina i la Torre Llobeta,2020,31.4
44,Vilapicina i la Torre Llobeta,2020,32.4
44,Vilapicina i la Torre Llobeta,2020,27.1
44,Vilapicina i la Torre Llobeta,2020,30.8
44,Vilapicina i la Torre Llobeta,2020,28.9
44,Vilapicina i la Torre Llobeta,2020,28.1
44,Vilapicina i la Torre Llobeta,2020,28.8
44,Vilapicina i la Torre Llobeta,2020,28.5
44,Vilapicina i la Torre Llobeta,2020,30.9
44,Vilapicina i la Torre Llobeta,2020,30.7
44,Vilapicina i la Torre Llobeta,2020,29.7
44,Vilapicina i la Torre Llobeta,2020,31.9
44,Vilapicina i la Torre Llobeta,2020,32.3
44,Vilapicina i la Torre Llobeta,2020,29.8
44,Vilapicina i la Torre Llobeta,2020,33
45,Porta,2020,33.1
45,Porta,2020,30.7
45,Porta,2020,32.4
45,Porta,2020,29.7
45,Porta,2020,30.8
45,Porta,2020,28.7
45,Porta,2020,29.8
45,Porta,2020,27.7
45,Porta,2020,28.6
45,Porta,2020,30.7
45,Porta,2020,28.9
45,Porta,2020,27.6
45,Porta,2020,28.9
45,Porta,2020,29.4
45,Porta,2020,30.6
45,Porta,2020,27.4
45,Porta,2020,29.7
45,Porta,2020,31.6
46,el Turó de la Peira,2020,32.5
46,el Turó de la Peira,2020,32.4
46,el Turó de la Peira,2020,32.4
46,el Turó de la Peira,2020,32.8
46,el Turó de la Peira,2020,28.4
46,el Turó de la Peira,2020,30.3
46,el Turó de la Peira,2020,30.5
46,el Turó de la Peira,2020,32.4
46,el Turó de la Peira,2020,28.1
46,el Turó de la Peira,2020,30.3
47,Can Peguera,2020,28.7
47,Can Peguera,2020,31.3
48,la Guineueta,2020,25.6
48,la Guineueta,2020,24.8
48,la Guineueta,2020,26.5
48,la Guineueta,2020,25.7
48,la Guineueta,2020,25.1
48,la Guineueta,2020,25.9
48,la Guineueta,2020,27.7
48,la Guineueta,2020,26.7
48,la Guineueta,2020,26.4
48,la Guineueta,2020,25.7
49,Canyelles,2020,26.4
49,Canyelles,2020,24.3
49,Canyelles,2020,24.1
49,Canyelles,2020,22.9
49,Canyelles,2020,24
50,les Roquetes,2020,31.6
50,les Roquetes,2020,32.1
50,les Roquetes,2020,29.3
50,les Roquetes,2020,29.8
50,les Roquetes,2020,30
50,les Roquetes,2020,29.6
50,les Roquetes,2020,29
50,les Roquetes,2020,28.6
