Codi_barri,Nom_barri,Any,Edat_mitjana
1,el Raval,2024,98.4
1,el Raval,2024,107.4
1,el Raval,2024,110.3
1,el Raval,2024,93.2
1,el Raval,2024,117.6
1,el Raval,2024,127.4
1,el Raval,2024,104.4
1,el Raval,2024,119.3
1,el Raval,2024,105.2
1,el Raval,2024,130.0
1,el Raval,2024,142.1
1,el Raval,2024,110.2
1,el Raval,2024,116.1
1,el Raval,2024,138.8
1,el Raval,2024,113.8
1,el Raval,2024,114.7
1,el Raval,2024,141.0
1,el Raval,2024,111.5
1,el Raval,2024,145.0
1,el Raval,2024,120.1
1,el Raval,2024,113.3
2,el Barri Gòtic,2024,111.8
2,el Barri Gòtic,2024,123.9
2,el Barri Gòtic,2024,171.5
2,el Barri Gòtic,2024,143.5
2,el Barri Gòtic,2024,139.8
2,el Barri Gòtic,2024,120.7
2,el Barri Gòtic,2024,113.9
2,el Barri Gòtic,2024,111.1
2,el Barri Gòtic,2024,135.0
3,la Barceloneta,2024,93.9
3,la Barceloneta,2024,87.5
3,la Barceloneta,2024,84.6
3,la Barceloneta,2024,97.2
3,la Barceloneta,2024,61.9
3,la Barceloneta,2024,94.9
3,la Barceloneta,2024,108.6
3,la Barceloneta,2024,93.6
3,la Barceloneta,2024,87.8
3,la Barceloneta,2024,102.3
3,la Barceloneta,2024,88.7
4,"Sant Pere, Santa Caterina i la Ribera",2024,118.8
4,"Sant Pere, Santa Caterina i la Ribera",2024,97.8
4,"Sant Pere, Santa Caterina i la Ribera",2024,132.0
4,"Sant Pere, Santa Caterina i la Ribera",2024,126.3
4,"Sant Pere, Santa Caterina i la Ribera",2024,132.5
4,"Sant Pere, Santa Caterina i la Ribera",2024,123.3
4,"Sant Pere, Santa Caterina i la Ribera",2024,102.2
4,"Sant Pere, Santa Caterina i la Ribera",2024,122.6
4,"Sant Pere, Santa Caterina i la Ribera",2024,126.5
4,"Sant Pere, Santa Caterina i la Ribera",2024,119.7
4,"Sant Pere, Santa Caterina i la Ribera",2024,123.6
4,"Sant Pere, Santa Caterina i la Ribera",2024,107.3
4,"Sant Pere, Santa Caterina i la Ribera",2024,86.4
5,el Fort Pienc,2024,58.1
5,el Fort Pienc,2024,55.8
5,el Fort Pienc,2024,73.9
5,el Fort Pienc,2024,61.8
5,el Fort Pienc,2024,58.2
5,el Fort Pienc,2024,79.3
5,el Fort Pienc,2024,65.6
5,el Fort Pienc,2024,70.7
5,el Fort Pienc,2024,73.6
5,el Fort Pienc,2024,64.7
5,el Fort Pienc,2024,54.7
5,el Fort Pienc,2024,71.4
5,el Fort Pienc,2024,81.6
5,el Fort Pienc,2024,84.9
5,el Fort Pienc,2024,72.7
5,el Fort Pienc,2024,66.7
5,el Fort Pienc,2024,68.6
5,el Fort Pienc,2024,74.2
5,el Fort Pienc,2024,62.4
5,el Fort Pienc,2024,71.3
6,la Sagrada Família,2024,64.1
6,la Sagrada Família,2024,83.9
6,la Sagrada Família,2024,49.4
6,la Sagrada Família,2024,70.8
6,la Sagrada Família,2024,70.2
6,la Sagrada Família,2024,75.6
6,la Sagrada Família,2024,67.1
6,la Sagrada Família,2024,77.5
6,la Sagrada Família,2024,63.5
6,la Sagrada Família,2024,61.7
6,la Sagrada Família,2024,74.3
6,la Sagrada Família,2024,65.4
6,la Sagrada Família,2024,77.2
6,la Sagrada Família,2024,75.7
6,la Sagrada Família,2024,67.8
6,la Sagrada Família,2024,69.7
6,la Sagrada Família,2024,60.9
6,la Sagrada Família,2024,73.4
6,la Sagrada Família,2024,72.7
6,la Sagrada Família,2024,79.4
6,la Sagrada Família,2024,77.8
6,la Sagrada Família,2024,52.9
6,la Sagrada Família,2024,63.5
6,la Sagrada Família,2024,80.7
6,la Sagrada Família,2024,65.4
6,la Sagrada Família,2024,70.2
6,la Sagrada Família,2024,63.6
6,la Sagrada Família,2024,74.3
6,la Sagrada Família,2024,72.4
6,la Sagrada Família,2024,75.0
6,la Sagrada Família,2024,94.7
6,la Sagrada Família,2024,74.2
6,la Sagrada Família,2024,75.6
6,la Sagrada Família,2024,75.1
7,la Dreta de l'Eixample,2024,82.0
7,la Dreta de l'Eixample,2024,71.9
7,la Dreta de l'Eixample,2024,80.1
7,la Dreta de l'Eixample,2024,98.1
7,la Dreta de l'Eixample,2024,85.1
7,la Dreta de l'Eixample,2024,79.1
7,la Dreta de l'Eixample,2024,80.3
7,la Dreta de l'Eixample,2024,107.0
7,la Dreta de l'Eixample,2024,88.4
7,la Dreta de l'Eixample,2024,90.4
7,la Dreta de l'Eixample,2024,104.0
7,la Dreta de l'Eixample,2024,81.6
7,la Dreta de l'Eixample,2024,91.0
7,la Dreta de l'Eixample,2024,98.5
7,la Dreta de l'Eixample,2024,95.5
7,la Dreta de l'Eixample,2024,91.7
7,la Dreta de l'Eixample,2024,92.4
7,la Dreta de l'Eixample,2024,91.9
7,la Dreta de l'Eixample,2024,99.0
7,la Dreta de l'Eixample,2024,112.4
7,la Dreta de l'Eixample,2024,104.5
7,la Dreta de l'Eixample,2024,103.5
7,la Dreta de l'Eixample,2024,95.1
7,la Dreta de l'Eixample,2024,85.3
7,la Dreta de l'Eixample,2024,93.2
7,la Dreta de l'Eixample,2024,86.1
7,la Dreta de l'Eixample,2024,93.5
7,la Dreta de l'Eixample,2024,80.7
7,la Dreta de l'Eixample,2024,95.6
8,l'Antiga Esquerra de l'Eixample,2024,98.4
8,l'Antiga Esquerra de l'Eixample,2024,91.0
8,l'Antiga Esquerra de l'Eixample,2024,95.2
8,l'Antiga Esquerra de l'Eixample,2024,86.6
8,l'Antiga Esquerra de l'Eixample,2024,89.4
8,l'Antiga Esquerra de l'Eixample,2024,104.1
8,l'Antiga Esquerra de l'Eixample,2024,110.0
8,l'Antiga Esquerra de l'Eixample,2024,97.2
8,l'Antiga Esquerra de l'Eixample,2024,92.8
8,l'Antiga Esquerra de l'Eixample,2024,84.4
8,l'Antiga Esquerra de l'Eixample,2024,89.9
8,l'Antiga Esquerra de l'Eixample,2024,101.6
8,l'Antiga Esquerra de l'Eixample,2024,94.8
8,l'Antiga Esquerra de l'Eixample,2024,86.7
8,l'Antiga Esquerra de l'Eixample,2024,97.9
8,l'Antiga Esquerra de l'Eixample,2024,89.0
8,l'Antiga Esquerra de l'Eixample,2024,54.3
8,l'Antiga Esquerra de l'Eixample,2024,75.1
8,l'Antiga Esquerra de l'Eixample,2024,81.8
8,l'Antiga Esquerra de l'Eixample,2024,102.4
8,l'Antiga Esquerra de l'Eixample,2024,56.4
8,l'Antiga Esquerra de l'Eixample,2024,83.8
8,l'Antiga Esquerra de l'Eixample,2024,82.5
8,l'Antiga Esquerra de l'Eixample,2024,65.9
8,l'Antiga Esquerra de l'Eixample,2024,64.8
8,l'Antiga Esquerra de l'Eixample,2024,68.8
9,la Nova Esquerra de l'Eixample,2024,66.1
9,la Nova Esquerra de l'Eixample,2024,65.9
9,la Nova Esquerra de l'Eixample,2024,49.4
9,la Nova Esquerra de l'Eixample,2024,41.8
9,la Nova Esquerra de l'Eixample,2024,60.8
9,la Nova Esquerra de l'Eixample,2024,85.0
9,la Nova Esquerra de l'Eixample,2024,53.9
9,la Nova Esquerra de l'Eixample,2024,59.7
9,la Nova Esquerra de l'Eixample,2024,59.3
9,la Nova Esquerra de l'Eixample,2024,62.6
9,la Nova Esquerra de l'Eixample,2024,93.3
9,la Nova Esquerra de l'Eixample,2024,54.3
9,la Nova Esquerra de l'Eixample,2024,61.5
9,la Nova Esquerra de l'Eixample,2024,74.3
9,la Nova Esquerra de l'Eixample,2024,47.9
9,la Nova Esquerra de l'Eixample,2024,54.8
9,la Nova Esquerra de l'Eixample,2024,46.7
9,la Nova Esquerra de l'Eixample,2024,59.9
9,la Nova Esquerra de l'Eixample,2024,74.8
9,la Nova Esquerra de l'Eixample,2024,68.8
9,la Nova Esquerra de l'Eixample,2024,51.0
9,la Nova Esquerra de l'Eixample,2024,77.2
9,la Nova Esquerra de l'Eixample,2024,67.1
9,la Nova Esquerra de l'Eixample,2024,39.9
9,la Nova Esquerra de l'Eixample,2024,86.4
9,la Nova Esquerra de l'Eixample,2024,84.0
9,la Nova Esquerra de l'Eixample,2024,67.6
9,la Nova Esquerra de l'Eixample,2024,70.5
9,la Nova Esquerra de l'Eixample,2024,61.9
9,la Nova Esquerra de l'Eixample,2024,87.9
9,la Nova Esquerra de l'Eixample,2024,75.9
9,la Nova Esquerra de l'Eixample,2024,73.9
9,la Nova Esquerra de l'Eixample,2024,84.3
9,la Nova Esquerra de l'Eixample,2024,94.1
9,la Nova Esquerra de l'Eixample,2024,87.8
9,la Nova Esquerra de l'Eixample,2024,77.8
9,la Nova Esquerra de l'Eixample,2024,71.1
9,la Nova Esquerra de l'Eixample,2024,74.7
9,la Nova Esquerra de l'Eixample,2024,60.3
9,la Nova Esquerra de l'Eixample,2024,72.8
10,Sant Antoni,2024,80.7
10,Sant Antoni,2024,83.9
10,Sant Antoni,2024,72.5
10,Sant Antoni,2024,67.8
10,Sant Antoni,2024,77.6
10,Sant Antoni,2024,81.7
10,Sant Antoni,2024,65.5
10,Sant Antoni,2024,68.7
10,Sant Antoni,2024,81.5
10,Sant Antoni,2024,90.8
10,Sant Antoni,2024,85.5
10,Sant Antoni,2024,88.4
10,Sant Antoni,2024,79.5
10,Sant Antoni,2024,89.1
10,Sant Antoni,2024,108.9
10,Sant Antoni,2024,99.3
10,Sant Antoni,2024,84.3
10,Sant Antoni,2024,74.8
10,Sant Antoni,2024,80.8
10,Sant Antoni,2024,121.1
10,Sant Antoni,2024,98.2
10,Sant Antoni,2024,90.4
10,Sant Antoni,2024,94.6
10,Sant Antoni,2024,96.8
11,el Poble Sec,2024,66.0
11,el Poble Sec,2024,83.9
11,el Poble Sec,2024,88.5
11,el Poble Sec,2024,83.4
11,el Poble Sec,2024,68.2
11,el Poble Sec,2024,72.9
11,el Poble Sec,2024,81.3
11,el Poble Sec,2024,104.4
11,el Poble Sec,2024,76.7
11,el Poble Sec,2024,89.9
11,el Poble Sec,2024,108.3
11,el Poble Sec,2024,102.8
11,el Poble Sec,2024,98.8
11,el Poble Sec,2024,97.5
11,el Poble Sec,2024,98.0
11,el Poble Sec,2024,81.6
11,el Poble Sec,2024,97.5
11,el Poble Sec,2024,79.5
11,el Poble Sec,2024,71.7
11,el Poble Sec,2024,55.6
11,el Poble Sec,2024,58.0
11,el Poble Sec,2024,68.4
11,el Poble Sec,2024,83.3
11,el Poble Sec,2024,82.5
12,la Marina del Prat Vermell,2024,41.6
13,la Marina de Port,2024,43.6
13,la Marina de Port,2024,43.7
13,la Marina de Port,2024,24.2
13,la Marina de Port,2024,25.5
13,la Marina de Port,2024,41.1
13,la Marina de Port,2024,49.7
13,la Marina de Port,2024,56.6
13,la Marina de Port,2024,82.1
13,la Marina de Port,2024,45.2
13,la Marina de Port,2024,49.9
13,la Marina de Port,2024,47.2
13,la Marina de Port,2024,44.7
13,la Marina de Port,2024,46.9
13,la Marina de Port,2024,44.1
13,la Marina de Port,2024,45.9
13,la Marina de Port,2024,55.5
13,la Marina de Port,2024,61.2
14,la Font de la Guatlla,2024,37.6
14,la Font de la Guatlla,2024,58.4
14,la Font de la Guatlla,2024,66.5
14,la Font de la Guatlla,2024,65.7
14,la Font de la Guatlla,2024,59.0
14,la Font de la Guatlla,2024,67.3
14,la Font de la Guatlla,2024,55.4
15,Hostafrancs,2024,82.4
15,Hostafrancs,2024,90.5
15,Hostafrancs,2024,91.1
15,Hostafrancs,2024,77.9
15,Hostafrancs,2024,87.5
15,Hostafrancs,2024,81.2
15,Hostafrancs,2024,83.4
15,Hostafrancs,2024,70.8
15,Hostafrancs,2024,56.4
15,Hostafrancs,2024,52.8
16,la Bordeta,2024,63.7
16,la Bordeta,2024,59.1
16,la Bordeta,2024,65.9
16,la Bordeta,2024,55.1
16,la Bordeta,2024,74.9
16,la Bordeta,2024,88.5
16,la Bordeta,2024,73.8
16,la Bordeta,2024,34.0
16,la Bordeta,2024,42.8
16,la Bordeta,2024,53.7
16,la Bordeta,2024,50.9
16,la Bordeta,2024,55.3
16,la Bordeta,2024,46.9
17,Sants-Badal,2024,67.8
17,Sants-Badal,2024,65.0
17,Sants-Badal,2024,79.2
17,Sants-Badal,2024,69.9
17,Sants-Badal,2024,77.4
17,Sants-Badal,2024,54.4
17,Sants-Badal,2024,52.7
17,Sants-Badal,2024,53.7
17,Sants-Badal,2024,59.3
17,Sants-Badal,2024,70.8
17,Sants-Badal,2024,55.5
17,Sants-Badal,2024,65.2
17,Sants-Badal,2024,66.9
17,Sants-Badal,2024,86.9
17,Sants-Badal,2024,60.1
17,Sants-Badal,2024,69.4
18,Sants,2024,49.8
18,Sants,2024,60.5
18,Sants,2024,73.5
18,Sants,2024,63.9
18,Sants,2024,54.1
18,Sants,2024,92.3
18,Sants,2024,61.3
18,Sants,2024,64.6
18,Sants,2024,74.1
18,Sants,2024,65.1
18,Sants,2024,85.4
18,Sants,2024,81.1
18,Sants,2024,78.9
18,Sants,2024,99.0
18,Sants,2024,82.7
18,Sants,2024,82.1
18,Sants,2024,73.7
18,Sants,2024,72.0
18,Sants,2024,99.5
18,Sants,2024,88.8
18,Sants,2024,102.3
18,Sants,2024,76.5
18,Sants,2024,84.8
18,Sants,2024,87.1
18,Sants,2024,70.4
18,Sants,2024,80.9
18,Sants,2024,59.9
18,Sants,2024,49.2
18,Sants,2024,50.2
19,les Corts,2024,64.8
19,les Corts,2024,45.2
19,les Corts,2024,47.0
19,les Corts,2024,56.2
19,les Corts,2024,63.9
19,les Corts,2024,52.7
19,les Corts,2024,57.5
19,les Corts,2024,70.9
19,les Corts,2024,64.2
19,les Corts,2024,39.6
19,les Corts,2024,47.4
19,les Corts,2024,51.4
19,les Corts,2024,50.7
19,les Corts,2024,77.5
19,les Corts,2024,53.5
19,les Corts,2024,53.9
19,les Corts,2024,69.5
19,les Corts,2024,60.9
19,les Corts,2024,62.7
19,les Corts,2024,55.0
19,les Corts,2024,67.2
19,les Corts,2024,55.4
19,les Corts,2024,44.0
19,les Corts,2024,44.0
19,les Corts,2024,60.4
19,les Corts,2024,69.8
19,les Corts,2024,76.7
19,les Corts,2024,64.4
19,les Corts,2024,54.5
19,les Corts,2024,49.4
19,les Corts,2024,54.0
19,les Corts,2024,58.5
19,les Corts,2024,61.8
19,les Corts,2024,50.5
19,les Corts,2024,48.6
20,la Maternitat i Sant Ramon,2024,64.6
20,la Maternitat i Sant Ramon,2024,54.8
20,la Maternitat i Sant Ramon,2024,46.1
20,la Maternitat i Sant Ramon,2024,59.2
20,la Maternitat i Sant Ramon,2024,64.8
20,la Maternitat i Sant Ramon,2024,66.4
20,la Maternitat i Sant Ramon,2024,50.8
20,la Maternitat i Sant Ramon,2024,48.9
20,la Maternitat i Sant Ramon,2024,81.9
20,la Maternitat i Sant Ramon,2024,65.4
20,la Maternitat i Sant Ramon,2024,49.2
20,la Maternitat i Sant Ramon,2024,52.3
20,la Maternitat i Sant Ramon,2024,47.2
20,la Maternitat i Sant Ramon,2024,53.6
20,la Maternitat i Sant Ramon,2024,56.1
21,Pedralbes,2024,57.6
21,Pedralbes,2024,61.9
21,Pedralbes,2024,48.5
21,Pedralbes,2024,49.4
21,Pedralbes,2024,53.8
21,Pedralbes,2024,46.7
21,Pedralbes,2024,56.1
22,"Vallvidrera, el Tibidabo i les Planes",2024,51.3
22,"Vallvidrera, el Tibidabo i les Planes",2024,60.4
22,"Vallvidrera, el Tibidabo i les Planes",2024,58.7
23,Sarrià,2024,53.2
23,Sarrià,2024,58.7
23,Sarrià,2024,64.9
23,Sarrià,2024,82.4
23,Sarrià,2024,79.3
23,Sarrià,2024,74.2
23,Sarrià,2024,76.9
23,Sarrià,2024,78.5
23,Sarrià,2024,69.9
23,Sarrià,2024,88.1
23,Sarrià,2024,49.5
23,Sarrià,2024,52.3
23,Sarrià,2024,66.2
23,Sarrià,2024,63.7
23,Sarrià,2024,51.0
23,Sarrià,2024,50.0
24,les Tres Torres,2024,52.6
24,les Tres Torres,2024,33.7
24,les Tres Torres,2024,60.2
24,les Tres Torres,2024,61.9
24,les Tres Torres,2024,65.2
24,les Tres Torres,2024,65.5
24,les Tres Torres,2024,62.2
24,les Tres Torres,2024,56.2
24,les Tres Torres,2024,56.1
24,les Tres Torres,2024,53.7
24,les Tres Torres,2024,52.2
25,Sant Gervasi- la Bonanova,2024,66.5
25,Sant Gervasi- la Bonanova,2024,58.3
25,Sant Gervasi- la Bonanova,2024,69.2
25,Sant Gervasi- la Bonanova,2024,76.9
25,Sant Gervasi- la Bonanova,2024,67.0
25,Sant Gervasi- la Bonanova,2024,68.4
25,Sant Gervasi- la Bonanova,2024,65.9
25,Sant Gervasi- la Bonanova,2024,64.0
25,Sant Gervasi- la Bonanova,2024,55.8
25,Sant Gervasi- la Bonanova,2024,66.7
25,Sant Gervasi- la Bonanova,2024,58.2
25,Sant Gervasi- la Bonanova,2024,56.6
25,Sant Gervasi- la Bonanova,2024,59.5
25,Sant Gervasi- la Bonanova,2024,69.7
25,Sant Gervasi- la Bonanova,2024,69.2
25,Sant Gervasi- la Bonanova,2024,53.1
25,Sant Gervasi- la Bonanova,2024,61.8
25,Sant Gervasi- la Bonanova,2024,59.0
26,Sant Gervasi- Galvany,2024,61.5
26,Sant Gervasi- Galvany,2024,59.7
26,Sant Gervasi- Galvany,2024,64.3
26,Sant Gervasi- Galvany,2024,84.4
26,Sant Gervasi- Galvany,2024,52.2
26,Sant Gervasi- Galvany,2024,61.4
26,Sant Gervasi- Galvany,2024,57.9
26,Sant Gervasi- Galvany,2024,58.0
26,Sant Gervasi- Galvany,2024,53.8
26,Sant Gervasi- Galvany,2024,62.3
26,Sant Gervasi- Galvany,2024,72.5
26,Sant Gervasi- Galvany,2024,67.1
26,Sant Gervasi- Galvany,2024,76.5
26,Sant Gervasi- Galvany,2024,61.7
26,Sant Gervasi- Galvany,2024,69.9
26,Sant Gervasi- Galvany,2024,70.0
26,Sant Gervasi- Galvany,2024,76.4
26,Sant Gervasi- Galvany,2024,68.0
26,Sant Gervasi- Galvany,2024,80.4
26,Sant Gervasi- Galvany,2024,71.7
26,Sant Gervasi- Galvany,2024,93.1
26,Sant Gervasi- Galvany,2024,65.5
26,Sant Gervasi- Galvany,2024,70.2
26,Sant Gervasi- Galvany,2024,67.4
26,Sant Gervasi- Galvany,2024,64.2
26,Sant Gervasi- Galvany,2024,60.4
26,Sant Gervasi- Galvany,2024,70.1
26,Sant Gervasi- Galvany,2024,59.9
26,Sant Gervasi- Galvany,2024,64.6
26,Sant Gervasi- Galvany,2024,65.7
26,Sant Gervasi- Galvany,2024,60.2
27,el Putxet i el Farró,2024,72.7
27,el Putxet i el Farró,2024,66.2
27,el Putxet i el Farró,2024,69.0
27,el Putxet i el Farró,2024,65.3
27,el Putxet i el Farró,2024,63.2
27,el Putxet i el Farró,2024,74.4
27,el Putxet i el Farró,2024,60.6
27,el Putxet i el Farró,2024,60.4
27,el Putxet i el Farró,2024,64.4
27,el Putxet i el Farró,2024,67.9
27,el Putxet i el Farró,2024,67.1
27,el Putxet i el Farró,2024,64.5
27,el Putxet i el Farró,2024,61.2
27,el Putxet i el Farró,2024,56.0
27,el Putxet i el Farró,2024,60.6
27,el Putxet i el Farró,2024,58.6
27,el Putxet i el Farró,2024,64.0
27,el Putxet i el Farró,2024,60.5
27,el Putxet i el Farró,2024,52.7
28,Vallcarca i els Penitents,2024,74.1
28,Vallcarca i els Penitents,2024,60.5
28,Vallcarca i els Penitents,2024,59.2
28,Vallcarca i els Penitents,2024,71.8
28,Vallcarca i els Penitents,2024,67.3
28,Vallcarca i els Penitents,2024,42.0
28,Vallcarca i els Penitents,2024,59.8
28,Vallcarca i els Penitents,2024,58.4
28,Vallcarca i els Penitents,2024,55.4
28,Vallcarca i els Penitents,2024,54.8
28,Vallcarca i els Penitents,2024,59.7
29,el Coll,2024,59.4
29,el Coll,2024,55.2
29,el Coll,2024,62.6
29,el Coll,2024,54.3
29,el Coll,2024,64.5
30,la Salut,2024,60.1
30,la Salut,2024,57.3
30,la Salut,2024,64.2
30,la Salut,2024,57.2
30,la Salut,2024,76.2
30,la Salut,2024,43.6
30,la Salut,2024,66.7
30,la Salut,2024,53.0
30,la Salut,2024,59.8
30,la Salut,2024,56.4
31,la Vila de Gràcia,2024,70.0
31,la Vila de Gràcia,2024,72.0
31,la Vila de Gràcia,2024,83.9
31,la Vila de Gràcia,2024,77.8
31,la Vila de Gràcia,2024,66.4
31,la Vila de Gràcia,2024,69.4
31,la Vila de Gràcia,2024,80.5
31,la Vila de Gràcia,2024,77.8
31,la Vila de Gràcia,2024,77.1
31,la Vila de Gràcia,2024,76.4
31,la Vila de Gràcia,2024,88.6
31,la Vila de Gràcia,2024,90.8
31,la Vila de Gràcia,2024,80.9
31,la Vila de Gràcia,2024,82.6
31,la Vila de Gràcia,2024,87.7
31,la Vila de Gràcia,2024,95.3
31,la Vila de Gràcia,2024,79.7
31,la Vila de Gràcia,2024,106.5
31,la Vila de Gràcia,2024,109.7
31,la Vila de Gràcia,2024,107.1
31,la Vila de Gràcia,2024,106.1
31,la Vila de Gràcia,2024,126.1
31,la Vila de Gràcia,2024,97.7
31,la Vila de Gràcia,2024,90.2
31,la Vila de Gràcia,2024,91.7
31,la Vila de Gràcia,2024,88.0
31,la Vila de Gràcia,2024,97.4
31,la Vila de Gràcia,2024,86.3
31,la Vila de Gràcia,2024,111.9
31,la Vila de Gràcia,2024,95.9
31,la Vila de Gràcia,2024,85.2
31,la Vila de Gràcia,2024,93.5
31,la Vila de Gràcia,2024,89.2
31,la Vila de Gràcia,2024,84.7
31,la Vila de Gràcia,2024,79.9
31,la Vila de Gràcia,2024,96.6
32,el Camp d'en Grassot i Gràcia Nova,2024,82.4
32,el Camp d'en Grassot i Gràcia Nova,2024,59.9
32,el Camp d'en Grassot i Gràcia Nova,2024,63.0
32,el Camp d'en Grassot i Gràcia Nova,2024,70.1
32,el Camp d'en Grassot i Gràcia Nova,2024,74.7
32,el Camp d'en Grassot i Gràcia Nova,2024,81.3
32,el Camp d'en Grassot i Gràcia Nova,2024,74.8
32,el Camp d'en Grassot i Gràcia Nova,2024,51.0
32,el Camp d'en Grassot i Gràcia Nova,2024,76.4
32,el Camp d'en Grassot i Gràcia Nova,2024,58.9
32,el Camp d'en Grassot i Gràcia Nova,2024,71.8
32,el Camp d'en Grassot i Gràcia Nova,2024,54.7
32,el Camp d'en Grassot i Gràcia Nova,2024,60.9
32,el Camp d'en Grassot i Gràcia Nova,2024,65.5
32,el Camp d'en Grassot i Gràcia Nova,2024,63.7
32,el Camp d'en Grassot i Gràcia Nova,2024,62.2
32,el Camp d'en Grassot i Gràcia Nova,2024,56.2
32,el Camp d'en Grassot i Gràcia Nova,2024,63.4
32,el Camp d'en Grassot i Gràcia Nova,2024,55.9
32,el Camp d'en Grassot i Gràcia Nova,2024,59.9
32,el Camp d'en Grassot i Gràcia Nova,2024,63.2
32,el Camp d'en Grassot i Gràcia Nova,2024,61.2
32,el Camp d'en Grassot i Gràcia Nova,2024,54.8
32,el Camp d'en Grassot i Gràcia Nova,2024,48.7
32,el Camp d'en Grassot i Gràcia Nova,2024,49.0
33,el Baix Guinardó,2024,69.9
33,el Baix Guinardó,2024,60.0
33,el Baix Guinardó,2024,63.2
33,el Baix Guinardó,2024,59.4
33,el Baix Guinardó,2024,53.4
33,el Baix Guinardó,2024,67.2
33,el Baix Guinardó,2024,65.9
33,el Baix Guinardó,2024,52.1
33,el Baix Guinardó,2024,59.8
33,el Baix Guinardó,2024,73.3
33,el Baix Guinardó,2024,63.9
33,el Baix Guinardó,2024,60.8
33,el Baix Guinardó,2024,60.4
33,el Baix Guinardó,2024,61.1
33,el Baix Guinardó,2024,54.3
33,el Baix Guinardó,2024,57.3
33,el Baix Guinardó,2024,65.3
33,el Baix Guinardó,2024,66.5
33,el Baix Guinardó,2024,76.6
34,Can Baró,2024,62.3
34,Can Baró,2024,61.5
34,Can Baró,2024,57.5
34,Can Baró,2024,65.7
34,Can Baró,2024,64.2
34,Can Baró,2024,64.0
34,Can Baró,2024,67.9
35,el Guinardó,2024,57.8
35,el Guinardó,2024,61.5
35,el Guinardó,2024,62.7
35,el Guinardó,2024,65.2
35,el Guinardó,2024,62.6
35,el Guinardó,2024,57.2
35,el Guinardó,2024,53.8
35,el Guinardó,2024,53.6
35,el Guinardó,2024,58.2
35,el Guinardó,2024,59.6
35,el Guinardó,2024,58.3
35,el Guinardó,2024,59.6
35,el Guinardó,2024,63.1
35,el Guinardó,2024,62.0
35,el Guinardó,2024,67.5
35,el Guinardó,2024,55.1
35,el Guinardó,2024,59.6
35,el Guinardó,2024,58.3
35,el Guinardó,2024,58.0
35,el Guinardó,2024,56.4
35,el Guinardó,2024,60.0
35,el Guinardó,2024,69.7
35,el Guinardó,2024,69.0
35,el Guinardó,2024,71.7
35,el Guinardó,2024,57.9
36,la Font d'en Fargues,2024,58.8
36,la Font d'en Fargues,2024,49.1
36,la Font d'en Fargues,2024,62.7
36,la Font d'en Fargues,2024,61.2
36,la Font d'en Fargues,2024,69.0
36,la Font d'en Fargues,2024,69.4
36,la Font d'en Fargues,2024,65.1
37,el Carmel,2024,62.0
37,el Carmel,2024,66.8
37,el Carmel,2024,74.7
37,el Carmel,2024,46.8
37,el Carmel,2024,58.9
37,el Carmel,2024,51.2
37,el Carmel,2024,66.7
37,el Carmel,2024,57.9
37,el Carmel,2024,58.0
37,el Carmel,2024,57.1
37,el Carmel,2024,54.6
37,el Carmel,2024,63.4
37,el Carmel,2024,69.8
37,el Carmel,2024,56.1
37,el Carmel,2024,60.3
37,el Carmel,2024,60.1
37,el Carmel,2024,61.3
37,el Carmel,2024,60.7
37,el Carmel,2024,52.2
37,el Carmel,2024,54.5
37,el Carmel,2024,58.2
37,el Carmel,2024,55.2
38,la Teixonera,2024,49.8
38,la Teixonera,2024,54.1
38,la Teixonera,2024,56.3
38,la Teixonera,2024,55.3
38,la Teixonera,2024,51.9
38,la Teixonera,2024,53.5
38,la Teixonera,2024,54.6
38,la Teixonera,2024,54.4
39,Sant Genís dels Agudells,2024,49.2
39,Sant Genís dels Agudells,2024,56.5
39,Sant Genís dels Agudells,2024,53.9
39,Sant Genís dels Agudells,2024,65.5
39,Sant Genís dels Agudells,2024,54.5
40,Montbau,2024,56.4
40,Montbau,2024,56.8
40,Montbau,2024,54.2
40,Montbau,2024,63.9
41,la Vall d'Hebron,2024,29.8
41,la Vall d'Hebron,2024,42.7
41,la Vall d'Hebron,2024,57.3
41,la Vall d'Hebron,2024,62.6
42,la Clota,2024,81.5
43,Horta,2024,66.3
43,Horta,2024,65.1
43,Horta,2024,63.6
43,Horta,2024,72.5
43,Horta,2024,47.4
43,Horta,2024,61.1
43,Horta,2024,55.9
43,Horta,2024,69.2
43,Horta,2024,76.7
43,Horta,2024,68.5
43,Horta,2024,77.2
43,Horta,2024,73.5
43,Horta,2024,76.3
43,Horta,2024,58.2
43,Horta,2024,83.8
43,Horta,2024,67.1
43,Horta,2024,55.9
43,Horta,2024,75.3
43,Horta,2024,57.0
43,Horta,2024,66.2
43,Horta,2024,73.3
44,Vilapicina i la Torre Llobeta,2024,60.9
44,Vilapicina i la Torre Llobeta,2024,48.4
44,Vilapicina i la Torre Llobeta,2024,55.5
44,Vilapicina i la Torre Llobeta,2024,57.0
44,Vilapicina i la Torre Llobeta,2024,72.7
44,Vilapicina i la Torre Llobeta,2024,60.3
44,Vilapicina i la Torre Llobeta,2024,58.2
44,Vilapicina i la Torre Llobeta,2024,51.7
44,Vilapicina i la Torre Llobeta,2024,70.5
44,Vilapicina i la Torre Llobeta,2024,56.5
44,Vilapicina i la Torre Llobeta,2024,46.1
