Codi_Barri,Nom_Barri,Any,TipusEquipament,Indicador,Valor
7.0,la Dreta de l'Eixample,2020,Centres d'exposicions,Num_Exposicions_Temporals,3
7.0,la Dreta de l'Eixample,2020,Centres d'exposicions,Visitants,271629
11.0,el Poble Sec,2020,Espais d'interès arquitectònic,Fons_Colleccio,5308
11.0,el Poble Sec,2020,Espais d'interès arquitectònic,Num_Exposicions_Temporals,7
11.0,el Poble Sec,2020,Espais d'interès arquitectònic,Visitants,24608
11.0,el Poble Sec,2020,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,9948
35.0,el Guinardó,2020,Espais d'interès arquitectònic,Visitants,72440
21.0,Pedralbes,2020,Museus i col·leccions,Fons_Colleccio,4616
21.0,Pedralbes,2020,Museus i col·leccions,Visitants,32155
1.0,el Raval,2020,Centres d'exposicions,Num_Exposicions_Temporals,10
1.0,el Raval,2020,Centres d'exposicions,Visitants,35351
1.0,el Raval,2020,Centres d'exposicions,Visites_Exposicions_Temporals,30646
4.0,"Sant Pere, Santa Caterina i la Ribera",2020,Museus i col·leccions,Visitants,302847
1.0,el Raval,2019,Centres d'exposicions,Visitants,58261
1.0,el Raval,2019,Centres d'exposicions,Usuaris,55534
1.0,el Raval,2019,Centres d'exposicions,Visites_Exposicions_Temporals,37275
1.0,el Raval,2019,Centres d'exposicions,Num_Exposicions_Temporals,19
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Arxius,Visitants,16469
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Arxius,Usuaris,17852
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Arxius,Visites_Exposicions_Temporals,16337
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Arxius,Num_Exposicions_Temporals,3
6.0,la Sagrada Família,2019,Espais d'interès arquitectònic,Visitants,4717796
6.0,la Sagrada Família,2019,Espais d'interès arquitectònic,Usuaris,4717796
14.0,la Font de la Guatlla,2019,Centres d'exposicions,Visitants,674594
14.0,la Font de la Guatlla,2019,Centres d'exposicions,Usuaris,1332625
14.0,la Font de la Guatlla,2019,Centres d'exposicions,Visites_Exposicions_Temporals,1050068
14.0,la Font de la Guatlla,2019,Centres d'exposicions,Num_Exposicions_Temporals,14
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Visitants,11334
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Usuaris,38898
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Visites_Exposicions_Temporals,14853
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Num_Exposicions_Temporals,7
7.0,la Dreta de Eixample,2019,Espais d'interès arquitectònic,Visitants,1065222
7.0,la Dreta de Eixample,2019,Espais d'interès arquitectònic,Usuaris,1065222
30.0,la Salut,2019,Espais d'interès arquitectònic,Visitants,412498
30.0,la Salut,2019,Espais d'interès arquitectònic,Usuaris,412498
31.0,la Vila de Gràcia,2019,Espais d'interès arquitectònic,Visitants,163096
31.0,la Vila de Gràcia,2019,Espais d'interès arquitectònic,Usuaris,335269
31.0,la Vila de Gràcia,2019,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,171653
31.0,la Vila de Gràcia,2019,Espais d'interès arquitectònic,Num_Exposicions_Temporals,4
2.0,el Barri Gòtic,2019,Museus i col·leccions,Usuaris,1609373
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,881215
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,1185354
11.0,el Poble-sec,2019,Museus i col·leccions,Visites_Exposicions_Temporals,285817
11.0,el Poble-sec,2019,Museus i col·leccions,Num_Exposicions_Temporals,3
1.0,el Raval,2019,Centres d'exposicions,Visitants,517716
1.0,el Raval,2019,Centres d'exposicions,Usuaris,517716
1.0,el Raval,2019,Centres d'exposicions,Visites_Exposicions_Temporals,291616
1.0,el Raval,2019,Centres d'exposicions,Num_Exposicions_Temporals,5
25.0,Sant Gervasi - la Bonanova,2019,Museus i col·leccions,Visitants,1002965
25.0,Sant Gervasi - la Bonanova,2019,Museus i col·leccions,Usuaris,1861976
25.0,Sant Gervasi - la Bonanova,2019,Museus i col·leccions,Visites_Exposicions_Temporals,949828
25.0,Sant Gervasi - la Bonanova,2019,Museus i col·leccions,Num_Exposicions_Temporals,4
25.0,Sant Gervasi - la Bonanova,2019,Museus i col·leccions,Fons_Colleccio,8226
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visitants,1161755
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Usuaris,1240568
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visites_Exposicions_Temporals,14505
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Num_Exposicions_Temporals,2
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,13074
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,27135
11.0,el Poble-sec,2019,Museus i col·leccions,Visites_Exposicions_Temporals,13167
11.0,el Poble-sec,2019,Museus i col·leccions,Num_Exposicions_Temporals,2
2.0,el Barri Gòtic,2019,Espais d'interès arquitectònic,Visitants,422245
2.0,el Barri Gòtic,2019,Espais d'interès arquitectònic,Usuaris,411726
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Visitants,10158
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Usuaris,12902
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Visites_Exposicions_Temporals,10158
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Num_Exposicions_Temporals,3
60.0,Sant Andreu,2019,Centres d'exposicions,Visitants,14638
60.0,Sant Andreu,2019,Centres d'exposicions,Usuaris,15700
60.0,Sant Andreu,2019,Centres d'exposicions,Visites_Exposicions_Temporals,13619
60.0,Sant Andreu,2019,Centres d'exposicions,Num_Exposicions_Temporals,11
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Visitants,44290
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Usuaris,100808
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Visites_Exposicions_Temporals,91623
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Num_Exposicions_Temporals,7
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visitants,34507
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Usuaris,37057
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visites_Exposicions_Temporals,34507
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Num_Exposicions_Temporals,4
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Fons_Colleccio,27789
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,220977
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,225091
11.0,el Poble-sec,2019,Museus i col·leccions,Fons_Colleccio,470
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,364514
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,964195
11.0,el Poble-sec,2019,Museus i col·leccions,Visites_Exposicions_Temporals,580927
11.0,el Poble-sec,2019,Museus i col·leccions,Num_Exposicions_Temporals,19
11.0,el Poble-sec,2019,Museus i col·leccions,Fons_Colleccio,20323
20.0,la Maternitat i Sant Ramon,2019,Museus i col·leccions,Visitants,1356
20.0,la Maternitat i Sant Ramon,2019,Museus i col·leccions,Usuaris,2845
20.0,la Maternitat i Sant Ramon,2019,Museus i col·leccions,Visites_Exposicions_Temporals,1075
20.0,la Maternitat i Sant Ramon,2019,Museus i col·leccions,Num_Exposicions_Temporals,2
20.0,la Maternitat i Sant Ramon,2019,Museus i col·leccions,Fons_Colleccio,1343
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Visitants,76587
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Usuaris,78010
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Visites_Exposicions_Temporals,76587
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Num_Exposicions_Temporals,3
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visitants,13136
2.0,el Barri Gòtic,2019,Museus i col·leccions,Usuaris,33723
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visites_Exposicions_Temporals,20000
2.0,el Barri Gòtic,2019,Museus i col·leccions,Num_Exposicions_Temporals,1
2.0,el Barri Gòtic,2019,Museus i col·leccions,Fons_Colleccio,7000
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visitants,1609373
1.0,el Raval,2019,Centres d'exposicions,Visitants,39105
1.0,el Raval,2019,Centres d'exposicions,Usuaris,41949
1.0,el Raval,2019,Centres d'exposicions,Visites_Exposicions_Temporals,38438
1.0,el Raval,2019,Centres d'exposicions,Num_Exposicions_Temporals,4
7.0,la Dreta de Eixample,2019,Espais d'interès arquitectònic,Visitants,1080519
7.0,la Dreta de Eixample,2019,Espais d'interès arquitectònic,Usuaris,1317529
7.0,la Dreta de Eixample,2019,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,222697
7.0,la Dreta de Eixample,2019,Espais d'interès arquitectònic,Num_Exposicions_Temporals,3
1.0,el Raval,2019,Centres d'exposicions,Visitants,114804
1.0,el Raval,2019,Centres d'exposicions,Usuaris,114804
1.0,el Raval,2019,Centres d'exposicions,Visites_Exposicions_Temporals,108405
1.0,el Raval,2019,Centres d'exposicions,Num_Exposicions_Temporals,13
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,37205
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,106685
11.0,el Poble-sec,2019,Museus i col·leccions,Visites_Exposicions_Temporals,43908
11.0,el Poble-sec,2019,Museus i col·leccions,Num_Exposicions_Temporals,2
1.0,el Raval,2019,Museus i col·leccions,Visitants,357029
1.0,el Raval,2019,Museus i col·leccions,Usuaris,782201
1.0,el Raval,2019,Museus i col·leccions,Visites_Exposicions_Temporals,457186
1.0,el Raval,2019,Museus i col·leccions,Num_Exposicions_Temporals,10
1.0,el Raval,2019,Museus i col·leccions,Fons_Colleccio,5273
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visitants,915716
2.0,el Barri Gòtic,2019,Museus i col·leccions,Usuaris,988254
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visites_Exposicions_Temporals,101536
2.0,el Barri Gòtic,2019,Museus i col·leccions,Num_Exposicions_Temporals,5
2.0,el Barri Gòtic,2019,Museus i col·leccions,Fons_Colleccio,79967
3.0,la Barceloneta,2019,Museus i col·leccions,Visitants,147565
3.0,la Barceloneta,2019,Museus i col·leccions,Usuaris,216516
3.0,la Barceloneta,2019,Museus i col·leccions,Visites_Exposicions_Temporals,56558
3.0,la Barceloneta,2019,Museus i col·leccions,Num_Exposicions_Temporals,6
3.0,la Barceloneta,2019,Museus i col·leccions,Fons_Colleccio,11218
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visitants,44906
2.0,el Barri Gòtic,2019,Museus i col·leccions,Usuaris,44906
70.0,el Besòs i el Maresme,2019,Museus i col·leccions,Visitants,246687
70.0,el Besòs i el Maresme,2019,Museus i col·leccions,Usuaris,407398
70.0,el Besòs i el Maresme,2019,Museus i col·leccions,Visites_Exposicions_Temporals,66969
70.0,el Besòs i el Maresme,2019,Museus i col·leccions,Num_Exposicions_Temporals,7
70.0,el Besòs i el Maresme,2019,Museus i col·leccions,Fons_Colleccio,3118187
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visitants,60443
2.0,el Barri Gòtic,2019,Museus i col·leccions,Usuaris,60443
5.0,el Fort Pienc,2019,Museus i col·leccions,Visitants,42403
5.0,el Fort Pienc,2019,Museus i col·leccions,Usuaris,134126
5.0,el Fort Pienc,2019,Museus i col·leccions,Visites_Exposicions_Temporals,61745
5.0,el Fort Pienc,2019,Museus i col·leccions,Num_Exposicions_Temporals,7
5.0,el Fort Pienc,2019,Museus i col·leccions,Fons_Colleccio,2694
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visitants,124745
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Usuaris,158673
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Visitants,146139
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Usuaris,262509
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Visites_Exposicions_Temporals,116124
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Num_Exposicions_Temporals,6
66.0,el Parc i la Llacuna del Poblenou,2019,Museus i col·leccions,Fons_Colleccio,124010
20.0,la Maternitat i Sant Ramon,2019,Museus i col·leccions,Visitants,1661156
20.0,la Maternitat i Sant Ramon,2019,Museus i col·leccions,Usuaris,1661156
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Visitants,30219
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Usuaris,39970
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Visites_Exposicions_Temporals,9751
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Num_Exposicions_Temporals,1
22.0,"Vallvidrera, el Tibidabo i les Planes",2019,Museus i col·leccions,Visitants,116944
22.0,"Vallvidrera, el Tibidabo i les Planes",2019,Museus i col·leccions,Usuaris,116944
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Visitants,269230
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Usuaris,269320
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Num_Exposicions_Temporals,3
7.0,la Dreta de Eixample,2019,Museus i col·leccions,Fons_Colleccio,1200
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,53789
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,109769
11.0,el Poble-sec,2019,Museus i col·leccions,Visites_Exposicions_Temporals,37275
11.0,el Poble-sec,2019,Museus i col·leccions,Num_Exposicions_Temporals,6
11.0,el Poble-sec,2019,Museus i col·leccions,Fons_Colleccio,74000
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visitants,50723
2.0,el Barri Gòtic,2019,Museus i col·leccions,Usuaris,74439
2.0,el Barri Gòtic,2019,Museus i col·leccions,Visites_Exposicions_Temporals,21956
2.0,el Barri Gòtic,2019,Museus i col·leccions,Num_Exposicions_Temporals,1
2.0,el Barri Gòtic,2019,Museus i col·leccions,Fons_Colleccio,55000
1.0,el Raval,2019,Museus i col·leccions,Visitants,265459
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Visitants,909898
1.0,el Raval,2019,Museus i col·leccions,Usuaris,298873
1.0,el Raval,2019,Museus i col·leccions,Visites_Exposicions_Temporals,28200
1.0,el Raval,2019,Museus i col·leccions,Num_Exposicions_Temporals,14
1.0,el Raval,2019,Museus i col·leccions,Fons_Colleccio,376320
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,837694
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,1099966
11.0,el Poble-sec,2019,Museus i col·leccions,Visites_Exposicions_Temporals,209147
11.0,el Poble-sec,2019,Museus i col·leccions,Num_Exposicions_Temporals,6
11.0,el Poble-sec,2019,Museus i col·leccions,Fons_Colleccio,351012
11.0,el Poble-sec,2019,Museus i col·leccions,Visitants,46590
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Usuaris,909898
11.0,el Poble-sec,2019,Museus i col·leccions,Usuaris,111307
11.0,el Poble-sec,2019,Museus i col·leccions,Visites_Exposicions_Temporals,46590
11.0,el Poble-sec,2019,Museus i col·leccions,Num_Exposicions_Temporals,5
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visitants,1072887
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Usuaris,1783921
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visites_Exposicions_Temporals,703658
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Num_Exposicions_Temporals,6
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Fons_Colleccio,4957
1.0,el Raval,2019,Espais d'interès arquitectònic,Visitants,204744
1.0,el Raval,2019,Espais d'interès arquitectònic,Usuaris,214646
1.0,el Raval,2019,Espais d'interès arquitectònic,Num_Exposicions_Temporals,2
1.0,el Raval,2019,Espais d'interès arquitectònic,Fons_Colleccio,330
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Visites_Exposicions_Temporals,909898
7.0,la Dreta de Eixample,2019,Centres d'exposicions,Num_Exposicions_Temporals,17
30.0,la Salut,2019,Espais d'interès arquitectònic,Visitants,3154349
30.0,la Salut,2019,Espais d'interès arquitectònic,Usuaris,3154349
11.0,el Poble-sec,2019,Espais d'interès arquitectònic,Visitants,93890
11.0,el Poble-sec,2019,Espais d'interès arquitectònic,Usuaris,115710
11.0,el Poble-sec,2019,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,15297
11.0,el Poble-sec,2019,Espais d'interès arquitectònic,Num_Exposicions_Temporals,6
11.0,el Poble-sec,2019,Espais d'interès arquitectònic,Fons_Colleccio,5291
35.0,el Guinardó,2019,Espais d'interès arquitectònic,Visitants,332158
35.0,el Guinardó,2019,Espais d'interès arquitectònic,Usuaris,332158
21.0,Pedralbes,2019,Museus i col·leccions,Visitants,83552
21.0,Pedralbes,2019,Museus i col·leccions,Usuaris,114174
21.0,Pedralbes,2019,Museus i col·leccions,Visites_Exposicions_Temporals,18887
21.0,Pedralbes,2019,Museus i col·leccions,Num_Exposicions_Temporals,1
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Visitants,722029
4.0,"Sant Pere, Santa Caterina i la Ribera",2019,Museus i col·leccions,Usuaris,748000
1.0,el Raval,2018,Centres d'exposicions,Visitants,49314
1.0,el Raval,2018,Centres d'exposicions,Usuaris,50720
1.0,el Raval,2018,Centres d'exposicions,Visites_Exposicions_Temporals,43805
1.0,el Raval,2018,Centres d'exposicions,Num_Exposicions_Temporals,16
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Arxius,Visitants,9120
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Arxius,Usuaris,12372
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Arxius,Visites_Exposicions_Temporals,8912
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Arxius,Num_Exposicions_Temporals,3
2.0,el Barri Gòtic,2018,Arxius,Visitants,69867
2.0,el Barri Gòtic,2018,Arxius,Usuaris,75029
2.0,el Barri Gòtic,2018,Arxius,Visites_Exposicions_Temporals,69867
2.0,el Barri Gòtic,2018,Arxius,Num_Exposicions_Temporals,2
6.0,la Sagrada Família,2018,Espais d'interès arquitectònic,Visitants,4661770
6.0,la Sagrada Família,2018,Espais d'interès arquitectònic,Usuaris,4661770
14.0,la Font de la Guatlla,2018,Centres d'exposicions,Visitants,863605
14.0,la Font de la Guatlla,2018,Centres d'exposicions,Usuaris,1284142
14.0,la Font de la Guatlla,2018,Centres d'exposicions,Visites_Exposicions_Temporals,986530
14.0,la Font de la Guatlla,2018,Centres d'exposicions,Num_Exposicions_Temporals,15
66.0,el Parc i la Llacuna del Poblenou,2018,Museus i col·leccions,Visitants,15770
66.0,el Parc i la Llacuna del Poblenou,2018,Museus i col·leccions,Usuaris,28232
66.0,el Parc i la Llacuna del Poblenou,2018,Museus i col·leccions,Visites_Exposicions_Temporals,12462
66.0,el Parc i la Llacuna del Poblenou,2018,Museus i col·leccions,Num_Exposicions_Temporals,5
66.0,el Parc i la Llacuna del Poblenou,2018,Museus i col·leccions,Fons_Colleccio,2017
7.0,la Dreta de Eixample,2018,Espais d'interès arquitectònic,Visitants,1062863
7.0,la Dreta de Eixample,2018,Espais d'interès arquitectònic,Usuaris,1062863
30.0,la Salut,2018,Espais d'interès arquitectònic,Visitants,293000
30.0,la Salut,2018,Espais d'interès arquitectònic,Usuaris,293000
31.0,la Vila de Gràcia,2018,Espais d'interès arquitectònic,Visitants,139500
31.0,la Vila de Gràcia,2018,Espais d'interès arquitectònic,Usuaris,302413
31.0,la Vila de Gràcia,2018,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,162677
31.0,la Vila de Gràcia,2018,Espais d'interès arquitectònic,Num_Exposicions_Temporals,2
11.0,el Poble-sec,2018,Museus i col·leccions,Visitants,831210
11.0,el Poble-sec,2018,Museus i col·leccions,Usuaris,1302882
11.0,el Poble-sec,2018,Museus i col·leccions,Visites_Exposicions_Temporals,462046
11.0,el Poble-sec,2018,Museus i col·leccions,Num_Exposicions_Temporals,4
1.0,el Raval,2018,Centres d'exposicions,Visitants,465638
1.0,el Raval,2018,Centres d'exposicions,Usuaris,465638
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Num_Exposicions_Temporals,2
1.0,el Raval,2018,Centres d'exposicions,Visites_Exposicions_Temporals,223278
1.0,el Raval,2018,Centres d'exposicions,Num_Exposicions_Temporals,6
25.0,Sant Gervasi - la Bonanova,2018,Museus i col·leccions,Visitants,1045961
25.0,Sant Gervasi - la Bonanova,2018,Museus i col·leccions,Usuaris,2241031
25.0,Sant Gervasi - la Bonanova,2018,Museus i col·leccions,Visites_Exposicions_Temporals,1026567
25.0,Sant Gervasi - la Bonanova,2018,Museus i col·leccions,Num_Exposicions_Temporals,6
25.0,Sant Gervasi - la Bonanova,2018,Museus i col·leccions,Fons_Colleccio,26388
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Visitants,1080079
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Usuaris,1166887
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Visites_Exposicions_Temporals,31427
11.0,el Poble-sec,2018,Museus i col·leccions,Visitants,19177
11.0,el Poble-sec,2018,Museus i col·leccions,Usuaris,35850
11.0,el Poble-sec,2018,Museus i col·leccions,Visites_Exposicions_Temporals,12452
11.0,el Poble-sec,2018,Museus i col·leccions,Num_Exposicions_Temporals,2
11.0,el Poble-sec,2018,Museus i col·leccions,Fons_Colleccio,74
2.0,el Barri Gòtic,2018,Espais d'interès arquitectònic,Visitants,395998
2.0,el Barri Gòtic,2018,Espais d'interès arquitectònic,Usuaris,395998
60.0,Sant Andreu,2018,Centres d'exposicions,Visitants,16169
60.0,Sant Andreu,2018,Centres d'exposicions,Usuaris,16920
60.0,Sant Andreu,2018,Centres d'exposicions,Visites_Exposicions_Temporals,16133
60.0,Sant Andreu,2018,Centres d'exposicions,Num_Exposicions_Temporals,10
7.0,la Dreta de Eixample,2018,Museus i col·leccions,Visitants,43582
7.0,la Dreta de Eixample,2018,Museus i col·leccions,Usuaris,96295
7.0,la Dreta de Eixample,2018,Centres d'exposicions,Visites_Exposicions_Temporals,97932
7.0,la Dreta de Eixample,2018,Museus i col·leccions,Visites_Exposicions_Temporals,87164
7.0,la Dreta de Eixample,2018,Museus i col·leccions,Num_Exposicions_Temporals,6
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Visitants,25020
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Usuaris,27895
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Visites_Exposicions_Temporals,25020
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Num_Exposicions_Temporals,4
4.0,"Sant Pere, Santa Caterina i la Ribera",2018,Museus i col·leccions,Fons_Colleccio,27757
11.0,el Poble-sec,2018,Museus i col·leccions,Visitants,218790
11.0,el Poble-sec,2018,Museus i col·leccions,Usuaris,299455
11.0,el Poble-sec,2018,Museus i col·leccions,Visites_Exposicions_Temporals,76798
11.0,el Poble-sec,2018,Museus i col·leccions,Num_Exposicions_Temporals,1
11.0,el Poble-sec,2018,Museus i col·leccions,Fons_Colleccio,470
11.0,el Poble-sec,2018,Museus i col·leccions,Visitants,352903
11.0,el Poble-sec,2018,Museus i col·leccions,Usuaris,896469
11.0,el Poble-sec,2018,Museus i col·leccions,Visites_Exposicions_Temporals,537656
11.0,el Poble-sec,2018,Museus i col·leccions,Num_Exposicions_Temporals,17
11.0,el Poble-sec,2018,Museus i col·leccions,Fons_Colleccio,20299
20.0,la Maternitat i Sant Ramon,2018,Museus i col·leccions,Visitants,6521
20.0,la Maternitat i Sant Ramon,2018,Museus i col·leccions,Usuaris,11957
20.0,la Maternitat i Sant Ramon,2018,Museus i col·leccions,Visites_Exposicions_Temporals,10702
20.0,la Maternitat i Sant Ramon,2018,Museus i col·leccions,Num_Exposicions_Temporals,6
20.0,la Maternitat i Sant Ramon,2018,Museus i col·leccions,Fons_Colleccio,1343
7.0,la Dreta de Eixample,2018,Centres d'exposicions,Visitants,97932
7.0,la Dreta de Eixample,2018,Centres d'exposicions,Usuaris,98877
7.0,la Dreta de Eixample,2018,Centres d'exposicions,Num_Exposicions_Temporals,4
2.0,el Barri Gòtic,2018,Museus i col·leccions,Visitants,15653
2.0,el Barri Gòtic,2018,Museus i col·leccions,Usuaris,36039
2.0,el Barri Gòtic,2018,Museus i col·leccions,Visites_Exposicions_Temporals,19500
2.0,el Barri Gòtic,2018,Museus i col·leccions,Num_Exposicions_Temporals,2
2.0,el Barri Gòtic,2018,Museus i col·leccions,Fons_Colleccio,12000
2.0,el Barri Gòtic,2018,Museus i col·leccions,Visitants,1631108
2.0,el Barri Gòtic,2018,Museus i col·leccions,Usuaris,1631108
1.0,el Raval,2018,Centres d'exposicions,Visitants,73338
1.0,el Raval,2018,Centres d'exposicions,Usuaris,76701
1.0,el Raval,2018,Centres d'exposicions,Visites_Exposicions_Temporals,73338
1.0,el Raval,2018,Centres d'exposicions,Num_Exposicions_Temporals,7
7.0,la Dreta de Eixample,2018,Espais d'interès arquitectònic,Visitants,934524
7.0,la Dreta de Eixample,2018,Espais d'interès arquitectònic,Usuaris,1160496
7.0,la Dreta de Eixample,2018,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,208580
7.0,la Dreta de Eixample,2018,Espais d'interès arquitectònic,Num_Exposicions_Temporals,3
1.0,el Raval,2018,Centres d'exposicions,Visitants,122644
1.0,el Raval,2018,Centres d'exposicions,Usuaris,240390
1.0,el Raval,2018,Centres d'exposicions,Visites_Exposicions_Temporals,235492
1.0,el Raval,2018,Centres d'exposicions,Num_Exposicions_Temporals,14
11.0,el Poble-sec,2018,Museus i col·leccions,Visitants,40003
11.0,el Poble-sec,2018,Museus i col·leccions,Usuaris,108310
11.0,el Poble-sec,2018,Museus i col·leccions,Visites_Exposicions_Temporals,39730
11.0,el Poble-sec,2018,Museus i col·leccions,Num_Exposicions_Temporals,7
1.0,el Raval,2018,Museus i col·leccions,Visitants,331694
1.0,el Raval,2018,Museus i col·leccions,Usuaris,861813
1.0,el Raval,2018,Museus i col·leccions,Visites_Exposicions_Temporals,736685
1.0,el Raval,2018,Museus i col·leccions,Num_Exposicions_Temporals,14
2.0,el Barri Gòtic,2018,Museus i col·leccions,Visitants,816989
2.0,el Barri Gòtic,2018,Museus i col·leccions,Usuaris,878097
2.0,el Barri Gòtic,2018,Museus i col·leccions,Visites_Exposicions_Temporals,26533
2.0,el Barri Gòtic,2018,Museus i col·leccions,Num_Exposicions_Temporals,9
2.0,el Barri Gòtic,2018,Museus i col·leccions,Fons_Colleccio,75009
3.0,la Barceloneta,2018,Museus i col·leccions,Visitants,131855
3.0,la Barceloneta,2018,Museus i col·leccions,Usuaris,204238
3.0,la Barceloneta,2018,Museus i col·leccions,Visites_Exposicions_Temporals,38826
3.0,la Barceloneta,2018,Museus i col·leccions,Num_Exposicions_Temporals,7
3.0,la Barceloneta,2018,Museus i col·leccions,Fons_Colleccio,8705
70.0,el Besòs i el Maresme,2018,Museus i col·leccions,Visitants,238848
