Codi_Barri,Nom_Barri,Any,TipusEquipament,Indicador,Valor
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Visites_Exposicions_Temporals,6720
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Num_Exposicions_Temporals,1
60.0,Sant Andreu,2016,Centres d'exposicions,Visitants,10202
60.0,Sant Andreu,2016,Centres d'exposicions,Usuaris,10252
60.0,Sant Andreu,2016,Centres d'exposicions,Visites_Exposicions_Temporals,8519
60.0,Sant Andreu,2016,Centres d'exposicions,Num_Exposicions_Temporals,1
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Visitants,62450
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Usuaris,74026
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Visites_Exposicions_Temporals,62450
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Num_Exposicions_Temporals,4
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Fons_Colleccio,1889
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Visitants,24230
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Usuaris,25603
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Visites_Exposicions_Temporals,24230
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Num_Exposicions_Temporals,4
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Fons_Colleccio,27466
11.0,el Poble-sec,2016,Museus i col·leccions,Visitants,214481
11.0,el Poble-sec,2016,Museus i col·leccions,Usuaris,276004
11.0,el Poble-sec,2016,Museus i col·leccions,Visites_Exposicions_Temporals,58678
11.0,el Poble-sec,2016,Museus i col·leccions,Num_Exposicions_Temporals,1
11.0,el Poble-sec,2016,Museus i col·leccions,Fons_Colleccio,410
11.0,el Poble-sec,2016,Museus i col·leccions,Visitants,425067
11.0,el Poble-sec,2016,Museus i col·leccions,Usuaris,938089
11.0,el Poble-sec,2016,Museus i col·leccions,Visites_Exposicions_Temporals,484793
11.0,el Poble-sec,2016,Museus i col·leccions,Num_Exposicions_Temporals,15
11.0,el Poble-sec,2016,Museus i col·leccions,Fons_Colleccio,21684
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Visitants,8387
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Usuaris,14152
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Visites_Exposicions_Temporals,13761
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Num_Exposicions_Temporals,8
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Fons_Colleccio,1259
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Visitants,172595
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Usuaris,181226
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Visites_Exposicions_Temporals,172595
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Num_Exposicions_Temporals,4
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visitants,12825
2.0,el Barri Gòtic,2016,Museus i col·leccions,Usuaris,13610
2.0,el Barri Gòtic,2016,Museus i col·leccions,Num_Exposicions_Temporals,2
2.0,el Barri Gòtic,2016,Museus i col·leccions,Fons_Colleccio,1200
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visitants,1587828
2.0,el Barri Gòtic,2016,Museus i col·leccions,Usuaris,1587828
1.0,el Raval,2016,Centres d'exposicions,Visitants,50782
1.0,el Raval,2016,Centres d'exposicions,Usuaris,52913
1.0,el Raval,2016,Centres d'exposicions,Visites_Exposicions_Temporals,50782
1.0,el Raval,2016,Centres d'exposicions,Num_Exposicions_Temporals,4
7.0,la Dreta de Eixample,2016,Espais d'interès arquitectònic,Visitants,1207087
7.0,la Dreta de Eixample,2016,Espais d'interès arquitectònic,Usuaris,1207087
7.0,la Dreta de Eixample,2016,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,226690
7.0,la Dreta de Eixample,2016,Espais d'interès arquitectònic,Num_Exposicions_Temporals,3
1.0,el Raval,2016,Centres d'exposicions,Usuaris,96035
1.0,el Raval,2016,Centres d'exposicions,Visites_Exposicions_Temporals,92772
1.0,el Raval,2016,Centres d'exposicions,Num_Exposicions_Temporals,5
11.0,el Poble-sec,2016,Museus i col·leccions,Visitants,36555
11.0,el Poble-sec,2016,Museus i col·leccions,Usuaris,36555
1.0,el Raval,2016,Museus i col·leccions,Visitants,324584
1.0,el Raval,2016,Museus i col·leccions,Usuaris,640949
1.0,el Raval,2016,Museus i col·leccions,Visites_Exposicions_Temporals,587386
1.0,el Raval,2016,Museus i col·leccions,Num_Exposicions_Temporals,10
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visitants,926571
2.0,el Barri Gòtic,2016,Museus i col·leccions,Usuaris,1033415
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visites_Exposicions_Temporals,101264
30.0,la Salut,2016,Espais d'interès arquitectònic,Visitants,2958901
2.0,el Barri Gòtic,2016,Museus i col·leccions,Num_Exposicions_Temporals,7
2.0,el Barri Gòtic,2016,Museus i col·leccions,Fons_Colleccio,69385
3.0,la Barceloneta,2016,Museus i col·leccions,Visitants,142601
3.0,la Barceloneta,2016,Museus i col·leccions,Usuaris,206763
3.0,la Barceloneta,2016,Museus i col·leccions,Visites_Exposicions_Temporals,35172
3.0,la Barceloneta,2016,Museus i col·leccions,Num_Exposicions_Temporals,6
3.0,la Barceloneta,2016,Museus i col·leccions,Fons_Colleccio,7982
70.0,el Besòs i el Maresme,2016,Museus i col·leccions,Visitants,232306
70.0,el Besòs i el Maresme,2016,Museus i col·leccions,Usuaris,416275
70.0,el Besòs i el Maresme,2016,Museus i col·leccions,Visites_Exposicions_Temporals,93833
70.0,el Besòs i el Maresme,2016,Museus i col·leccions,Num_Exposicions_Temporals,8
70.0,el Besòs i el Maresme,2016,Museus i col·leccions,Fons_Colleccio,2999977
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visitants,83070
2.0,el Barri Gòtic,2016,Museus i col·leccions,Usuaris,83070
2.0,el Barri Gòtic,2016,Museus i col·leccions,Fons_Colleccio,400
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visitants,11900
2.0,el Barri Gòtic,2016,Museus i col·leccions,Usuaris,13932
2.0,el Barri Gòtic,2016,Museus i col·leccions,Num_Exposicions_Temporals,1
5.0,el Fort Pienc,2016,Museus i col·leccions,Visitants,54546
5.0,el Fort Pienc,2016,Museus i col·leccions,Usuaris,106081
5.0,el Fort Pienc,2016,Museus i col·leccions,Visites_Exposicions_Temporals,38745
5.0,el Fort Pienc,2016,Museus i col·leccions,Num_Exposicions_Temporals,3
5.0,el Fort Pienc,2016,Museus i col·leccions,Fons_Colleccio,2662
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Visitants,135344
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Usuaris,135344
66.0,el Parc i la Llacuna del Poblenou,2016,Museus i col·leccions,Visitants,117267
66.0,el Parc i la Llacuna del Poblenou,2016,Museus i col·leccions,Usuaris,178944
66.0,el Parc i la Llacuna del Poblenou,2016,Museus i col·leccions,Visites_Exposicions_Temporals,60703
66.0,el Parc i la Llacuna del Poblenou,2016,Museus i col·leccions,Num_Exposicions_Temporals,5
66.0,el Parc i la Llacuna del Poblenou,2016,Museus i col·leccions,Fons_Colleccio,84097
20.0,la Maternitat i Sant Ramon,2016,Museus i col·leccions,Visitants,1947014
20.0,la Maternitat i Sant Ramon,2016,Museus i col·leccions,Usuaris,1948431
20.0,la Maternitat i Sant Ramon,2016,Museus i col·leccions,Fons_Colleccio,2736
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Visitants,40771
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Usuaris,82517
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Visites_Exposicions_Temporals,37656
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Num_Exposicions_Temporals,3
22.0,"Vallvidrera, el Tibidabo i les Planes",2016,Museus i col·leccions,Visitants,139761
22.0,"Vallvidrera, el Tibidabo i les Planes",2016,Museus i col·leccions,Usuaris,139761
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Visitants,264088
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Usuaris,264088
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Num_Exposicions_Temporals,3
7.0,la Dreta de Eixample,2016,Museus i col·leccions,Fons_Colleccio,1111
11.0,el Poble-sec,2016,Museus i col·leccions,Visitants,63502
11.0,el Poble-sec,2016,Museus i col·leccions,Usuaris,141169
11.0,el Poble-sec,2016,Museus i col·leccions,Visites_Exposicions_Temporals,62395
11.0,el Poble-sec,2016,Museus i col·leccions,Num_Exposicions_Temporals,5
11.0,el Poble-sec,2016,Museus i col·leccions,Fons_Colleccio,72958
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visitants,37825
2.0,el Barri Gòtic,2016,Museus i col·leccions,Usuaris,58085
2.0,el Barri Gòtic,2016,Museus i col·leccions,Visites_Exposicions_Temporals,19056
2.0,el Barri Gòtic,2016,Museus i col·leccions,Num_Exposicions_Temporals,3
2.0,el Barri Gòtic,2016,Museus i col·leccions,Fons_Colleccio,55000
8.0,l'Antiga Esquerra de l'Eixample,2016,Museus i col·leccions,Visitants,5621
8.0,l'Antiga Esquerra de l'Eixample,2016,Museus i col·leccions,Usuaris,6406
8.0,l'Antiga Esquerra de l'Eixample,2016,Museus i col·leccions,Fons_Colleccio,82957
1.0,el Raval,2016,Museus i col·leccions,Visitants,300339
1.0,el Raval,2016,Museus i col·leccions,Usuaris,415041
1.0,el Raval,2016,Museus i col·leccions,Visites_Exposicions_Temporals,65453
1.0,el Raval,2016,Museus i col·leccions,Num_Exposicions_Temporals,4
1.0,el Raval,2016,Museus i col·leccions,Fons_Colleccio,267564
11.0,el Poble-sec,2016,Museus i col·leccions,Visitants,820516
11.0,el Poble-sec,2016,Museus i col·leccions,Usuaris,1128087
11.0,el Poble-sec,2016,Museus i col·leccions,Visites_Exposicions_Temporals,258135
11.0,el Poble-sec,2016,Museus i col·leccions,Num_Exposicions_Temporals,8
11.0,el Poble-sec,2016,Museus i col·leccions,Fons_Colleccio,347320
11.0,el Poble-sec,2016,Museus i col·leccions,Visitants,64545
11.0,el Poble-sec,2016,Museus i col·leccions,Usuaris,64545
11.0,el Poble-sec,2016,Museus i col·leccions,Num_Exposicions_Temporals,5
11.0,el Poble-sec,2016,Museus i col·leccions,Fons_Colleccio,1903
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Visitants,954895
30.0,la Salut,2016,Espais d'interès arquitectònic,Usuaris,2958901
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Usuaris,1062194
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Visites_Exposicions_Temporals,83180
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Num_Exposicions_Temporals,3
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Fons_Colleccio,4343
1.0,el Raval,2016,Espais d'interès arquitectònic,Visitants,250815
1.0,el Raval,2016,Espais d'interès arquitectònic,Usuaris,274394
1.0,el Raval,2016,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,18987
1.0,el Raval,2016,Espais d'interès arquitectònic,Num_Exposicions_Temporals,1
1.0,el Raval,2016,Espais d'interès arquitectònic,Fons_Colleccio,302
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Visitants,827957
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Usuaris,827957
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Visites_Exposicions_Temporals,827957
7.0,la Dreta de Eixample,2016,Centres d'exposicions,Num_Exposicions_Temporals,15
11.0,el Poble-sec,2016,Espais d'interès arquitectònic,Visitants,105069
11.0,el Poble-sec,2016,Espais d'interès arquitectònic,Usuaris,105069
11.0,el Poble-sec,2016,Espais d'interès arquitectònic,Visitants,1299376
11.0,el Poble-sec,2016,Espais d'interès arquitectònic,Usuaris,1299376
35.0,el Guinardó,2016,Espais d'interès arquitectònic,Visitants,259330
35.0,el Guinardó,2016,Espais d'interès arquitectònic,Usuaris,307172
35.0,el Guinardó,2016,Espais d'interès arquitectònic,Num_Exposicions_Temporals,2
21.0,Pedralbes,2016,Museus i col·leccions,Visitants,71141
21.0,Pedralbes,2016,Museus i col·leccions,Usuaris,84341
21.0,Pedralbes,2016,Museus i col·leccions,Num_Exposicions_Temporals,2
21.0,Pedralbes,2016,Museus i col·leccions,Fons_Colleccio,4502
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Visitants,965292
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Usuaris,1007343
4.0,"Sant Pere, Santa Caterina i la Ribera",2016,Museus i col·leccions,Fons_Colleccio,2016
1.0,el Raval,2015,Centres d'exposicions,Visitants,173680
1.0,el Raval,2015,Centres d'exposicions,Usuaris,173680
1.0,el Raval,2015,Centres d'exposicions,Visites_Exposicions_Temporals,133951
1.0,el Raval,2015,Centres d'exposicions,Num_Exposicions_Temporals,26
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Arxius,Visitants,12883
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Arxius,Usuaris,13442
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Arxius,Visites_Exposicions_Temporals,11934
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Arxius,Num_Exposicions_Temporals,3
2.0,el Barri Gòtic,2015,Arxius,Visitants,43643
2.0,el Barri Gòtic,2015,Arxius,Usuaris,46794
2.0,el Barri Gòtic,2015,Arxius,Visites_Exposicions_Temporals,43643
2.0,el Barri Gòtic,2015,Arxius,Num_Exposicions_Temporals,3
30.0,la Salut,2015,Espais d'interès arquitectònic,Visitants,322603
6.0,la Sagrada Família,2015,Espais d'interès arquitectònic,Visitants,3722540
6.0,la Sagrada Família,2015,Espais d'interès arquitectònic,Usuaris,3722540
6.0,la Sagrada Família,2015,Espais d'interès arquitectònic,Fons_Colleccio,8211
14.0,la Font de la Guatlla,2015,Centres d'exposicions,Visitants,775020
14.0,la Font de la Guatlla,2015,Centres d'exposicions,Usuaris,1379636
14.0,la Font de la Guatlla,2015,Centres d'exposicions,Visites_Exposicions_Temporals,965779
14.0,la Font de la Guatlla,2015,Centres d'exposicions,Num_Exposicions_Temporals,18
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Visitants,14486
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Usuaris,18996
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Visites_Exposicions_Temporals,2473
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Num_Exposicions_Temporals,1
7.0,la Dreta de Eixample,2015,Espais d'interès arquitectònic,Visitants,992126
7.0,la Dreta de Eixample,2015,Espais d'interès arquitectònic,Usuaris,922126
30.0,la Salut,2015,Espais d'interès arquitectònic,Usuaris,322603
11.0,el Poble-sec,2015,Museus i col·leccions,Visitants,670526
11.0,el Poble-sec,2015,Museus i col·leccions,Usuaris,676686
11.0,el Poble-sec,2015,Museus i col·leccions,Num_Exposicions_Temporals,2
1.0,el Raval,2015,Centres d'exposicions,Visitants,383866
1.0,el Raval,2015,Centres d'exposicions,Usuaris,383866
1.0,el Raval,2015,Centres d'exposicions,Visites_Exposicions_Temporals,185396
1.0,el Raval,2015,Centres d'exposicions,Num_Exposicions_Temporals,6
25.0,Sant Gervasi - la Bonanova,2015,Museus i col·leccions,Visitants,733778
25.0,Sant Gervasi - la Bonanova,2015,Museus i col·leccions,Usuaris,1930920
25.0,Sant Gervasi - la Bonanova,2015,Museus i col·leccions,Visites_Exposicions_Temporals,916408
25.0,Sant Gervasi - la Bonanova,2015,Museus i col·leccions,Num_Exposicions_Temporals,6
25.0,Sant Gervasi - la Bonanova,2015,Museus i col·leccions,Fons_Colleccio,26386
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visitants,1486228
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Usuaris,1643943
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visites_Exposicions_Temporals,49117
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Num_Exposicions_Temporals,12
2.0,el Barri Gòtic,2015,Espais d'interès arquitectònic,Visitants,379434
2.0,el Barri Gòtic,2015,Espais d'interès arquitectònic,Usuaris,379434
7.0,la Dreta de Eixample,2015,Centres d'exposicions,Visitants,3367
7.0,la Dreta de Eixample,2015,Centres d'exposicions,Usuaris,3440
7.0,la Dreta de Eixample,2015,Centres d'exposicions,Visites_Exposicions_Temporals,3367
7.0,la Dreta de Eixample,2015,Centres d'exposicions,Num_Exposicions_Temporals,4
60.0,Sant Andreu,2015,Centres d'exposicions,Visitants,9223
60.0,Sant Andreu,2015,Centres d'exposicions,Usuaris,10003
60.0,Sant Andreu,2015,Centres d'exposicions,Visites_Exposicions_Temporals,8337
60.0,Sant Andreu,2015,Centres d'exposicions,Num_Exposicions_Temporals,4
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Visitants,70174
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Usuaris,83543
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Visites_Exposicions_Temporals,70175
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Num_Exposicions_Temporals,4
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Fons_Colleccio,1889
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visitants,8931
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Usuaris,14206
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visites_Exposicions_Temporals,12931
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Num_Exposicions_Temporals,3
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Fons_Colleccio,27466
11.0,el Poble-sec,2015,Museus i col·leccions,Visitants,212358
11.0,el Poble-sec,2015,Museus i col·leccions,Usuaris,215115
11.0,el Poble-sec,2015,Museus i col·leccions,Fons_Colleccio,410
11.0,el Poble-sec,2015,Museus i col·leccions,Visitants,451559
11.0,el Poble-sec,2015,Museus i col·leccions,Usuaris,872623
11.0,el Poble-sec,2015,Museus i col·leccions,Visites_Exposicions_Temporals,362877
11.0,el Poble-sec,2015,Museus i col·leccions,Num_Exposicions_Temporals,10
11.0,el Poble-sec,2015,Museus i col·leccions,Fons_Colleccio,21661
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Visitants,9842
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Usuaris,17529
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Visites_Exposicions_Temporals,16536
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Num_Exposicions_Temporals,10
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Fons_Colleccio,1248
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visitants,12558
2.0,el Barri Gòtic,2015,Museus i col·leccions,Usuaris,17693
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visites_Exposicions_Temporals,4126
2.0,el Barri Gòtic,2015,Museus i col·leccions,Num_Exposicions_Temporals,2
2.0,el Barri Gòtic,2015,Museus i col·leccions,Fons_Colleccio,1200
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visitants,1549480
2.0,el Barri Gòtic,2015,Museus i col·leccions,Usuaris,1549480
1.0,el Raval,2015,Centres d'exposicions,Visitants,57443
1.0,el Raval,2015,Centres d'exposicions,Usuaris,58376
1.0,el Raval,2015,Centres d'exposicions,Visites_Exposicions_Temporals,57025
1.0,el Raval,2015,Centres d'exposicions,Num_Exposicions_Temporals,7
7.0,la Dreta de Eixample,2015,Espais d'interès arquitectònic,Visitants,990112
7.0,la Dreta de Eixample,2015,Espais d'interès arquitectònic,Usuaris,1210912
7.0,la Dreta de Eixample,2015,Espais d'interès arquitectònic,Visites_Exposicions_Temporals,198915
7.0,la Dreta de Eixample,2015,Espais d'interès arquitectònic,Num_Exposicions_Temporals,3
1.0,el Raval,2015,Centres d'exposicions,Visitants,155358
1.0,el Raval,2015,Centres d'exposicions,Usuaris,158255
1.0,el Raval,2015,Centres d'exposicions,Visites_Exposicions_Temporals,155358
1.0,el Raval,2015,Centres d'exposicions,Num_Exposicions_Temporals,8
11.0,el Poble-sec,2015,Museus i col·leccions,Visitants,35351
11.0,el Poble-sec,2015,Museus i col·leccions,Usuaris,35351
1.0,el Raval,2015,Museus i col·leccions,Visitants,321366
1.0,el Raval,2015,Museus i col·leccions,Usuaris,713627
1.0,el Raval,2015,Museus i col·leccions,Visites_Exposicions_Temporals,644442
1.0,el Raval,2015,Museus i col·leccions,Num_Exposicions_Temporals,17
1.0,el Raval,2015,Museus i col·leccions,Fons_Colleccio,6096
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visitants,916517
2.0,el Barri Gòtic,2015,Museus i col·leccions,Usuaris,974284
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visites_Exposicions_Temporals,120344
2.0,el Barri Gòtic,2015,Museus i col·leccions,Num_Exposicions_Temporals,8
2.0,el Barri Gòtic,2015,Museus i col·leccions,Fons_Colleccio,68322
3.0,la Barceloneta,2015,Museus i col·leccions,Visitants,147207
3.0,la Barceloneta,2015,Museus i col·leccions,Usuaris,218681
3.0,la Barceloneta,2015,Museus i col·leccions,Visites_Exposicions_Temporals,62428
3.0,la Barceloneta,2015,Museus i col·leccions,Num_Exposicions_Temporals,9
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Num_Exposicions_Temporals,2
3.0,la Barceloneta,2015,Museus i col·leccions,Fons_Colleccio,7825
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visitants,189320
2.0,el Barri Gòtic,2015,Museus i col·leccions,Usuaris,189320
70.0,el Besòs i el Maresme,2015,Museus i col·leccions,Visitants,180237
70.0,el Besòs i el Maresme,2015,Museus i col·leccions,Usuaris,327093
70.0,el Besòs i el Maresme,2015,Museus i col·leccions,Visites_Exposicions_Temporals,80044
70.0,el Besòs i el Maresme,2015,Museus i col·leccions,Num_Exposicions_Temporals,7
70.0,el Besòs i el Maresme,2015,Museus i col·leccions,Fons_Colleccio,3090646
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visitants,69643
2.0,el Barri Gòtic,2015,Museus i col·leccions,Usuaris,70658
2.0,el Barri Gòtic,2015,Museus i col·leccions,Fons_Colleccio,800
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visitants,10141
2.0,el Barri Gòtic,2015,Museus i col·leccions,Usuaris,12505
5.0,el Fort Pienc,2015,Museus i col·leccions,Visitants,66092
5.0,el Fort Pienc,2015,Museus i col·leccions,Usuaris,131174
5.0,el Fort Pienc,2015,Museus i col·leccions,Visites_Exposicions_Temporals,64177
5.0,el Fort Pienc,2015,Museus i col·leccions,Num_Exposicions_Temporals,3
5.0,el Fort Pienc,2015,Museus i col·leccions,Fons_Colleccio,32836
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visitants,138335
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Usuaris,138335
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Visitants,216792
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Usuaris,267153
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Visites_Exposicions_Temporals,39436
66.0,el Parc i la Llacuna del Poblenou,2015,Museus i col·leccions,Fons_Colleccio,83971
20.0,la Maternitat i Sant Ramon,2015,Museus i col·leccions,Visitants,1785903
20.0,la Maternitat i Sant Ramon,2015,Museus i col·leccions,Usuaris,1785903
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Visitants,21805
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Usuaris,21805
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Num_Exposicions_Temporals,2
22.0,"Vallvidrera, el Tibidabo i les Planes",2015,Museus i col·leccions,Visitants,140221
22.0,"Vallvidrera, el Tibidabo i les Planes",2015,Museus i col·leccions,Usuaris,140221
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Visitants,253931
7.0,la Dreta de Eixample,2015,Museus i col·leccions,Usuaris,253931
11.0,el Poble-sec,2015,Museus i col·leccions,Visitants,101739
11.0,el Poble-sec,2015,Museus i col·leccions,Usuaris,160676
11.0,el Poble-sec,2015,Museus i col·leccions,Visites_Exposicions_Temporals,39533
11.0,el Poble-sec,2015,Museus i col·leccions,Num_Exposicions_Temporals,2
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visitants,83610
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Usuaris,175760
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visites_Exposicions_Temporals,66530
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Num_Exposicions_Temporals,1
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Fons_Colleccio,1039
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visitants,38707
2.0,el Barri Gòtic,2015,Museus i col·leccions,Usuaris,68138
2.0,el Barri Gòtic,2015,Museus i col·leccions,Visites_Exposicions_Temporals,28457
2.0,el Barri Gòtic,2015,Museus i col·leccions,Num_Exposicions_Temporals,4
2.0,el Barri Gòtic,2015,Museus i col·leccions,Fons_Colleccio,55000
8.0,l'Antiga Esquerra de l'Eixample,2015,Museus i col·leccions,Visitants,4967
8.0,l'Antiga Esquerra de l'Eixample,2015,Museus i col·leccions,Usuaris,6237
8.0,l'Antiga Esquerra de l'Eixample,2015,Museus i col·leccions,Fons_Colleccio,82080
1.0,el Raval,2015,Museus i col·leccions,Visitants,219115
1.0,el Raval,2015,Museus i col·leccions,Usuaris,334987
1.0,el Raval,2015,Museus i col·leccions,Visites_Exposicions_Temporals,9061
1.0,el Raval,2015,Museus i col·leccions,Num_Exposicions_Temporals,1
1.0,el Raval,2015,Museus i col·leccions,Fons_Colleccio,260950
11.0,el Poble-sec,2015,Museus i col·leccions,Visitants,717211
11.0,el Poble-sec,2015,Museus i col·leccions,Usuaris,847281
11.0,el Poble-sec,2015,Museus i col·leccions,Visites_Exposicions_Temporals,79935
11.0,el Poble-sec,2015,Museus i col·leccions,Num_Exposicions_Temporals,6
11.0,el Poble-sec,2015,Museus i col·leccions,Fons_Colleccio,321858
11.0,el Poble-sec,2015,Museus i col·leccions,Visitants,57504
11.0,el Poble-sec,2015,Museus i col·leccions,Usuaris,114176
11.0,el Poble-sec,2015,Museus i col·leccions,Visites_Exposicions_Temporals,56672
11.0,el Poble-sec,2015,Museus i col·leccions,Num_Exposicions_Temporals,7
11.0,el Poble-sec,2015,Museus i col·leccions,Fons_Colleccio,1903
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visitants,1008125
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Usuaris,1108120
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Visites_Exposicions_Temporals,255425
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Num_Exposicions_Temporals,3
4.0,"Sant Pere, Santa Caterina i la Ribera",2015,Museus i col·leccions,Fons_Colleccio,4328
1.0,el Raval,2015,Espais d'interès arquitectònic,Visitants,261167
1.0,el Raval,2015,Espais d'interès arquitectònic,Usuaris,264762
