addresses_neighborhood_id,addresses_neighborhood_name,secondary_filters_name,created,modified
7,la Dreta de l'Eixample,Hotels 2 estr.,2018-08-16T09:13:09,2022-09-17T10:53:52.346203
9,la Nova Esquerra de l'Eixample,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:16:42.062795
4,"Sant Pere, Santa Caterina i la Ribera",Hotels 1 estr.,2018-08-16T11:03:27,2022-09-17T10:54:00.283074
10,Sant Antoni,Hotels 3 estr.,2006-05-18T09:49:36,2022-09-17T06:36:12.909717
15,Hostafrancs,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:40:08.182597
11,el Poble-sec,Hotels 2 estr.,1996-09-18T00:00:00,2023-10-03T10:44:06.603940
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:19.144512
25,Sant Gervasi - la Bonanova,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:42:00.275398
7,la Dreta de l'Eixample,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:17:04.652181
7,la Dreta de l'Eixample,Hotels 4 estr.,2006-07-07T13:06:26,2022-09-17T06:37:09.280464
4,"Sant Pere, Santa Caterina i la Ribera",Hotels 3 estr.,2006-07-11T14:07:37,2022-09-17T06:37:15.695988
26,Sant Gervasi - Galvany,Hotels 2 estr.,1996-09-18T00:00:00,2023-10-03T10:42:55.373499
9,la Nova Esquerra de l'Eixample,Hotels 4 estr.,2004-10-27T16:40:22,2022-09-17T06:20:22.663196
1,el Raval,Hotels 1 estr.,1996-09-18T00:00:00,2023-10-03T10:03:26.620900
8,l'Antiga Esquerra de l'Eixample,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:17:42.217315
7,la Dreta de l'Eixample,Hotels 4 estr.,1996-05-09T00:00:00,2022-09-17T05:21:40.431453
1,el Raval,Hotels 1 estr.,1996-09-17T00:00:00,2023-10-03T10:03:53.090630
7,la Dreta de l'Eixample,Hotels 3 estr.,2001-04-05T00:00:00,2022-09-17T02:22:30.402790
9,la Nova Esquerra de l'Eixample,Hotels 3 estr.,2005-01-05T13:24:55,2022-09-17T06:21:41.415848
5,el Fort Pienc,Hotels 4 estr.,2005-07-04T14:49:22,2022-09-17T06:26:42.784953
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:43.466103
7,la Dreta de l'Eixample,Hotels 1 estr.,1996-09-17T00:00:00,2023-10-03T10:19:14.466941
7,la Dreta de l'Eixample,Hotels 3 estr.,2004-09-22T10:06:07,2022-09-17T06:19:24.845770
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:40.098263
69,Diagonal Mar i el Front Marítim del Poblenou,Hotels 4 estr.,2001-09-20T00:00:00,2022-09-17T02:26:40.510032
7,la Dreta de l'Eixample,Hotels 3 estr.,1996-09-17T00:00:00,2023-10-03T10:19:13.782031
2,el Barri Gòtic,Hotels 4 estr.,2006-05-08T16:25:41,2022-09-17T06:35:37.915516
26,Sant Gervasi - Galvany,Hotels 4 estr.,2006-03-23T17:42:51,2023-02-16T10:48:08.831578
7,la Dreta de l'Eixample,Hotels 1 estr.,1996-09-18T00:00:00,2023-10-03T10:17:38.914165
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:04:05.021040
9,la Nova Esquerra de l'Eixample,Hotels 4 estr.,2001-09-18T00:00:00,2022-09-17T02:26:06.383223
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:43.271102
35,el Guinardó,Hotels 2 estr.,2000-01-12T00:00:00,2022-09-17T02:13:03.003126
69,Diagonal Mar i el Front Marítim del Poblenou,Hotels 4 estr.,2000-06-30T00:00:00,2023-02-16T10:06:00.275626
33,el Baix Guinardó,Hotels 2 estr.,1996-09-17T00:00:00,2023-10-03T10:45:35.275665
2,el Barri Gòtic,Hotels 1 estr.,1996-09-18T00:00:00,2023-10-03T10:03:08.269942
7,la Dreta de l'Eixample,Hotels 5 estr.,1996-09-17T00:00:00,2023-10-03T10:18:43.626639
64,el Camp de l'Arpa del Clot,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:40:58.116557
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:07.997697
7,la Dreta de l'Eixample,Hotels 4 estr.,2005-01-13T14:24:24,2022-09-17T06:21:57.055362
70,el Besòs i el Maresme,Hotels 4 estr.,2009-04-21T14:02:25,2022-09-17T07:11:51.435178
25,Sant Gervasi - la Bonanova,Hotels 3 estr.,2000-05-18T00:00:00,2022-09-17T02:16:39.631928
7,la Dreta de l'Eixample,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:18:01.063402
23,Sarrià,Hotels 2 estr.,1996-09-17T00:00:00,2023-10-03T10:45:07.529962
8,l'Antiga Esquerra de l'Eixample,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:18:50.558034
4,"Sant Pere, Santa Caterina i la Ribera",Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:04:02.790998
9,la Nova Esquerra de l'Eixample,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:18:26.063842
7,la Dreta de l'Eixample,Hotels 5 estr.,1996-09-18T00:00:00,2023-10-03T10:18:01.971639
33,el Baix Guinardó,Hotels 4 estr.,2001-05-18T00:00:00,2022-09-17T02:23:20.363625
26,Sant Gervasi - Galvany,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:40:37.976568
26,Sant Gervasi - Galvany,Hotels 2 estr.,1996-09-17T00:00:00,2023-10-03T10:45:26.293403
4,"Sant Pere, Santa Caterina i la Ribera",Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:03.532405
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:29.091916
71,Provençals del Poblenou,Hotels 2 estr.,2023-07-28T13:21:52.581464,2023-07-28T13:23:19.677889
11,el Poble-sec,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:40:58.761553
2,el Barri Gòtic,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:04.990793
7,la Dreta de l'Eixample,Hotels 3 estr.,1996-09-17T00:00:00,2023-10-03T10:19:15.025046
19,les Corts,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:44:21.277187
68,el Poblenou,Hotels 1 estr.,2013-04-24T17:26:25,2022-09-17T07:53:43.322628
