Codi_Barri,Nom_Barri,Any,Import_Euros
1,el Raval,2022,12551
1,el Raval,2022,10715
1,el Raval,2022,9937
1,el Raval,2022,12214
1,el Raval,2022,10296
1,el Raval,2022,11108
1,el Raval,2022,10309
1,el Raval,2022,8291
1,el Raval,2022,10703
1,el Raval,2022,9147
1,el Raval,2022,9036
1,el Raval,2022,11443
1,el Raval,2022,11552
1,el Raval,2022,10901
1,el Raval,2022,11387
1,el Raval,2022,10953
1,el Raval,2022,9432
1,el Raval,2022,10776
1,el Raval,2022,10830
1,el Raval,2022,15139
1,el Raval,2022,15240
2,el Barri Gòtic,2022,19287
2,el Barri Gòtic,2022,15904
2,el Barri Gòtic,2022,14845
2,el Barri Gòtic,2022,10510
2,el Barri Gòtic,2022,13737
2,el Barri Gòtic,2022,15029
2,el Barri Gòtic,2022,12481
2,el Barri Gòtic,2022,12469
2,el Barri Gòtic,2022,12030
3,la Barceloneta,2022,15532
3,la Barceloneta,2022,13394
3,la Barceloneta,2022,13482
3,la Barceloneta,2022,13613
3,la Barceloneta,2022,14159
3,la Barceloneta,2022,14693
3,la Barceloneta,2022,12656
3,la Barceloneta,2022,14080
3,la Barceloneta,2022,15078
3,la Barceloneta,2022,13280
3,la Barceloneta,2022,14731
4,"Sant Pere, Santa Caterina i la Ribera",2022,19719
4,"Sant Pere, Santa Caterina i la Ribera",2022,16259
4,"Sant Pere, Santa Caterina i la Ribera",2022,15297
4,"Sant Pere, Santa Caterina i la Ribera",2022,13810
4,"Sant Pere, Santa Caterina i la Ribera",2022,15624
4,"Sant Pere, Santa Caterina i la Ribera",2022,11647
4,"Sant Pere, Santa Caterina i la Ribera",2022,14619
4,"Sant Pere, Santa Caterina i la Ribera",2022,13534
4,"Sant Pere, Santa Caterina i la Ribera",2022,13665
4,"Sant Pere, Santa Caterina i la Ribera",2022,19034
4,"Sant Pere, Santa Caterina i la Ribera",2022,13765
4,"Sant Pere, Santa Caterina i la Ribera",2022,14758
4,"Sant Pere, Santa Caterina i la Ribera",2022,18412
5,el Fort Pienc,2022,17933
5,el Fort Pienc,2022,19019
5,el Fort Pienc,2022,21335
5,el Fort Pienc,2022,16531
5,el Fort Pienc,2022,20296
5,el Fort Pienc,2022,20937
5,el Fort Pienc,2022,23045
5,el Fort Pienc,2022,20725
5,el Fort Pienc,2022,19911
5,el Fort Pienc,2022,18516
5,el Fort Pienc,2022,19653
5,el Fort Pienc,2022,16416
5,el Fort Pienc,2022,17082
5,el Fort Pienc,2022,15988
5,el Fort Pienc,2022,16149
5,el Fort Pienc,2022,21013
5,el Fort Pienc,2022,21296
5,el Fort Pienc,2022,20625
5,el Fort Pienc,2022,19337
5,el Fort Pienc,2022,18059
6,la Sagrada Família,2022,18468
6,la Sagrada Família,2022,18928
6,la Sagrada Família,2022,19440
6,la Sagrada Família,2022,17186
6,la Sagrada Família,2022,17754
6,la Sagrada Família,2022,18005
6,la Sagrada Família,2022,18438
6,la Sagrada Família,2022,18367
6,la Sagrada Família,2022,18702
6,la Sagrada Família,2022,15609
6,la Sagrada Família,2022,20248
6,la Sagrada Família,2022,19674
6,la Sagrada Família,2022,18900
6,la Sagrada Família,2022,17209
6,la Sagrada Família,2022,20008
6,la Sagrada Família,2022,20632
6,la Sagrada Família,2022,21612
6,la Sagrada Família,2022,20868
6,la Sagrada Família,2022,18329
6,la Sagrada Família,2022,16444
6,la Sagrada Família,2022,18547
6,la Sagrada Família,2022,20863
6,la Sagrada Família,2022,19516
6,la Sagrada Família,2022,16881
6,la Sagrada Família,2022,20200
6,la Sagrada Família,2022,17007
6,la Sagrada Família,2022,18239
6,la Sagrada Família,2022,17771
6,la Sagrada Família,2022,17545
6,la Sagrada Família,2022,18491
6,la Sagrada Família,2022,16481
6,la Sagrada Família,2022,19154
6,la Sagrada Família,2022,19573
6,la Sagrada Família,2022,19388
7,la Dreta de l'Eixample,2022,20445
19,les Corts,2022,23761
7,la Dreta de l'Eixample,2022,20737
7,la Dreta de l'Eixample,2022,25636
7,la Dreta de l'Eixample,2022,23306
7,la Dreta de l'Eixample,2022,23195
7,la Dreta de l'Eixample,2022,21540
7,la Dreta de l'Eixample,2022,19849
7,la Dreta de l'Eixample,2022,23161
7,la Dreta de l'Eixample,2022,27244
7,la Dreta de l'Eixample,2022,27497
7,la Dreta de l'Eixample,2022,20692
7,la Dreta de l'Eixample,2022,21195
7,la Dreta de l'Eixample,2022,19030
7,la Dreta de l'Eixample,2022,19626
7,la Dreta de l'Eixample,2022,22385
7,la Dreta de l'Eixample,2022,23770
7,la Dreta de l'Eixample,2022,24664
7,la Dreta de l'Eixample,2022,26310
7,la Dreta de l'Eixample,2022,23724
7,la Dreta de l'Eixample,2022,25788
7,la Dreta de l'Eixample,2022,23374
7,la Dreta de l'Eixample,2022,26807
7,la Dreta de l'Eixample,2022,22220
7,la Dreta de l'Eixample,2022,24597
7,la Dreta de l'Eixample,2022,28148
7,la Dreta de l'Eixample,2022,24917
7,la Dreta de l'Eixample,2022,26267
7,la Dreta de l'Eixample,2022,28514
7,la Dreta de l'Eixample,2022,28846
8,l'Antiga Esquerra de l'Eixample,2022,23283
8,l'Antiga Esquerra de l'Eixample,2022,23564
8,l'Antiga Esquerra de l'Eixample,2022,25124
8,l'Antiga Esquerra de l'Eixample,2022,22670
8,l'Antiga Esquerra de l'Eixample,2022,24489
8,l'Antiga Esquerra de l'Eixample,2022,22966
8,l'Antiga Esquerra de l'Eixample,2022,20891
8,l'Antiga Esquerra de l'Eixample,2022,21763
8,l'Antiga Esquerra de l'Eixample,2022,21086
8,l'Antiga Esquerra de l'Eixample,2022,21306
8,l'Antiga Esquerra de l'Eixample,2022,21875
8,l'Antiga Esquerra de l'Eixample,2022,21608
8,l'Antiga Esquerra de l'Eixample,2022,19754
8,l'Antiga Esquerra de l'Eixample,2022,19923
8,l'Antiga Esquerra de l'Eixample,2022,22495
8,l'Antiga Esquerra de l'Eixample,2022,23186
8,l'Antiga Esquerra de l'Eixample,2022,22180
8,l'Antiga Esquerra de l'Eixample,2022,21523
8,l'Antiga Esquerra de l'Eixample,2022,25221
8,l'Antiga Esquerra de l'Eixample,2022,18512
8,l'Antiga Esquerra de l'Eixample,2022,23085
8,l'Antiga Esquerra de l'Eixample,2022,19338
8,l'Antiga Esquerra de l'Eixample,2022,24466
8,l'Antiga Esquerra de l'Eixample,2022,24473
8,l'Antiga Esquerra de l'Eixample,2022,25292
8,l'Antiga Esquerra de l'Eixample,2022,26362
9,la Nova Esquerra de l'Eixample,2022,20865
9,la Nova Esquerra de l'Eixample,2022,20801
9,la Nova Esquerra de l'Eixample,2022,26051
9,la Nova Esquerra de l'Eixample,2022,24800
9,la Nova Esquerra de l'Eixample,2022,21272
9,la Nova Esquerra de l'Eixample,2022,19585
9,la Nova Esquerra de l'Eixample,2022,24287
9,la Nova Esquerra de l'Eixample,2022,20244
9,la Nova Esquerra de l'Eixample,2022,23707
9,la Nova Esquerra de l'Eixample,2022,22443
9,la Nova Esquerra de l'Eixample,2022,20564
9,la Nova Esquerra de l'Eixample,2022,22931
9,la Nova Esquerra de l'Eixample,2022,23418
9,la Nova Esquerra de l'Eixample,2022,20187
10,Sant Antoni,2022,17667
9,la Nova Esquerra de l'Eixample,2022,21934
9,la Nova Esquerra de l'Eixample,2022,20970
9,la Nova Esquerra de l'Eixample,2022,22433
9,la Nova Esquerra de l'Eixample,2022,19771
9,la Nova Esquerra de l'Eixample,2022,19179
9,la Nova Esquerra de l'Eixample,2022,20206
9,la Nova Esquerra de l'Eixample,2022,28734
9,la Nova Esquerra de l'Eixample,2022,20749
9,la Nova Esquerra de l'Eixample,2022,20926
9,la Nova Esquerra de l'Eixample,2022,20828
9,la Nova Esquerra de l'Eixample,2022,19320
9,la Nova Esquerra de l'Eixample,2022,18307
9,la Nova Esquerra de l'Eixample,2022,20511
9,la Nova Esquerra de l'Eixample,2022,18125
9,la Nova Esquerra de l'Eixample,2022,20514
9,la Nova Esquerra de l'Eixample,2022,19477
9,la Nova Esquerra de l'Eixample,2022,20282
9,la Nova Esquerra de l'Eixample,2022,18964
9,la Nova Esquerra de l'Eixample,2022,17617
9,la Nova Esquerra de l'Eixample,2022,19780
9,la Nova Esquerra de l'Eixample,2022,21458
9,la Nova Esquerra de l'Eixample,2022,19195
9,la Nova Esquerra de l'Eixample,2022,18794
9,la Nova Esquerra de l'Eixample,2022,18757
9,la Nova Esquerra de l'Eixample,2022,21273
9,la Nova Esquerra de l'Eixample,2022,16465
10,Sant Antoni,2022,16973
10,Sant Antoni,2022,19515
10,Sant Antoni,2022,21188
10,Sant Antoni,2022,20894
10,Sant Antoni,2022,16007
10,Sant Antoni,2022,17507
10,Sant Antoni,2022,19829
10,Sant Antoni,2022,18509
10,Sant Antoni,2022,18382
10,Sant Antoni,2022,21124
10,Sant Antoni,2022,18916
10,Sant Antoni,2022,17348
10,Sant Antoni,2022,20167
10,Sant Antoni,2022,19055
10,Sant Antoni,2022,19725
10,Sant Antoni,2022,18076
10,Sant Antoni,2022,19007
10,Sant Antoni,2022,18345
10,Sant Antoni,2022,19018
10,Sant Antoni,2022,18882
10,Sant Antoni,2022,16439
10,Sant Antoni,2022,17377
10,Sant Antoni,2022,18746
11,el Poble Sec,2022,15862
11,el Poble Sec,2022,14589
11,el Poble Sec,2022,13788
11,el Poble Sec,2022,16680
11,el Poble Sec,2022,14786
11,el Poble Sec,2022,14902
11,el Poble Sec,2022,14238
11,el Poble Sec,2022,14300
11,el Poble Sec,2022,15390
11,el Poble Sec,2022,13555
11,el Poble Sec,2022,12299
11,el Poble Sec,2022,14364
11,el Poble Sec,2022,13403
11,el Poble Sec,2022,13247
11,el Poble Sec,2022,13794
11,el Poble Sec,2022,13557
11,el Poble Sec,2022,12964
11,el Poble Sec,2022,14281
11,el Poble Sec,2022,13576
11,el Poble Sec,2022,16028
11,el Poble Sec,2022,16231
11,el Poble Sec,2022,15819
11,el Poble Sec,2022,13696
11,el Poble Sec,2022,13670
12,la Marina del Prat Vermell,2022,12529
13,la Marina de Port,2022,14756
13,la Marina de Port,2022,15650
13,la Marina de Port,2022,17225
13,la Marina de Port,2022,13990
13,la Marina de Port,2022,15260
13,la Marina de Port,2022,14441
13,la Marina de Port,2022,12569
13,la Marina de Port,2022,11469
13,la Marina de Port,2022,14373
13,la Marina de Port,2022,15421
13,la Marina de Port,2022,16537
13,la Marina de Port,2022,16232
13,la Marina de Port,2022,11990
13,la Marina de Port,2022,11148
14,la Font de la Guatlla,2022,19163
14,la Font de la Guatlla,2022,16194
14,la Font de la Guatlla,2022,16364
14,la Font de la Guatlla,2022,17278
14,la Font de la Guatlla,2022,15672
14,la Font de la Guatlla,2022,16810
14,la Font de la Guatlla,2022,19760
15,Hostafrancs,2022,15838
15,Hostafrancs,2022,20352
15,Hostafrancs,2022,17105
15,Hostafrancs,2022,17743
15,Hostafrancs,2022,14179
15,Hostafrancs,2022,15744
15,Hostafrancs,2022,14806
15,Hostafrancs,2022,17714
15,Hostafrancs,2022,16735
15,Hostafrancs,2022,15955
16,la Bordeta,2022,16272
16,la Bordeta,2022,20476
16,la Bordeta,2022,15522
16,la Bordeta,2022,18776
16,la Bordeta,2022,16203
16,la Bordeta,2022,16587
16,la Bordeta,2022,16190
16,la Bordeta,2022,16987
16,la Bordeta,2022,17058
16,la Bordeta,2022,15224
16,la Bordeta,2022,17000
16,la Bordeta,2022,14777
16,la Bordeta,2022,17547
17,Sants-Badal,2022,14204
17,Sants-Badal,2022,14399
17,Sants-Badal,2022,14622
17,Sants-Badal,2022,17174
17,Sants-Badal,2022,16363
17,Sants-Badal,2022,15018
17,Sants-Badal,2022,15509
17,Sants-Badal,2022,15543
17,Sants-Badal,2022,14780
17,Sants-Badal,2022,14495
17,Sants-Badal,2022,16015
17,Sants-Badal,2022,16423
17,Sants-Badal,2022,18684
17,Sants-Badal,2022,17304
17,Sants-Badal,2022,17751
17,Sants-Badal,2022,19314
18,Sants,2022,21194
18,Sants,2022,19750
18,Sants,2022,17797
18,Sants,2022,19060
18,Sants,2022,20585
18,Sants,2022,18336
18,Sants,2022,17688
18,Sants,2022,18653
18,Sants,2022,19036
18,Sants,2022,17781
18,Sants,2022,15951
18,Sants,2022,13048
18,Sants,2022,14757
18,Sants,2022,17083
18,Sants,2022,17047
18,Sants,2022,16709
18,Sants,2022,17091
18,Sants,2022,17367
18,Sants,2022,16540
18,Sants,2022,16198
18,Sants,2022,17255
18,Sants,2022,17236
18,Sants,2022,17069
18,Sants,2022,18169
18,Sants,2022,18478
18,Sants,2022,18718
18,Sants,2022,19882
18,Sants,2022,23793
18,Sants,2022,22436
13,la Marina de Port,2022,15209
13,la Marina de Port,2022,14166
13,la Marina de Port,2022,12073
19,les Corts,2022,20112
19,les Corts,2022,21695
19,les Corts,2022,21606
19,les Corts,2022,20094
19,les Corts,2022,20483
19,les Corts,2022,21019
19,les Corts,2022,19135
19,les Corts,2022,18567
19,les Corts,2022,20798
19,les Corts,2022,24435
19,les Corts,2022,23363
19,les Corts,2022,24453
19,les Corts,2022,23595
19,les Corts,2022,21978
19,les Corts,2022,24205
19,les Corts,2022,23387
19,les Corts,2022,24800
19,les Corts,2022,28831
19,les Corts,2022,24567
19,les Corts,2022,27820
19,les Corts,2022,22615
19,les Corts,2022,32986
19,les Corts,2022,34765
19,les Corts,2022,22890
19,les Corts,2022,22476
19,les Corts,2022,23851
19,les Corts,2022,21454
19,les Corts,2022,25953
19,les Corts,2022,24132
19,les Corts,2022,21221
19,les Corts,2022,20508
19,les Corts,2022,20206
19,les Corts,2022,25026
19,les Corts,2022,22923
20,la Maternitat i Sant Ramon,2022,19218
20,la Maternitat i Sant Ramon,2022,20424
20,la Maternitat i Sant Ramon,2022,20117
20,la Maternitat i Sant Ramon,2022,19023
20,la Maternitat i Sant Ramon,2022,16067
20,la Maternitat i Sant Ramon,2022,17152
20,la Maternitat i Sant Ramon,2022,16062
20,la Maternitat i Sant Ramon,2022,23558
20,la Maternitat i Sant Ramon,2022,18188
20,la Maternitat i Sant Ramon,2022,18519
20,la Maternitat i Sant Ramon,2022,25273
20,la Maternitat i Sant Ramon,2022,21233
20,la Maternitat i Sant Ramon,2022,22929
20,la Maternitat i Sant Ramon,2022,31161
21,Pedralbes,2022,34765
21,Pedralbes,2022,25051
21,Pedralbes,2022,34765
21,Pedralbes,2022,21547
21,Pedralbes,2022,29872
21,Pedralbes,2022,34765
21,Pedralbes,2022,34765
20,la Maternitat i Sant Ramon,2022,24827
22,"Vallvidrera, el Tibidabo i les Planes",2022,17841
22,"Vallvidrera, el Tibidabo i les Planes",2022,27126
22,"Vallvidrera, el Tibidabo i les Planes",2022,26437
23,Sarrià,2022,34765
23,Sarrià,2022,26669
23,Sarrià,2022,34765
23,Sarrià,2022,28635
23,Sarrià,2022,34765
23,Sarrià,2022,26100
23,Sarrià,2022,24335
23,Sarrià,2022,25933
23,Sarrià,2022,23950
23,Sarrià,2022,27817
23,Sarrià,2022,30027
23,Sarrià,2022,26270
23,Sarrià,2022,21666
23,Sarrià,2022,34765
23,Sarrià,2022,25437
23,Sarrià,2022,32355
24,les Tres Torres,2022,31576
24,les Tres Torres,2022,34765
24,les Tres Torres,2022,34765
24,les Tres Torres,2022,22821
24,les Tres Torres,2022,34334
24,les Tres Torres,2022,34765
24,les Tres Torres,2022,34765
24,les Tres Torres,2022,34765
24,les Tres Torres,2022,34638
31,la Vila de Gràcia,2022,18631
24,les Tres Torres,2022,34765
24,les Tres Torres,2022,34765
25,Sant Gervasi- la Bonanova,2022,34765
25,Sant Gervasi- la Bonanova,2022,34765
25,Sant Gervasi- la Bonanova,2022,32784
25,Sant Gervasi- la Bonanova,2022,26250
25,Sant Gervasi- la Bonanova,2022,34765
25,Sant Gervasi- la Bonanova,2022,32181
25,Sant Gervasi- la Bonanova,2022,20266
25,Sant Gervasi- la Bonanova,2022,23331
25,Sant Gervasi- la Bonanova,2022,30420
25,Sant Gervasi- la Bonanova,2022,23078
25,Sant Gervasi- la Bonanova,2022,25921
25,Sant Gervasi- la Bonanova,2022,26736
25,Sant Gervasi- la Bonanova,2022,23574
25,Sant Gervasi- la Bonanova,2022,24686
25,Sant Gervasi- la Bonanova,2022,30408
25,Sant Gervasi- la Bonanova,2022,34765
25,Sant Gervasi- la Bonanova,2022,29204
25,Sant Gervasi- la Bonanova,2022,32669
26,Sant Gervasi- Galvany,2022,34088
26,Sant Gervasi- Galvany,2022,26406
26,Sant Gervasi- Galvany,2022,31709
26,Sant Gervasi- Galvany,2022,34765
26,Sant Gervasi- Galvany,2022,34765
26,Sant Gervasi- Galvany,2022,34765
26,Sant Gervasi- Galvany,2022,34765
26,Sant Gervasi- Galvany,2022,31537
26,Sant Gervasi- Galvany,2022,34765
26,Sant Gervasi- Galvany,2022,34765
26,Sant Gervasi- Galvany,2022,29106
26,Sant Gervasi- Galvany,2022,34765
26,Sant Gervasi- Galvany,2022,26184
26,Sant Gervasi- Galvany,2022,31252
26,Sant Gervasi- Galvany,2022,30886
26,Sant Gervasi- Galvany,2022,30658
26,Sant Gervasi- Galvany,2022,25681
26,Sant Gervasi- Galvany,2022,30635
26,Sant Gervasi- Galvany,2022,28470
26,Sant Gervasi- Galvany,2022,26182
26,Sant Gervasi- Galvany,2022,25440
26,Sant Gervasi- Galvany,2022,24134
26,Sant Gervasi- Galvany,2022,23788
26,Sant Gervasi- Galvany,2022,25491
26,Sant Gervasi- Galvany,2022,23903
26,Sant Gervasi- Galvany,2022,28797
26,Sant Gervasi- Galvany,2022,25000
26,Sant Gervasi- Galvany,2022,26487
26,Sant Gervasi- Galvany,2022,28128
26,Sant Gervasi- Galvany,2022,28982
26,Sant Gervasi- Galvany,2022,25605
27,el Putxet i el Farró,2022,24575
27,el Putxet i el Farró,2022,23078
27,el Putxet i el Farró,2022,22720
27,el Putxet i el Farró,2022,23353
27,el Putxet i el Farró,2022,23306
27,el Putxet i el Farró,2022,20865
27,el Putxet i el Farró,2022,22648
27,el Putxet i el Farró,2022,23720
27,el Putxet i el Farró,2022,24458
27,el Putxet i el Farró,2022,24315
27,el Putxet i el Farró,2022,22860
27,el Putxet i el Farró,2022,20261
27,el Putxet i el Farró,2022,29786
27,el Putxet i el Farró,2022,25536
27,el Putxet i el Farró,2022,27970
27,el Putxet i el Farró,2022,22471
27,el Putxet i el Farró,2022,21575
27,el Putxet i el Farró,2022,22901
27,el Putxet i el Farró,2022,22738
28,Vallcarca i els Penitents,2022,18437
28,Vallcarca i els Penitents,2022,19786
28,Vallcarca i els Penitents,2022,17396
28,Vallcarca i els Penitents,2022,20428
28,Vallcarca i els Penitents,2022,25693
28,Vallcarca i els Penitents,2022,21756
28,Vallcarca i els Penitents,2022,19455
28,Vallcarca i els Penitents,2022,26136
28,Vallcarca i els Penitents,2022,23746
28,Vallcarca i els Penitents,2022,22289
28,Vallcarca i els Penitents,2022,24189
29,el Coll,2022,18878
29,el Coll,2022,16675
29,el Coll,2022,16418
29,el Coll,2022,15632
29,el Coll,2022,16744
30,la Salut,2022,17973
30,la Salut,2022,18465
30,la Salut,2022,20277
30,la Salut,2022,22343
30,la Salut,2022,20209
30,la Salut,2022,22902
30,la Salut,2022,19853
30,la Salut,2022,22165
30,la Salut,2022,21054
30,la Salut,2022,21503
31,la Vila de Gràcia,2022,17534
31,la Vila de Gràcia,2022,20787
31,la Vila de Gràcia,2022,17996
31,la Vila de Gràcia,2022,19524
45,Porta,2022,12695
31,la Vila de Gràcia,2022,19715
31,la Vila de Gràcia,2022,18713
31,la Vila de Gràcia,2022,23000
31,la Vila de Gràcia,2022,21263
31,la Vila de Gràcia,2022,20533
31,la Vila de Gràcia,2022,18926
31,la Vila de Gràcia,2022,18307
31,la Vila de Gràcia,2022,21123
31,la Vila de Gràcia,2022,20811
31,la Vila de Gràcia,2022,21853
31,la Vila de Gràcia,2022,21640
31,la Vila de Gràcia,2022,25146
31,la Vila de Gràcia,2022,20873
31,la Vila de Gràcia,2022,19198
31,la Vila de Gràcia,2022,18013
31,la Vila de Gràcia,2022,18652
31,la Vila de Gràcia,2022,19619
31,la Vila de Gràcia,2022,17172
31,la Vila de Gràcia,2022,19954
31,la Vila de Gràcia,2022,19662
31,la Vila de Gràcia,2022,20140
31,la Vila de Gràcia,2022,18098
31,la Vila de Gràcia,2022,19922
31,la Vila de Gràcia,2022,18512
31,la Vila de Gràcia,2022,17630
31,la Vila de Gràcia,2022,20062
31,la Vila de Gràcia,2022,18702
31,la Vila de Gràcia,2022,18255
31,la Vila de Gràcia,2022,18070
31,la Vila de Gràcia,2022,17666
31,la Vila de Gràcia,2022,18446
32,el Camp d'en Grassot i Gràcia Nova,2022,19931
32,el Camp d'en Grassot i Gràcia Nova,2022,21626
32,el Camp d'en Grassot i Gràcia Nova,2022,21115
32,el Camp d'en Grassot i Gràcia Nova,2022,19511
32,el Camp d'en Grassot i Gràcia Nova,2022,22239
32,el Camp d'en Grassot i Gràcia Nova,2022,20890
32,el Camp d'en Grassot i Gràcia Nova,2022,18980
32,el Camp d'en Grassot i Gràcia Nova,2022,20293
32,el Camp d'en Grassot i Gràcia Nova,2022,22958
32,el Camp d'en Grassot i Gràcia Nova,2022,19662
32,el Camp d'en Grassot i Gràcia Nova,2022,19151
32,el Camp d'en Grassot i Gràcia Nova,2022,22477
32,el Camp d'en Grassot i Gràcia Nova,2022,21088
32,el Camp d'en Grassot i Gràcia Nova,2022,18283
32,el Camp d'en Grassot i Gràcia Nova,2022,18504
32,el Camp d'en Grassot i Gràcia Nova,2022,19906
32,el Camp d'en Grassot i Gràcia Nova,2022,19213
32,el Camp d'en Grassot i Gràcia Nova,2022,19376
32,el Camp d'en Grassot i Gràcia Nova,2022,19839
32,el Camp d'en Grassot i Gràcia Nova,2022,21408
32,el Camp d'en Grassot i Gràcia Nova,2022,19397
32,el Camp d'en Grassot i Gràcia Nova,2022,20755
32,el Camp d'en Grassot i Gràcia Nova,2022,23395
32,el Camp d'en Grassot i Gràcia Nova,2022,22742
32,el Camp d'en Grassot i Gràcia Nova,2022,19798
33,el Baix Guinardó,2022,20350
33,el Baix Guinardó,2022,18197
33,el Baix Guinardó,2022,18735
33,el Baix Guinardó,2022,17020
33,el Baix Guinardó,2022,17651
33,el Baix Guinardó,2022,19474
33,el Baix Guinardó,2022,17364
33,el Baix Guinardó,2022,18496
33,el Baix Guinardó,2022,17135
33,el Baix Guinardó,2022,19357
33,el Baix Guinardó,2022,17618
33,el Baix Guinardó,2022,16813
33,el Baix Guinardó,2022,19488
33,el Baix Guinardó,2022,15951
33,el Baix Guinardó,2022,16173
33,el Baix Guinardó,2022,19850
33,el Baix Guinardó,2022,17201
33,el Baix Guinardó,2022,16342
33,el Baix Guinardó,2022,17923
34,Can Baró,2022,15735
34,Can Baró,2022,19891
34,Can Baró,2022,17202
34,Can Baró,2022,15136
34,Can Baró,2022,16336
34,Can Baró,2022,15545
34,Can Baró,2022,16417
35,el Guinardó,2022,15460
35,el Guinardó,2022,16938
35,el Guinardó,2022,18647
35,el Guinardó,2022,15405
35,el Guinardó,2022,14840
35,el Guinardó,2022,16790
35,el Guinardó,2022,17710
35,el Guinardó,2022,19188
35,el Guinardó,2022,19280
35,el Guinardó,2022,19535
35,el Guinardó,2022,17122
35,el Guinardó,2022,17046
35,el Guinardó,2022,18311
35,el Guinardó,2022,17703
35,el Guinardó,2022,16165
35,el Guinardó,2022,17455
35,el Guinardó,2022,17679
35,el Guinardó,2022,18686
35,el Guinardó,2022,16412
35,el Guinardó,2022,16741
35,el Guinardó,2022,16498
35,el Guinardó,2022,17377
35,el Guinardó,2022,17130
35,el Guinardó,2022,16523
35,el Guinardó,2022,16971
36,la Font d'en Fargues,2022,21956
36,la Font d'en Fargues,2022,18764
36,la Font d'en Fargues,2022,23089
36,la Font d'en Fargues,2022,25507
36,la Font d'en Fargues,2022,18900
36,la Font d'en Fargues,2022,19080
36,la Font d'en Fargues,2022,18352
37,el Carmel,2022,13934
37,el Carmel,2022,13725
37,el Carmel,2022,14378
37,el Carmel,2022,14203
37,el Carmel,2022,12177
37,el Carmel,2022,12723
37,el Carmel,2022,11529
37,el Carmel,2022,12106
37,el Carmel,2022,12029
37,el Carmel,2022,11498
37,el Carmel,2022,12102
37,el Carmel,2022,12595
37,el Carmel,2022,14342
37,el Carmel,2022,13753
37,el Carmel,2022,12556
37,el Carmel,2022,12853
37,el Carmel,2022,12395
37,el Carmel,2022,12933
37,el Carmel,2022,12561
37,el Carmel,2022,12600
37,el Carmel,2022,12520
37,el Carmel,2022,13441
38,la Teixonera,2022,14777
38,la Teixonera,2022,13780
38,la Teixonera,2022,13185
38,la Teixonera,2022,13755
38,la Teixonera,2022,14457
38,la Teixonera,2022,13416
38,la Teixonera,2022,14573
38,la Teixonera,2022,14084
39,Sant Genís dels Agudells,2022,16518
39,Sant Genís dels Agudells,2022,14934
39,Sant Genís dels Agudells,2022,15502
39,Sant Genís dels Agudells,2022,11833
39,Sant Genís dels Agudells,2022,14616
40,Montbau,2022,16101
40,Montbau,2022,16266
40,Montbau,2022,15086
40,Montbau,2022,18896
41,la Vall d'Hebron,2022,21745
41,la Vall d'Hebron,2022,19066
41,la Vall d'Hebron,2022,16817
41,la Vall d'Hebron,2022,17038
42,la Clota,2022,16063
43,Horta,2022,15336
43,Horta,2022,14558
43,Horta,2022,18480
43,Horta,2022,17216
43,Horta,2022,19997
43,Horta,2022,17398
43,Horta,2022,14478
43,Horta,2022,17676
43,Horta,2022,20010
43,Horta,2022,17437
43,Horta,2022,15241
43,Horta,2022,18106
43,Horta,2022,20657
43,Horta,2022,16610
43,Horta,2022,17932
43,Horta,2022,17360
43,Horta,2022,14926
43,Horta,2022,15698
43,Horta,2022,13902
43,Horta,2022,16328
43,Horta,2022,17797
44,Vilapicina i la Torre Llobeta,2022,15997
44,Vilapicina i la Torre Llobeta,2022,17446
44,Vilapicina i la Torre Llobeta,2022,15735
44,Vilapicina i la Torre Llobeta,2022,14756
44,Vilapicina i la Torre Llobeta,2022,16243
44,Vilapicina i la Torre Llobeta,2022,15922
44,Vilapicina i la Torre Llobeta,2022,16997
44,Vilapicina i la Torre Llobeta,2022,16651
44,Vilapicina i la Torre Llobeta,2022,14885
44,Vilapicina i la Torre Llobeta,2022,18209
44,Vilapicina i la Torre Llobeta,2022,17128
44,Vilapicina i la Torre Llobeta,2022,16780
44,Vilapicina i la Torre Llobeta,2022,15859
44,Vilapicina i la Torre Llobeta,2022,14738
44,Vilapicina i la Torre Llobeta,2022,13981
44,Vilapicina i la Torre Llobeta,2022,15995
44,Vilapicina i la Torre Llobeta,2022,17155
44,Vilapicina i la Torre Llobeta,2022,15934
44,Vilapicina i la Torre Llobeta,2022,14370
45,Porta,2022,15213
45,Porta,2022,16088
45,Porta,2022,15878
45,Porta,2022,14091
45,Porta,2022,14665
45,Porta,2022,13405
45,Porta,2022,15793
45,Porta,2022,17195
45,Porta,2022,14581
45,Porta,2022,13017
45,Porta,2022,14067
45,Porta,2022,14826
45,Porta,2022,15311
45,Porta,2022,12333
45,Porta,2022,14624
45,Porta,2022,11982
45,Porta,2022,13664
46,el Turó de la Peira,2022,12569
46,el Turó de la Peira,2022,13346
46,el Turó de la Peira,2022,11545
46,el Turó de la Peira,2022,9836
46,el Turó de la Peira,2022,15238
46,el Turó de la Peira,2022,14159
46,el Turó de la Peira,2022,11674
46,el Turó de la Peira,2022,11488
46,el Turó de la Peira,2022,12837
46,el Turó de la Peira,2022,10831
47,Can Peguera,2022,10415
47,Can Peguera,2022,12690
48,la Guineueta,2022,18342
48,la Guineueta,2022,16380
48,la Guineueta,2022,15703
48,la Guineueta,2022,17618
48,la Guineueta,2022,15689
48,la Guineueta,2022,19660
48,la Guineueta,2022,14348
