Codi_Barri,Nom_Barri,Any,Tipus_Equipament,Indicador,Valor
11,el Poble-sec,2017,Arts escèniques,Aforament,19131
11,el Poble-sec,2017,Arts escèniques,Entrades_Venudes,13153
11,el Poble-sec,2017,Arts escèniques,Espectacles,10
11,el Poble-sec,2017,Arts escèniques,Espectadors,15916
11,el Poble-sec,2017,Arts escèniques,Funcions,125
31,la Vila de Gràcia,2017,Arts escèniques,Aforament,34860
31,la Vila de Gràcia,2017,Arts escèniques,Entrades_Venudes,27784
31,la Vila de Gràcia,2017,Arts escèniques,Espectacles,14
31,la Vila de Gràcia,2017,Arts escèniques,Espectadors,32307
31,la Vila de Gràcia,2017,Arts escèniques,Funcions,193
11,el Poble-sec,2017,Arts escèniques,Aforament,63522
11,el Poble-sec,2017,Arts escèniques,Entrades_Venudes,47419
11,el Poble-sec,2017,Arts escèniques,Espectacles,18
11,el Poble-sec,2017,Arts escèniques,Espectadors,53454
11,el Poble-sec,2017,Arts escèniques,Funcions,191
05,el Fort Pienc,2017,Arts escèniques,Aforament,1000
05,el Fort Pienc,2017,Arts escèniques,Entrades_Venudes,985
05,el Fort Pienc,2017,Arts escèniques,Espectacles,1
05,el Fort Pienc,2017,Arts escèniques,Espectadors,997
05,el Fort Pienc,2017,Arts escèniques,Funcions,200
05,el Fort Pienc,2017,Arts escèniques,Aforament,98658
05,el Fort Pienc,2017,Arts escèniques,Entrades_Venudes,70411
05,el Fort Pienc,2017,Arts escèniques,Espectacles,9
05,el Fort Pienc,2017,Arts escèniques,Espectadors,78388
05,el Fort Pienc,2017,Arts escèniques,Funcions,118
05,el Fort Pienc,2017,Arts escèniques,Aforament,29924
05,el Fort Pienc,2017,Arts escèniques,Entrades_Venudes,17251
05,el Fort Pienc,2017,Arts escèniques,Espectacles,9
05,el Fort Pienc,2017,Arts escèniques,Espectadors,21466
05,el Fort Pienc,2017,Arts escèniques,Funcions,115
05,el Fort Pienc,2017,Arts escèniques,Aforament,14251
05,el Fort Pienc,2017,Arts escèniques,Entrades_Venudes,7457
05,el Fort Pienc,2017,Arts escèniques,Espectacles,10
05,el Fort Pienc,2017,Arts escèniques,Espectadors,10905
05,el Fort Pienc,2017,Arts escèniques,Funcions,73
01,el Raval,2017,Arts escèniques,Aforament,288345
01,el Raval,2017,Arts escèniques,Entrades_Venudes,113249
01,el Raval,2017,Arts escèniques,Espectacles,27
01,el Raval,2017,Arts escèniques,Espectadors,130604
01,el Raval,2017,Arts escèniques,Funcions,409
01,el Raval,2017,Arts escèniques,Aforament,163650
01,el Raval,2017,Arts escèniques,Entrades_Venudes,68420
01,el Raval,2017,Arts escèniques,Espectacles,20
01,el Raval,2017,Arts escèniques,Espectadors,80932
01,el Raval,2017,Arts escèniques,Funcions,324
01,el Raval,2017,Arts escèniques,Aforament,7092
01,el Raval,2017,Arts escèniques,Entrades_Venudes,4008
01,el Raval,2017,Arts escèniques,Espectacles,36
01,el Raval,2017,Arts escèniques,Espectadors,4504
01,el Raval,2017,Arts escèniques,Funcions,184
01,el Raval,2017,Arts escèniques,Aforament,37307
01,el Raval,2017,Arts escèniques,Entrades_Venudes,16509
01,el Raval,2017,Arts escèniques,Espectacles,37
01,el Raval,2017,Arts escèniques,Espectadors,19660
01,el Raval,2017,Arts escèniques,Funcions,361
07,la Dreta de Eixample,2017,Arts escèniques,Aforament,356163
07,la Dreta de Eixample,2017,Arts escèniques,Entrades_Venudes,244791
07,la Dreta de Eixample,2017,Arts escèniques,Espectacles,26
07,la Dreta de Eixample,2017,Arts escèniques,Espectadors,256163
07,la Dreta de Eixample,2017,Arts escèniques,Funcions,261
11,el Poble-sec,2017,Arts escèniques,Aforament,317212
11,el Poble-sec,2017,Arts escèniques,Entrades_Venudes,141668
11,el Poble-sec,2017,Arts escèniques,Espectacles,10
11,el Poble-sec,2017,Arts escèniques,Espectadors,161447
11,el Poble-sec,2017,Arts escèniques,Funcions,282
31,la Vila de Gràcia,2017,Arts escèniques,Aforament,42243
31,la Vila de Gràcia,2017,Arts escèniques,Entrades_Venudes,12687
31,la Vila de Gràcia,2017,Arts escèniques,Espectacles,21
31,la Vila de Gràcia,2017,Arts escèniques,Espectadors,13786
31,la Vila de Gràcia,2017,Arts escèniques,Funcions,385
31,la Vila de Gràcia,2017,Arts escèniques,Aforament,161802
31,la Vila de Gràcia,2017,Arts escèniques,Entrades_Venudes,63231
31,la Vila de Gràcia,2017,Arts escèniques,Espectacles,21
31,la Vila de Gràcia,2017,Arts escèniques,Espectadors,67074
31,la Vila de Gràcia,2017,Arts escèniques,Funcions,447
31,la Vila de Gràcia,2016,Arts escèniques,Aforament,24150
31,la Vila de Gràcia,2016,Arts escèniques,Entrades_Venudes,7815
31,la Vila de Gràcia,2016,Arts escèniques,Espectacles,16
31,la Vila de Gràcia,2016,Arts escèniques,Espectadors,9523
31,la Vila de Gràcia,2016,Arts escèniques,Funcions,210
DB,Diversos barris,2016,Arts escèniques,Aforament,3431
DB,Diversos barris,2016,Arts escèniques,Entrades_Venudes,1222
DB,Diversos barris,2016,Arts escèniques,Espectacles,7
DB,Diversos barris,2016,Arts escèniques,Espectadors,1866
DB,Diversos barris,2016,Arts escèniques,Funcions,30
01,el Raval,2016,Arts escèniques,Aforament,110842
01,el Raval,2016,Arts escèniques,Entrades_Venudes,78349
01,el Raval,2016,Arts escèniques,Espectacles,16
01,el Raval,2016,Arts escèniques,Espectadors,84487
01,el Raval,2016,Arts escèniques,Funcions,151
01,el Raval,2016,Arts escèniques,Aforament,5033
01,el Raval,2016,Arts escèniques,Entrades_Venudes,2437
01,el Raval,2016,Arts escèniques,Espectacles,11
01,el Raval,2016,Arts escèniques,Espectadors,3434
01,el Raval,2016,Arts escèniques,Funcions,59
01,el Raval,2016,Arts escèniques,Aforament,25005
01,el Raval,2016,Arts escèniques,Entrades_Venudes,17536
01,el Raval,2016,Arts escèniques,Espectacles,5
01,el Raval,2016,Arts escèniques,Espectadors,19734
01,el Raval,2016,Arts escèniques,Funcions,119
02,el Barri Gòtic,2016,Arts escèniques,Aforament,124050
02,el Barri Gòtic,2016,Arts escèniques,Entrades_Venudes,66766
02,el Barri Gòtic,2016,Arts escèniques,Espectacles,10
02,el Barri Gòtic,2016,Arts escèniques,Espectadors,72547
02,el Barri Gòtic,2016,Arts escèniques,Funcions,445
02,el Barri Gòtic,2016,Arts escèniques,Aforament,148248
02,el Barri Gòtic,2016,Arts escèniques,Entrades_Venudes,68312
02,el Barri Gòtic,2016,Arts escèniques,Espectacles,31
02,el Barri Gòtic,2016,Arts escèniques,Espectadors,78718
02,el Barri Gòtic,2016,Arts escèniques,Funcions,366
07,la Dreta de Eixample,2016,Arts escèniques,Aforament,184824
07,la Dreta de Eixample,2016,Arts escèniques,Entrades_Venudes,136091
07,la Dreta de Eixample,2016,Arts escèniques,Espectacles,9
07,la Dreta de Eixample,2016,Arts escèniques,Espectadors,144646
07,la Dreta de Eixample,2016,Arts escèniques,Funcions,225
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Aforament,31020
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Entrades_Venudes,8362
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Espectacles,11
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Espectadors,10713
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Funcions,103
02,el Barri Gòtic,2016,Arts escèniques,Aforament,15340
02,el Barri Gòtic,2016,Arts escèniques,Entrades_Venudes,9084
02,el Barri Gòtic,2016,Arts escèniques,Espectacles,36
02,el Barri Gòtic,2016,Arts escèniques,Espectadors,10740
02,el Barri Gòtic,2016,Arts escèniques,Funcions,315
11,el Poble-sec,2016,Arts escèniques,Aforament,32164
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,20839
11,el Poble-sec,2016,Arts escèniques,Espectacles,2
11,el Poble-sec,2016,Arts escèniques,Espectadors,21759
11,el Poble-sec,2016,Arts escèniques,Funcions,187
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Aforament,45375
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Entrades_Venudes,11202
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectacles,35
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectadors,12417
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Funcions,275
01,el Raval,2016,Arts escèniques,Aforament,285030
01,el Raval,2016,Arts escèniques,Entrades_Venudes,225788
01,el Raval,2016,Arts escèniques,Espectacles,33
01,el Raval,2016,Arts escèniques,Espectadors,247035
01,el Raval,2016,Arts escèniques,Funcions,132
11,el Poble-sec,2016,Arts escèniques,Aforament,880
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,561
11,el Poble-sec,2016,Arts escèniques,Espectacles,4
11,el Poble-sec,2016,Arts escèniques,Espectadors,791
11,el Poble-sec,2016,Arts escèniques,Funcions,8
31,la Vila de Gràcia,2016,Arts escèniques,Aforament,50455
31,la Vila de Gràcia,2016,Arts escèniques,Entrades_Venudes,29297
31,la Vila de Gràcia,2016,Arts escèniques,Espectacles,29
68,el Poblenou,2016,Arts escèniques,Aforament,15219
31,la Vila de Gràcia,2016,Arts escèniques,Espectadors,33106
31,la Vila de Gràcia,2016,Arts escèniques,Funcions,229
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Aforament,11005
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Entrades_Venudes,6904
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectacles,30
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectadors,7496
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Funcions,223
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Aforament,38989
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Entrades_Venudes,17525
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectacles,34
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectadors,21427
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Funcions,507
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Aforament,100791
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Entrades_Venudes,61054
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Espectacles,12
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Espectadors,68392
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Funcions,296
11,el Poble-sec,2016,Arts escèniques,Aforament,698
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,563
11,el Poble-sec,2016,Arts escèniques,Espectacles,5
11,el Poble-sec,2016,Arts escèniques,Espectadors,662
11,el Poble-sec,2016,Arts escèniques,Funcions,63
11,el Poble-sec,2016,Arts escèniques,Aforament,4910
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,3610
11,el Poble-sec,2016,Arts escèniques,Espectacles,20
11,el Poble-sec,2016,Arts escèniques,Espectadors,4522
11,el Poble-sec,2016,Arts escèniques,Funcions,53
11,el Poble-sec,2016,Arts escèniques,Aforament,37018
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,23965
11,el Poble-sec,2016,Arts escèniques,Espectacles,36
11,el Poble-sec,2016,Arts escèniques,Espectadors,29607
11,el Poble-sec,2016,Arts escèniques,Funcions,103
11,el Poble-sec,2016,Arts escèniques,Aforament,7976
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,5023
11,el Poble-sec,2016,Arts escèniques,Espectacles,10
11,el Poble-sec,2016,Arts escèniques,Espectadors,6714
68,el Poblenou,2016,Arts escèniques,Entrades_Venudes,8942
11,el Poble-sec,2016,Arts escèniques,Funcions,25
61,la Sagrera,2016,Arts escèniques,Aforament,2305
61,la Sagrera,2016,Arts escèniques,Entrades_Venudes,1286
61,la Sagrera,2016,Arts escèniques,Espectacles,17
61,la Sagrera,2016,Arts escèniques,Espectadors,1526
61,la Sagrera,2016,Arts escèniques,Funcions,42
31,la Vila de Gràcia,2016,Arts escèniques,Aforament,12080
31,la Vila de Gràcia,2016,Arts escèniques,Entrades_Venudes,5884
31,la Vila de Gràcia,2016,Arts escèniques,Espectacles,49
31,la Vila de Gràcia,2016,Arts escèniques,Espectadors,6356
31,la Vila de Gràcia,2016,Arts escèniques,Funcions,236
07,la Dreta de Eixample,2016,Arts escèniques,Aforament,10892
07,la Dreta de Eixample,2016,Arts escèniques,Entrades_Venudes,6115
07,la Dreta de Eixample,2016,Arts escèniques,Espectacles,27
07,la Dreta de Eixample,2016,Arts escèniques,Espectadors,7308
07,la Dreta de Eixample,2016,Arts escèniques,Funcions,203
68,el Poblenou,2016,Arts escèniques,Espectacles,17
68,el Poblenou,2016,Arts escèniques,Espectadors,10916
68,el Poblenou,2016,Arts escèniques,Funcions,140
01,el Raval,2016,Arts escèniques,Aforament,18167
01,el Raval,2016,Arts escèniques,Entrades_Venudes,10544
01,el Raval,2016,Arts escèniques,Espectacles,54
01,el Raval,2016,Arts escèniques,Espectadors,11292
01,el Raval,2016,Arts escèniques,Funcions,360
18,Sants,2016,Arts escèniques,Aforament,8251
18,Sants,2016,Arts escèniques,Entrades_Venudes,5524
18,Sants,2016,Arts escèniques,Espectacles,6
18,Sants,2016,Arts escèniques,Espectadors,6134
18,Sants,2016,Arts escèniques,Funcions,184
10,Sant Antoni,2016,Arts escèniques,Aforament,46485
10,Sant Antoni,2016,Arts escèniques,Entrades_Venudes,27362
10,Sant Antoni,2016,Arts escèniques,Espectacles,14
10,Sant Antoni,2016,Arts escèniques,Espectadors,30955
10,Sant Antoni,2016,Arts escèniques,Funcions,389
05,el Fort Pienc,2016,Arts escèniques,Aforament,21341
05,el Fort Pienc,2016,Arts escèniques,Entrades_Venudes,6749
05,el Fort Pienc,2016,Arts escèniques,Espectacles,15
05,el Fort Pienc,2016,Arts escèniques,Espectadors,9490
05,el Fort Pienc,2016,Arts escèniques,Funcions,252
60,Sant Andreu,2016,Arts escèniques,Aforament,71999
60,Sant Andreu,2016,Arts escèniques,Entrades_Venudes,40100
60,Sant Andreu,2016,Arts escèniques,Espectacles,58
60,Sant Andreu,2016,Arts escèniques,Espectadors,44408
60,Sant Andreu,2016,Arts escèniques,Funcions,252
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Aforament,14696
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Entrades_Venudes,9302
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Espectacles,25
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Espectadors,10748
08,l'Antiga Esquerra de l'Eixample,2016,Arts escèniques,Funcions,207
11,el Poble-sec,2016,Arts escèniques,Aforament,174880
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,67042
11,el Poble-sec,2016,Arts escèniques,Espectacles,15
11,el Poble-sec,2016,Arts escèniques,Espectadors,75849
11,el Poble-sec,2016,Arts escèniques,Funcions,188
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Aforament,192960
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Entrades_Venudes,81716
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectacles,17
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Espectadors,91881
04,"Sant Pere, Santa Caterina i la Ribera",2016,Arts escèniques,Funcions,268
11,el Poble-sec,2016,Arts escèniques,Aforament,192684
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,77771
11,el Poble-sec,2016,Arts escèniques,Espectacles,15
11,el Poble-sec,2016,Arts escèniques,Espectadors,90193
11,el Poble-sec,2016,Arts escèniques,Funcions,294
01,el Raval,2016,Arts escèniques,Aforament,56262
01,el Raval,2016,Arts escèniques,Entrades_Venudes,31283
01,el Raval,2016,Arts escèniques,Espectacles,22
01,el Raval,2016,Arts escèniques,Espectadors,34018
01,el Raval,2016,Arts escèniques,Funcions,402
06,la Sagrada Família,2016,Arts escèniques,Aforament,41531
06,la Sagrada Família,2016,Arts escèniques,Entrades_Venudes,19870
06,la Sagrada Família,2016,Arts escèniques,Espectacles,14
06,la Sagrada Família,2016,Arts escèniques,Espectadors,23150
06,la Sagrada Família,2016,Arts escèniques,Funcions,276
06,la Sagrada Família,2016,Arts escèniques,Aforament,3166
06,la Sagrada Família,2016,Arts escèniques,Entrades_Venudes,1537
06,la Sagrada Família,2016,Arts escèniques,Espectacles,4
06,la Sagrada Família,2016,Arts escèniques,Espectadors,1987
06,la Sagrada Família,2016,Arts escèniques,Funcions,71
01,el Raval,2016,Arts escèniques,Aforament,153178
01,el Raval,2016,Arts escèniques,Entrades_Venudes,103762
01,el Raval,2016,Arts escèniques,Espectacles,11
01,el Raval,2016,Arts escèniques,Espectadors,110132
01,el Raval,2016,Arts escèniques,Funcions,309
11,el Poble-sec,2016,Arts escèniques,Aforament,39118
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,27710
11,el Poble-sec,2016,Arts escèniques,Espectacles,12
11,el Poble-sec,2016,Arts escèniques,Espectadors,33012
11,el Poble-sec,2016,Arts escèniques,Funcions,19
11,el Poble-sec,2016,Arts escèniques,Aforament,21159
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,15131
11,el Poble-sec,2016,Arts escèniques,Espectacles,11
01,el Raval,2016,Arts escèniques,Funcions,180
11,el Poble-sec,2016,Arts escèniques,Espectadors,17695
11,el Poble-sec,2016,Arts escèniques,Funcions,149
31,la Vila de Gràcia,2016,Arts escèniques,Aforament,36680
31,la Vila de Gràcia,2016,Arts escèniques,Entrades_Venudes,29888
31,la Vila de Gràcia,2016,Arts escèniques,Espectacles,12
31,la Vila de Gràcia,2016,Arts escèniques,Espectadors,33923
31,la Vila de Gràcia,2016,Arts escèniques,Funcions,184
11,el Poble-sec,2016,Arts escèniques,Aforament,98826
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,72925
11,el Poble-sec,2016,Arts escèniques,Espectacles,24
11,el Poble-sec,2016,Arts escèniques,Espectadors,83526
11,el Poble-sec,2016,Arts escèniques,Funcions,233
05,el Fort Pienc,2016,Arts escèniques,Aforament,87397
05,el Fort Pienc,2016,Arts escèniques,Entrades_Venudes,72972
05,el Fort Pienc,2016,Arts escèniques,Espectacles,9
05,el Fort Pienc,2016,Arts escèniques,Espectadors,80885
05,el Fort Pienc,2016,Arts escèniques,Funcions,105
05,el Fort Pienc,2016,Arts escèniques,Aforament,35770
05,el Fort Pienc,2016,Arts escèniques,Entrades_Venudes,26037
05,el Fort Pienc,2016,Arts escèniques,Espectacles,6
05,el Fort Pienc,2016,Arts escèniques,Espectadors,30276
05,el Fort Pienc,2016,Arts escèniques,Funcions,138
05,el Fort Pienc,2016,Arts escèniques,Aforament,12476
05,el Fort Pienc,2016,Arts escèniques,Entrades_Venudes,7480
05,el Fort Pienc,2016,Arts escèniques,Espectacles,13
05,el Fort Pienc,2016,Arts escèniques,Espectadors,11185
05,el Fort Pienc,2016,Arts escèniques,Funcions,85
01,el Raval,2016,Arts escèniques,Aforament,245096
01,el Raval,2016,Arts escèniques,Entrades_Venudes,125606
01,el Raval,2016,Arts escèniques,Espectacles,24
01,el Raval,2016,Arts escèniques,Espectadors,143426
01,el Raval,2016,Arts escèniques,Funcions,382
01,el Raval,2016,Arts escèniques,Aforament,144694
01,el Raval,2016,Arts escèniques,Entrades_Venudes,59904
01,el Raval,2016,Arts escèniques,Espectacles,22
01,el Raval,2016,Arts escèniques,Espectadors,71208
01,el Raval,2016,Arts escèniques,Funcions,292
01,el Raval,2016,Arts escèniques,Aforament,6642
01,el Raval,2016,Arts escèniques,Entrades_Venudes,3941
01,el Raval,2016,Arts escèniques,Espectacles,28
01,el Raval,2016,Arts escèniques,Espectadors,4147
01,el Raval,2016,Arts escèniques,Aforament,39371
01,el Raval,2016,Arts escèniques,Entrades_Venudes,15020
01,el Raval,2016,Arts escèniques,Espectacles,41
01,el Raval,2016,Arts escèniques,Espectadors,18315
01,el Raval,2016,Arts escèniques,Funcions,372
07,la Dreta de Eixample,2016,Arts escèniques,Aforament,442691
07,la Dreta de Eixample,2016,Arts escèniques,Entrades_Venudes,249864
07,la Dreta de Eixample,2016,Arts escèniques,Espectacles,19
07,la Dreta de Eixample,2016,Arts escèniques,Espectadors,262545
07,la Dreta de Eixample,2016,Arts escèniques,Funcions,307
11,el Poble-sec,2016,Arts escèniques,Aforament,201181
11,el Poble-sec,2016,Arts escèniques,Entrades_Venudes,114178
11,el Poble-sec,2016,Arts escèniques,Espectacles,19
11,el Poble-sec,2016,Arts escèniques,Espectadors,133091
11,el Poble-sec,2016,Arts escèniques,Funcions,258
31,la Vila de Gràcia,2016,Arts escèniques,Aforament,51044
31,la Vila de Gràcia,2016,Arts escèniques,Entrades_Venudes,16720
31,la Vila de Gràcia,2016,Arts escèniques,Espectacles,23
31,la Vila de Gràcia,2016,Arts escèniques,Espectadors,17153
31,la Vila de Gràcia,2016,Arts escèniques,Funcions,448
31,la Vila de Gràcia,2016,Arts escèniques,Aforament,1320
31,la Vila de Gràcia,2016,Arts escèniques,Entrades_Venudes,516
31,la Vila de Gràcia,2016,Arts escèniques,Espectacles,3
31,la Vila de Gràcia,2016,Arts escèniques,Espectadors,522
31,la Vila de Gràcia,2016,Arts escèniques,Funcions,15
31,la Vila de Gràcia,2016,Arts escèniques,Aforament,163372
31,la Vila de Gràcia,2016,Arts escèniques,Entrades_Venudes,58064
31,la Vila de Gràcia,2016,Arts escèniques,Espectacles,16
31,la Vila de Gràcia,2016,Arts escèniques,Espectadors,60858
31,la Vila de Gràcia,2016,Arts escèniques,Funcions,452
31,la Vila de Gràcia,2015,Arts escèniques,Aforament,23575
31,la Vila de Gràcia,2015,Arts escèniques,Entrades_Venudes,8438
31,la Vila de Gràcia,2015,Arts escèniques,Espectacles,17
31,la Vila de Gràcia,2015,Arts escèniques,Espectadors,10181
31,la Vila de Gràcia,2015,Arts escèniques,Funcions,228
DB,Diversos barris,2015,Arts escèniques,Aforament,1992
DB,Diversos barris,2015,Arts escèniques,Entrades_Venudes,989
DB,Diversos barris,2015,Arts escèniques,Espectacles,4
DB,Diversos barris,2015,Arts escèniques,Espectadors,1474
DB,Diversos barris,2015,Arts escèniques,Funcions,16
09,la Nova Esquerra de l'Eixample,2015,Arts escèniques,Aforament,48040
09,la Nova Esquerra de l'Eixample,2015,Arts escèniques,Entrades_Venudes,12428
09,la Nova Esquerra de l'Eixample,2015,Arts escèniques,Espectacles,2
09,la Nova Esquerra de l'Eixample,2015,Arts escèniques,Espectadors,15331
09,la Nova Esquerra de l'Eixample,2015,Arts escèniques,Funcions,137
01,el Raval,2015,Arts escèniques,Aforament,132614
01,el Raval,2015,Arts escèniques,Entrades_Venudes,79756
01,el Raval,2015,Arts escèniques,Espectacles,22
01,el Raval,2015,Arts escèniques,Espectadors,87017
01,el Raval,2015,Arts escèniques,Funcions,212
01,el Raval,2015,Arts escèniques,Aforament,25944
01,el Raval,2015,Arts escèniques,Entrades_Venudes,19628
01,el Raval,2015,Arts escèniques,Espectacles,3
01,el Raval,2015,Arts escèniques,Espectadors,21787
01,el Raval,2015,Arts escèniques,Funcions,112
02,el Barri Gòtic,2015,Arts escèniques,Aforament,119117
02,el Barri Gòtic,2015,Arts escèniques,Entrades_Venudes,65887
02,el Barri Gòtic,2015,Arts escèniques,Espectacles,8
02,el Barri Gòtic,2015,Arts escèniques,Espectadors,71509
02,el Barri Gòtic,2015,Arts escèniques,Funcions,420
02,el Barri Gòtic,2015,Arts escèniques,Aforament,193326
02,el Barri Gòtic,2015,Arts escèniques,Entrades_Venudes,66654
02,el Barri Gòtic,2015,Arts escèniques,Espectacles,23
02,el Barri Gòtic,2015,Arts escèniques,Espectadors,76858
02,el Barri Gòtic,2015,Arts escèniques,Funcions,372
07,la Dreta de Eixample,2015,Arts escèniques,Aforament,233704
07,la Dreta de Eixample,2015,Arts escèniques,Entrades_Venudes,143221
07,la Dreta de Eixample,2015,Arts escèniques,Espectacles,23
07,la Dreta de Eixample,2015,Arts escèniques,Espectadors,160895
07,la Dreta de Eixample,2015,Arts escèniques,Funcions,401
08,l'Antiga Esquerra de l'Eixample,2015,Arts escèniques,Aforament,37200
08,l'Antiga Esquerra de l'Eixample,2015,Arts escèniques,Entrades_Venudes,10047
08,l'Antiga Esquerra de l'Eixample,2015,Arts escèniques,Espectacles,7
08,l'Antiga Esquerra de l'Eixample,2015,Arts escèniques,Espectadors,11053
08,l'Antiga Esquerra de l'Eixample,2015,Arts escèniques,Funcions,124
02,el Barri Gòtic,2015,Arts escèniques,Aforament,15111
02,el Barri Gòtic,2015,Arts escèniques,Entrades_Venudes,9667
02,el Barri Gòtic,2015,Arts escèniques,Espectacles,52
02,el Barri Gòtic,2015,Arts escèniques,Espectadors,11129
02,el Barri Gòtic,2015,Arts escèniques,Funcions,307
11,el Poble-sec,2015,Arts escèniques,Aforament,11507
11,el Poble-sec,2015,Arts escèniques,Entrades_Venudes,7807
11,el Poble-sec,2015,Arts escèniques,Espectacles,4
11,el Poble-sec,2015,Arts escèniques,Espectadors,7973
11,el Poble-sec,2015,Arts escèniques,Funcions,64
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Aforament,34930
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Entrades_Venudes,11526
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Espectacles,31
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Espectadors,12728
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Funcions,264
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Aforament,36542
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Entrades_Venudes,15920
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Espectacles,43
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Espectadors,19180
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Funcions,460
11,el Poble-sec,2015,Arts escèniques,Aforament,13653
11,el Poble-sec,2015,Arts escèniques,Entrades_Venudes,6575
11,el Poble-sec,2015,Arts escèniques,Espectacles,6
31,la Vila de Gràcia,2015,Arts escèniques,Espectacles,30
11,el Poble-sec,2015,Arts escèniques,Espectadors,7301
11,el Poble-sec,2015,Arts escèniques,Funcions,75
01,el Raval,2015,Arts escèniques,Aforament,277990
01,el Raval,2015,Arts escèniques,Entrades_Venudes,223054
01,el Raval,2015,Arts escèniques,Espectacles,32
01,el Raval,2015,Arts escèniques,Espectadors,243214
01,el Raval,2015,Arts escèniques,Funcions,125
11,el Poble-sec,2015,Arts escèniques,Aforament,10092
11,el Poble-sec,2015,Arts escèniques,Espectacles,29
11,el Poble-sec,2015,Arts escèniques,Espectadors,7778
11,el Poble-sec,2015,Arts escèniques,Funcions,82
31,la Vila de Gràcia,2015,Arts escèniques,Aforament,47910
31,la Vila de Gràcia,2015,Arts escèniques,Entrades_Venudes,32802
31,la Vila de Gràcia,2015,Arts escèniques,Espectadors,37461
31,la Vila de Gràcia,2015,Arts escèniques,Funcions,263
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Aforament,11324
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Entrades_Venudes,7142
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Espectacles,25
04,"Sant Pere, Santa Caterina i la Ribera",2015,Arts escèniques,Espectadors,7872
