Codi_Barri,Nom_Barri,Any,Tipus_Equipament,Indicador,Valor
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Entrades_Venudes,20034
1,el Raval,2020,Arts escèniques,Entrades_Venudes,1524
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Espectacles,37
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Espectadors,20530
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Funcions,331
7,la Dreta de l'Eixample,2020,Arts escèniques,Aforament,3373
7,la Dreta de l'Eixample,2020,Arts escèniques,Entrades_Venudes,1789
7,la Dreta de l'Eixample,2020,Arts escèniques,Espectacles,6
7,la Dreta de l'Eixample,2020,Arts escèniques,Espectadors,2281
7,la Dreta de l'Eixample,2020,Arts escèniques,Funcions,79
68,el Poblenou,2020,Arts escèniques,Aforament,19938
68,el Poblenou,2020,Arts escèniques,Entrades_Venudes,16121
68,el Poblenou,2020,Arts escèniques,Espectacles,16
68,el Poblenou,2020,Arts escèniques,Espectadors,18149
68,el Poblenou,2020,Arts escèniques,Funcions,186
1,el Raval,2020,Arts escèniques,Espectacles,11
1,el Raval,2020,Arts escèniques,Espectadors,1644
1,el Raval,2020,Arts escèniques,Funcions,80
18,Sants,2020,Arts escèniques,Aforament,3344
18,Sants,2020,Arts escèniques,Entrades_Venudes,2893
18,Sants,2020,Arts escèniques,Espectacles,2
18,Sants,2020,Arts escèniques,Espectadors,3202
18,Sants,2020,Arts escèniques,Funcions,98
5,el Fort Pienc,2020,Arts escèniques,Aforament,7297
5,el Fort Pienc,2020,Arts escèniques,Entrades_Venudes,4090
5,el Fort Pienc,2020,Arts escèniques,Espectacles,6
5,el Fort Pienc,2020,Arts escèniques,Espectadors,4687
5,el Fort Pienc,2020,Arts escèniques,Funcions,104
60,Sant Andreu,2020,Arts escèniques,Aforament,31006
60,Sant Andreu,2020,Arts escèniques,Entrades_Venudes,16632
60,Sant Andreu,2020,Arts escèniques,Espectacles,30
60,Sant Andreu,2020,Arts escèniques,Espectadors,18782
60,Sant Andreu,2020,Arts escèniques,Funcions,128
8,l'Antiga Esquerra de l'Eixample,2020,Arts escèniques,Aforament,5152
8,l'Antiga Esquerra de l'Eixample,2020,Arts escèniques,Entrades_Venudes,3886
8,l'Antiga Esquerra de l'Eixample,2020,Arts escèniques,Espectacles,7
8,l'Antiga Esquerra de l'Eixample,2020,Arts escèniques,Espectadors,4625
8,l'Antiga Esquerra de l'Eixample,2020,Arts escèniques,Funcions,90
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Aforament,53533
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Entrades_Venudes,36438
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Espectacles,10
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Espectadors,38228
4,"Sant Pere, Santa Caterina i la Ribera",2020,Arts escèniques,Funcions,89
11,el Poble Sec,2020,Arts escèniques,Aforament,81532
11,el Poble Sec,2020,Arts escèniques,Entrades_Venudes,50230
11,el Poble Sec,2020,Arts escèniques,Espectacles,6
11,el Poble Sec,2020,Arts escèniques,Espectadors,52416
11,el Poble Sec,2020,Arts escèniques,Funcions,161
1,el Raval,2020,Arts escèniques,Aforament,12928
1,el Raval,2020,Arts escèniques,Entrades_Venudes,5301
1,el Raval,2020,Arts escèniques,Espectacles,18
1,el Raval,2020,Arts escèniques,Espectadors,6324
1,el Raval,2020,Arts escèniques,Funcions,115
7,la Dreta de l'Eixample,2020,Arts escèniques,Aforament,3426
7,la Dreta de l'Eixample,2020,Arts escèniques,Entrades_Venudes,1040
7,la Dreta de l'Eixample,2020,Arts escèniques,Espectacles,12
7,la Dreta de l'Eixample,2020,Arts escèniques,Espectadors,1592
7,la Dreta de l'Eixample,2020,Arts escèniques,Funcions,53
6,la Sagrada Família,2020,Arts escèniques,Aforament,13033
6,la Sagrada Família,2020,Arts escèniques,Entrades_Venudes,5476
6,la Sagrada Família,2020,Arts escèniques,Espectacles,9
6,la Sagrada Família,2020,Arts escèniques,Espectadors,5926
6,la Sagrada Família,2020,Arts escèniques,Funcions,105
6,la Sagrada Família,2020,Arts escèniques,Aforament,5760
6,la Sagrada Família,2020,Arts escèniques,Entrades_Venudes,3217
6,la Sagrada Família,2020,Arts escèniques,Espectacles,4
6,la Sagrada Família,2020,Arts escèniques,Espectadors,3400
6,la Sagrada Família,2020,Arts escèniques,Funcions,81
1,el Raval,2020,Arts escèniques,Aforament,76736
1,el Raval,2020,Arts escèniques,Entrades_Venudes,54801
1,el Raval,2020,Arts escèniques,Espectacles,8
1,el Raval,2020,Arts escèniques,Espectadors,56944
1,el Raval,2020,Arts escèniques,Funcions,195
11,el Poble Sec,2020,Arts escèniques,Aforament,14340
11,el Poble Sec,2020,Arts escèniques,Entrades_Venudes,12098
11,el Poble Sec,2020,Arts escèniques,Espectacles,15
11,el Poble Sec,2020,Arts escèniques,Espectadors,13443
11,el Poble Sec,2020,Arts escèniques,Funcions,20
11,el Poble Sec,2020,Arts escèniques,Aforament,579
11,el Poble Sec,2020,Arts escèniques,Entrades_Venudes,450
11,el Poble Sec,2020,Arts escèniques,Espectacles,1
11,el Poble Sec,2020,Arts escèniques,Espectadors,508
11,el Poble Sec,2020,Arts escèniques,Funcions,19
11,el Poble Sec,2020,Arts escèniques,Aforament,7248
11,el Poble Sec,2020,Arts escèniques,Entrades_Venudes,4043
11,el Poble Sec,2020,Arts escèniques,Espectacles,11
11,el Poble Sec,2020,Arts escèniques,Espectadors,5451
11,el Poble Sec,2020,Arts escèniques,Funcions,84
31,la Vila de Gràcia,2020,Arts escèniques,Aforament,12101
31,la Vila de Gràcia,2020,Arts escèniques,Entrades_Venudes,8124
31,la Vila de Gràcia,2020,Arts escèniques,Espectacles,6
31,la Vila de Gràcia,2020,Arts escèniques,Espectadors,9910
31,la Vila de Gràcia,2020,Arts escèniques,Funcions,111
11,el Poble Sec,2020,Arts escèniques,Aforament,15653
11,el Poble Sec,2020,Arts escèniques,Entrades_Venudes,9549
11,el Poble Sec,2020,Arts escèniques,Espectacles,13
11,el Poble Sec,2020,Arts escèniques,Espectadors,12498
11,el Poble Sec,2020,Arts escèniques,Funcions,51
5,el Fort Pienc,2020,Arts escèniques,Aforament,30117
5,el Fort Pienc,2020,Arts escèniques,Entrades_Venudes,20887
5,el Fort Pienc,2020,Arts escèniques,Espectacles,3
5,el Fort Pienc,2020,Arts escèniques,Espectadors,23780
5,el Fort Pienc,2020,Arts escèniques,Funcions,47
5,el Fort Pienc,2020,Arts escèniques,Aforament,16258
5,el Fort Pienc,2020,Arts escèniques,Entrades_Venudes,10196
5,el Fort Pienc,2020,Arts escèniques,Espectacles,6
5,el Fort Pienc,2020,Arts escèniques,Espectadors,12176
5,el Fort Pienc,2020,Arts escèniques,Funcions,90
5,el Fort Pienc,2020,Arts escèniques,Aforament,5378
5,el Fort Pienc,2020,Arts escèniques,Entrades_Venudes,4223
7,la Dreta de l'Eixample,2020,Arts escèniques,Funcions,90
5,el Fort Pienc,2020,Arts escèniques,Espectacles,4
5,el Fort Pienc,2020,Arts escèniques,Espectadors,4885
5,el Fort Pienc,2020,Arts escèniques,Funcions,32
1,el Raval,2020,Arts escèniques,Aforament,112265
1,el Raval,2020,Arts escèniques,Entrades_Venudes,63131
1,el Raval,2020,Arts escèniques,Espectacles,15
1,el Raval,2020,Arts escèniques,Espectadors,69957
1,el Raval,2020,Arts escèniques,Funcions,200
1,el Raval,2020,Arts escèniques,Aforament,62457
1,el Raval,2020,Arts escèniques,Entrades_Venudes,53157
1,el Raval,2020,Arts escèniques,Espectacles,9
1,el Raval,2020,Arts escèniques,Espectadors,55996
1,el Raval,2020,Arts escèniques,Funcions,144
1,el Raval,2020,Arts escèniques,Aforament,2066
1,el Raval,2020,Arts escèniques,Entrades_Venudes,1498
1,el Raval,2020,Arts escèniques,Espectacles,7
1,el Raval,2020,Arts escèniques,Espectadors,1792
1,el Raval,2020,Arts escèniques,Funcions,55
1,el Raval,2020,Arts escèniques,Aforament,12164
1,el Raval,2020,Arts escèniques,Entrades_Venudes,7098
1,el Raval,2020,Arts escèniques,Espectacles,14
1,el Raval,2020,Arts escèniques,Espectadors,8204
1,el Raval,2020,Arts escèniques,Funcions,143
7,la Dreta de l'Eixample,2020,Arts escèniques,Aforament,121446
7,la Dreta de l'Eixample,2020,Arts escèniques,Entrades_Venudes,92176
7,la Dreta de l'Eixample,2020,Arts escèniques,Espectacles,3
7,la Dreta de l'Eixample,2020,Arts escèniques,Espectadors,94875
31,la Vila de Gràcia,2020,Arts escèniques,Aforament,17185
31,la Vila de Gràcia,2020,Arts escèniques,Entrades_Venudes,8972
31,la Vila de Gràcia,2020,Arts escèniques,Espectacles,18
31,la Vila de Gràcia,2020,Arts escèniques,Espectadors,9489
31,la Vila de Gràcia,2020,Arts escèniques,Funcions,215
31,la Vila de Gràcia,2020,Arts escèniques,Aforament,71900
31,la Vila de Gràcia,2020,Arts escèniques,Entrades_Venudes,35579
31,la Vila de Gràcia,2020,Arts escèniques,Espectacles,12
31,la Vila de Gràcia,2020,Arts escèniques,Espectadors,36902
31,la Vila de Gràcia,2020,Arts escèniques,Funcions,255
31,la Vila de Gràcia,2019,Arts escèniques,Aforament,18587
31,la Vila de Gràcia,2019,Arts escèniques,Entrades_Venudes,7056
31,la Vila de Gràcia,2019,Arts escèniques,Espectacles,24
31,la Vila de Gràcia,2019,Arts escèniques,Espectadors,8344
31,la Vila de Gràcia,2019,Arts escèniques,Funcions,198
DB,Diversos barris,2019,Arts escèniques,Aforament,4826
DB,Diversos barris,2019,Arts escèniques,Entrades_Venudes,3208
DB,Diversos barris,2019,Arts escèniques,Espectacles,8
DB,Diversos barris,2019,Arts escèniques,Espectadors,4199
DB,Diversos barris,2019,Arts escèniques,Funcions,47
09,la Nova Esquerra de l'Eixample,2019,Arts escèniques,Aforament,79472
09,la Nova Esquerra de l'Eixample,2019,Arts escèniques,Entrades_Venudes,33424
09,la Nova Esquerra de l'Eixample,2019,Arts escèniques,Espectacles,26
09,la Nova Esquerra de l'Eixample,2019,Arts escèniques,Espectadors,38119
09,la Nova Esquerra de l'Eixample,2019,Arts escèniques,Funcions,300
01,el Raval,2019,Arts escèniques,Aforament,94476
01,el Raval,2019,Arts escèniques,Entrades_Venudes,61527
01,el Raval,2019,Arts escèniques,Espectacles,19
01,el Raval,2019,Arts escèniques,Espectadors,65331
01,el Raval,2019,Arts escèniques,Funcions,139
01,el Raval,2019,Arts escèniques,Aforament,6920
01,el Raval,2019,Arts escèniques,Entrades_Venudes,3198
01,el Raval,2019,Arts escèniques,Espectacles,16
01,el Raval,2019,Arts escèniques,Espectadors,4371
01,el Raval,2019,Arts escèniques,Funcions,88
01,el Raval,2019,Arts escèniques,Aforament,38148
01,el Raval,2019,Arts escèniques,Entrades_Venudes,26136
01,el Raval,2019,Arts escèniques,Espectacles,6
01,el Raval,2019,Arts escèniques,Espectadors,28861
01,el Raval,2019,Arts escèniques,Funcions,153
02,el Barri Gòtic,2019,Arts escèniques,Aforament,99424
02,el Barri Gòtic,2019,Arts escèniques,Entrades_Venudes,46620
02,el Barri Gòtic,2019,Arts escèniques,Espectacles,14
02,el Barri Gòtic,2019,Arts escèniques,Espectadors,52460
02,el Barri Gòtic,2019,Arts escèniques,Funcions,346
02,el Barri Gòtic,2019,Arts escèniques,Aforament,153503
02,el Barri Gòtic,2019,Arts escèniques,Entrades_Venudes,74621
02,el Barri Gòtic,2019,Arts escèniques,Espectacles,22
02,el Barri Gòtic,2019,Arts escèniques,Espectadors,80168
02,el Barri Gòtic,2019,Arts escèniques,Funcions,348
07,la Dreta de Eixample,2019,Arts escèniques,Aforament,276600
07,la Dreta de Eixample,2019,Arts escèniques,Entrades_Venudes,131528
07,la Dreta de Eixample,2019,Arts escèniques,Espectacles,15
07,la Dreta de Eixample,2019,Arts escèniques,Espectadors,147302
07,la Dreta de Eixample,2019,Arts escèniques,Funcions,246
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Aforament,143100
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Entrades_Venudes,53651
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Espectacles,23
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Espectadors,59561
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Funcions,477
02,el Barri Gòtic,2019,Arts escèniques,Aforament,15138
02,el Barri Gòtic,2019,Arts escèniques,Entrades_Venudes,9709
02,el Barri Gòtic,2019,Arts escèniques,Espectacles,29
02,el Barri Gòtic,2019,Arts escèniques,Espectadors,11355
02,el Barri Gòtic,2019,Arts escèniques,Funcions,305
11,el Poble-sec,2019,Arts escèniques,Aforament,295060
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,221240
11,el Poble-sec,2019,Arts escèniques,Espectacles,10
11,el Poble-sec,2019,Arts escèniques,Espectadors,233297
11,el Poble-sec,2019,Arts escèniques,Funcions,254
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Aforament,31139
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Entrades_Venudes,15479
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Espectacles,31
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Espectadors,19232
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Funcions,399
01,el Raval,2019,Arts escèniques,Aforament,297245
01,el Raval,2019,Arts escèniques,Entrades_Venudes,226501
01,el Raval,2019,Arts escèniques,Espectacles,28
01,el Raval,2019,Arts escèniques,Espectadors,249376
01,el Raval,2019,Arts escèniques,Funcions,133
11,el Poble-sec,2019,Arts escèniques,Aforament,680
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,440
11,el Poble-sec,2019,Arts escèniques,Espectacles,4
11,el Poble-sec,2019,Arts escèniques,Espectadors,515
11,el Poble-sec,2019,Arts escèniques,Funcions,8
31,la Vila de Gràcia,2019,Arts escèniques,Aforament,61101
31,la Vila de Gràcia,2019,Arts escèniques,Entrades_Venudes,31063
31,la Vila de Gràcia,2019,Arts escèniques,Espectacles,24
31,la Vila de Gràcia,2019,Arts escèniques,Espectadors,34160
31,la Vila de Gràcia,2019,Arts escèniques,Funcions,226
31,la Vila de Gràcia,2019,Arts escèniques,Aforament,4003
31,la Vila de Gràcia,2019,Arts escèniques,Entrades_Venudes,1562
31,la Vila de Gràcia,2019,Arts escèniques,Espectacles,14
31,la Vila de Gràcia,2019,Arts escèniques,Espectadors,1973
31,la Vila de Gràcia,2019,Arts escèniques,Funcions,81
27,el Putxet i el Farró,2019,Arts escèniques,Aforament,6818
27,el Putxet i el Farró,2019,Arts escèniques,Entrades_Venudes,4488
27,el Putxet i el Farró,2019,Arts escèniques,Espectacles,15
27,el Putxet i el Farró,2019,Arts escèniques,Espectadors,5630
27,el Putxet i el Farró,2019,Arts escèniques,Funcions,133
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Aforament,11458
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Entrades_Venudes,8076
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Espectacles,19
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Espectadors,8328
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Funcions,229
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Aforament,130953
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Entrades_Venudes,71507
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Espectacles,14
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Espectadors,78298
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Funcions,345
11,el Poble-sec,2019,Arts escèniques,Aforament,390
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,280
11,el Poble-sec,2019,Arts escèniques,Espectacles,2
11,el Poble-sec,2019,Arts escèniques,Espectadors,332
11,el Poble-sec,2019,Arts escèniques,Funcions,5
11,el Poble-sec,2019,Arts escèniques,Aforament,3193
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,2129
11,el Poble-sec,2019,Arts escèniques,Espectacles,17
11,el Poble-sec,2019,Arts escèniques,Espectadors,2830
11,el Poble-sec,2019,Arts escèniques,Funcions,37
11,el Poble-sec,2019,Arts escèniques,Aforament,33373
61,la Sagrera,2019,Arts escèniques,Espectacles,4
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,21121
11,el Poble-sec,2019,Arts escèniques,Espectacles,39
11,el Poble-sec,2019,Arts escèniques,Espectadors,26329
11,el Poble-sec,2019,Arts escèniques,Funcions,109
11,el Poble-sec,2019,Arts escèniques,Aforament,5908
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,3563
11,el Poble-sec,2019,Arts escèniques,Espectacles,8
11,el Poble-sec,2019,Arts escèniques,Espectadors,4353
11,el Poble-sec,2019,Arts escèniques,Funcions,20
61,la Sagrera,2019,Arts escèniques,Aforament,802
61,la Sagrera,2019,Arts escèniques,Entrades_Venudes,190
61,la Sagrera,2019,Arts escèniques,Espectadors,284
61,la Sagrera,2019,Arts escèniques,Funcions,16
31,la Vila de Gràcia,2019,Arts escèniques,Aforament,9981
31,la Vila de Gràcia,2019,Arts escèniques,Entrades_Venudes,5385
31,la Vila de Gràcia,2019,Arts escèniques,Espectacles,61
31,la Vila de Gràcia,2019,Arts escèniques,Espectadors,5683
31,la Vila de Gràcia,2019,Arts escèniques,Funcions,203
07,la Dreta de Eixample,2019,Arts escèniques,Aforament,9778
07,la Dreta de Eixample,2019,Arts escèniques,Entrades_Venudes,4196
07,la Dreta de Eixample,2019,Arts escèniques,Espectacles,14
07,la Dreta de Eixample,2019,Arts escèniques,Espectadors,5286
07,la Dreta de Eixample,2019,Arts escèniques,Funcions,181
68,el Poblenou,2019,Arts escèniques,Aforament,50353
68,el Poblenou,2019,Arts escèniques,Entrades_Venudes,35647
68,el Poblenou,2019,Arts escèniques,Espectacles,28
68,el Poblenou,2019,Arts escèniques,Espectadors,41326
68,el Poblenou,2019,Arts escèniques,Funcions,325
01,el Raval,2019,Arts escèniques,Aforament,7008
01,el Raval,2019,Arts escèniques,Entrades_Venudes,5394
01,el Raval,2019,Arts escèniques,Espectacles,20
01,el Raval,2019,Arts escèniques,Espectadors,5495
01,el Raval,2019,Arts escèniques,Funcions,137
18,Sants,2019,Arts escèniques,Aforament,9057
18,Sants,2019,Arts escèniques,Entrades_Venudes,6774
18,Sants,2019,Arts escèniques,Espectacles,7
18,Sants,2019,Arts escèniques,Espectadors,7718
18,Sants,2019,Arts escèniques,Funcions,205
05,el Fort Pienc,2019,Arts escèniques,Aforament,22050
05,el Fort Pienc,2019,Arts escèniques,Entrades_Venudes,9935
05,el Fort Pienc,2019,Arts escèniques,Espectacles,17
05,el Fort Pienc,2019,Arts escèniques,Espectadors,12135
05,el Fort Pienc,2019,Arts escèniques,Funcions,267
60,Sant Andreu,2019,Arts escèniques,Aforament,71614
60,Sant Andreu,2019,Arts escèniques,Entrades_Venudes,42510
60,Sant Andreu,2019,Arts escèniques,Espectacles,63
60,Sant Andreu,2019,Arts escèniques,Espectadors,47071
60,Sant Andreu,2019,Arts escèniques,Funcions,278
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Aforament,12661
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Entrades_Venudes,8511
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Espectacles,17
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Espectadors,10475
08,l'Antiga Esquerra de l'Eixample,2019,Arts escèniques,Funcions,176
11,el Poble-sec,2019,Arts escèniques,Aforament,52873
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,11120
11,el Poble-sec,2019,Arts escèniques,Espectacles,8
11,el Poble-sec,2019,Arts escèniques,Espectadors,11126
11,el Poble-sec,2019,Arts escèniques,Funcions,64
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Aforament,176958
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Entrades_Venudes,99485
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Espectacles,15
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Espectadors,107360
04,"Sant Pere, Santa Caterina i la Ribera",2019,Arts escèniques,Funcions,253
11,el Poble-sec,2019,Arts escèniques,Aforament,196539
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,93330
11,el Poble-sec,2019,Arts escèniques,Espectacles,45
11,el Poble-sec,2019,Arts escèniques,Espectadors,102992
11,el Poble-sec,2019,Arts escèniques,Funcions,340
01,el Raval,2019,Arts escèniques,Aforament,31831
01,el Raval,2019,Arts escèniques,Entrades_Venudes,9504
01,el Raval,2019,Arts escèniques,Espectacles,30
01,el Raval,2019,Arts escèniques,Espectadors,12563
01,el Raval,2019,Arts escèniques,Funcions,229
07,la Dreta de Eixample,2019,Arts escèniques,Aforament,4059
07,la Dreta de Eixample,2019,Arts escèniques,Entrades_Venudes,1946
07,la Dreta de Eixample,2019,Arts escèniques,Espectacles,17
07,la Dreta de Eixample,2019,Arts escèniques,Espectadors,2544
07,la Dreta de Eixample,2019,Arts escèniques,Funcions,67
06,la Sagrada Família,2019,Arts escèniques,Aforament,41012
06,la Sagrada Família,2019,Arts escèniques,Entrades_Venudes,15265
06,la Sagrada Família,2019,Arts escèniques,Espectacles,20
06,la Sagrada Família,2019,Arts escèniques,Espectadors,17330
06,la Sagrada Família,2019,Arts escèniques,Funcions,339
06,la Sagrada Família,2019,Arts escèniques,Aforament,1060
06,la Sagrada Família,2019,Arts escèniques,Entrades_Venudes,336
06,la Sagrada Família,2019,Arts escèniques,Espectacles,8
06,la Sagrada Família,2019,Arts escèniques,Espectadors,490
06,la Sagrada Família,2019,Arts escèniques,Funcions,28
01,el Raval,2019,Arts escèniques,Aforament,156919
01,el Raval,2019,Arts escèniques,Entrades_Venudes,85887
01,el Raval,2019,Arts escèniques,Espectacles,14
01,el Raval,2019,Arts escèniques,Espectadors,93252
01,el Raval,2019,Arts escèniques,Funcions,311
11,el Poble-sec,2019,Arts escèniques,Aforament,37408
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,29613
11,el Poble-sec,2019,Arts escèniques,Espectacles,16
11,el Poble-sec,2019,Arts escèniques,Espectadors,32584
11,el Poble-sec,2019,Arts escèniques,Funcions,21
11,el Poble-sec,2019,Arts escèniques,Aforament,23899
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,16236
11,el Poble-sec,2019,Arts escèniques,Espectacles,14
11,el Poble-sec,2019,Arts escèniques,Espectadors,19755
11,el Poble-sec,2019,Arts escèniques,Funcions,157
31,la Vila de Gràcia,2019,Arts escèniques,Aforament,30761
31,la Vila de Gràcia,2019,Arts escèniques,Entrades_Venudes,22582
31,la Vila de Gràcia,2019,Arts escèniques,Espectacles,14
31,la Vila de Gràcia,2019,Arts escèniques,Espectadors,27036
31,la Vila de Gràcia,2019,Arts escèniques,Funcions,156
11,el Poble-sec,2019,Arts escèniques,Aforament,59072
01,el Raval,2019,Arts escèniques,Espectadors,151373
11,el Poble-sec,2019,Arts escèniques,Entrades_Venudes,36098
11,el Poble-sec,2019,Arts escèniques,Espectacles,16
11,el Poble-sec,2019,Arts escèniques,Espectadors,43565
11,el Poble-sec,2019,Arts escèniques,Funcions,128
05,el Fort Pienc,2019,Arts escèniques,Aforament,845
05,el Fort Pienc,2019,Arts escèniques,Entrades_Venudes,446
05,el Fort Pienc,2019,Arts escèniques,Espectacles,1
05,el Fort Pienc,2019,Arts escèniques,Espectadors,556
05,el Fort Pienc,2019,Arts escèniques,Funcions,19
05,el Fort Pienc,2019,Arts escèniques,Aforament,102606
05,el Fort Pienc,2019,Arts escèniques,Entrades_Venudes,74001
05,el Fort Pienc,2019,Arts escèniques,Espectacles,9
05,el Fort Pienc,2019,Arts escèniques,Espectadors,82722
05,el Fort Pienc,2019,Arts escèniques,Funcions,134
05,el Fort Pienc,2019,Arts escèniques,Aforament,27772
05,el Fort Pienc,2019,Arts escèniques,Entrades_Venudes,21573
05,el Fort Pienc,2019,Arts escèniques,Espectacles,7
05,el Fort Pienc,2019,Arts escèniques,Espectadors,24363
05,el Fort Pienc,2019,Arts escèniques,Funcions,97
05,el Fort Pienc,2019,Arts escèniques,Aforament,22836
05,el Fort Pienc,2019,Arts escèniques,Entrades_Venudes,14879
05,el Fort Pienc,2019,Arts escèniques,Espectacles,8
05,el Fort Pienc,2019,Arts escèniques,Espectadors,18019
05,el Fort Pienc,2019,Arts escèniques,Funcions,96
01,el Raval,2019,Arts escèniques,Aforament,302576
01,el Raval,2019,Arts escèniques,Entrades_Venudes,134607
01,el Raval,2019,Arts escèniques,Espectacles,25
01,el Raval,2019,Arts escèniques,Funcions,431
01,el Raval,2019,Arts escèniques,Aforament,166715
01,el Raval,2019,Arts escèniques,Entrades_Venudes,90461
01,el Raval,2019,Arts escèniques,Espectacles,18
01,el Raval,2019,Arts escèniques,Espectadors,99009
01,el Raval,2019,Arts escèniques,Funcions,315
01,el Raval,2019,Arts escèniques,Aforament,6994
01,el Raval,2019,Arts escèniques,Entrades_Venudes,4272
01,el Raval,2019,Arts escèniques,Espectacles,27
01,el Raval,2019,Arts escèniques,Espectadors,5049
01,el Raval,2019,Arts escèniques,Funcions,172
01,el Raval,2019,Arts escèniques,Aforament,35506
01,el Raval,2019,Arts escèniques,Entrades_Venudes,16727
01,el Raval,2019,Arts escèniques,Espectacles,36
01,el Raval,2019,Arts escèniques,Espectadors,20019
01,el Raval,2019,Arts escèniques,Funcions,343
07,la Dreta de Eixample,2019,Arts escèniques,Aforament,355412
07,la Dreta de Eixample,2019,Arts escèniques,Entrades_Venudes,220452
07,la Dreta de Eixample,2019,Arts escèniques,Espectacles,24
07,la Dreta de Eixample,2019,Arts escèniques,Espectadors,231608
07,la Dreta de Eixample,2019,Arts escèniques,Funcions,260
31,la Vila de Gràcia,2019,Arts escèniques,Aforament,49456
31,la Vila de Gràcia,2019,Arts escèniques,Entrades_Venudes,20085
31,la Vila de Gràcia,2019,Arts escèniques,Espectacles,29
31,la Vila de Gràcia,2019,Arts escèniques,Espectadors,21272
31,la Vila de Gràcia,2019,Arts escèniques,Funcions,448
31,la Vila de Gràcia,2019,Arts escèniques,Aforament,155774
31,la Vila de Gràcia,2019,Arts escèniques,Entrades_Venudes,74239
31,la Vila de Gràcia,2019,Arts escèniques,Espectacles,14
31,la Vila de Gràcia,2019,Arts escèniques,Espectadors,77696
31,la Vila de Gràcia,2019,Arts escèniques,Funcions,443
4,"Sant Pere, Santa Caterina i la Ribera",2018,Sales d'arts escèniques,Aforament,10651
4,"Sant Pere, Santa Caterina i la Ribera",2018,Sales d'arts escèniques,Entrades_Venudes,5840
4,"Sant Pere, Santa Caterina i la Ribera",2018,Sales d'arts escèniques,Espectacles,49
4,"Sant Pere, Santa Caterina i la Ribera",2018,Sales d'arts escèniques,Espectadors,7077
4,"Sant Pere, Santa Caterina i la Ribera",2018,Sales d'arts escèniques,Funcions,152
9,la Nova Esquerra de l'Eixample,2018,Sales d'arts escèniques,Aforament,25410
9,la Nova Esquerra de l'Eixample,2018,Sales d'arts escèniques,Entrades_Venudes,9569
9,la Nova Esquerra de l'Eixample,2018,Sales d'arts escèniques,Espectacles,12
9,la Nova Esquerra de l'Eixample,2018,Sales d'arts escèniques,Espectadors,10772
9,la Nova Esquerra de l'Eixample,2018,Sales d'arts escèniques,Funcions,101
