CODI_BARRI,NOM_BARRI,DATA_EXPLO,TAULES
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,2
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,7
61.0,la Sagrera,2020-01-01T00:00:00,2
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,1
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,9
61.0,la Sagrera,2020-01-01T00:00:00,8
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,8
57.0,la Trinitat Vella,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,12
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,3
57.0,la Trinitat Vella,2020-01-01T00:00:00,6
57.0,la Trinitat Vella,2020-01-01T00:00:00,3
57.0,la Trinitat Vella,2020-01-01T00:00:00,3
57.0,la Trinitat Vella,2020-01-01T00:00:00,2
57.0,la Trinitat Vella,2020-01-01T00:00:00,4
57.0,la Trinitat Vella,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,5
57.0,la Trinitat Vella,2020-01-01T00:00:00,5
61.0,la Sagrera,2020-01-01T00:00:00,4
57.0,la Trinitat Vella,2020-01-01T00:00:00,6
57.0,la Trinitat Vella,2020-01-01T00:00:00,4
57.0,la Trinitat Vella,2020-01-01T00:00:00,6
57.0,la Trinitat Vella,2020-01-01T00:00:00,7
63.0,Navas,2020-01-01T00:00:00,3
63.0,Navas,2020-01-01T00:00:00,3
63.0,Navas,2020-01-01T00:00:00,6
63.0,Navas,2020-01-01T00:00:00,6
63.0,Navas,2020-01-01T00:00:00,4
63.0,Navas,2020-01-01T00:00:00,5
60.0,Sant Andreu,2020-01-01T00:00:00,3
57.0,la Trinitat Vella,2020-01-01T00:00:00,15
61.0,la Sagrera,2020-01-01T00:00:00,8
63.0,Navas,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,8
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,5
61.0,la Sagrera,2020-01-01T00:00:00,3
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,6
19.0,les Corts,2020-01-01T00:00:00,10
61.0,la Sagrera,2020-01-01T00:00:00,2
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,6
61.0,la Sagrera,2020-01-01T00:00:00,12
61.0,la Sagrera,2020-01-01T00:00:00,12
61.0,la Sagrera,2020-01-01T00:00:00,9
61.0,la Sagrera,2020-01-01T00:00:00,8
61.0,la Sagrera,2020-01-01T00:00:00,2
61.0,la Sagrera,2020-01-01T00:00:00,4
61.0,la Sagrera,2020-01-01T00:00:00,2
69.0,Diagonal Mar i el Front Marítim del Poblenou,2020-01-01T00:00:00,4
69.0,Diagonal Mar i el Front Marítim del Poblenou,2020-01-01T00:00:00,4
69.0,Diagonal Mar i el Front Marítim del Poblenou,2020-01-01T00:00:00,6
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,6
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
19.0,les Corts,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,1
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,8
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,10
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,6
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,5
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,1
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,12
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,12
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,12
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,1
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,7
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,8
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,5
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,12
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,5
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,5
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,6
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,5
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,7
5.0,el Fort Pienc,2020-01-01T00:00:00,1
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,1
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,12
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,5
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,12
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,11
2.0,el Barri Gòtic,2020-01-01T00:00:00,5
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,7
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,1
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,1
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,7
5.0,el Fort Pienc,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,10
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,1
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,5
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,5
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,12
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,1
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,14
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,6
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,12
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,4
7.0,la Dreta de l'Eixample,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,8
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,12
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,4
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,6
5.0,el Fort Pienc,2020-01-01T00:00:00,2
5.0,el Fort Pienc,2020-01-01T00:00:00,3
5.0,el Fort Pienc,2020-01-01T00:00:00,9
5.0,el Fort Pienc,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,5
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,7
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
2.0,el Barri Gòtic,2020-01-01T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,8
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,5
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,5
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,5
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,5
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,3
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,3
6.0,la Sagrada Família,2020-01-01T00:00:00,5
6.0,la Sagrada Família,2020-01-01T00:00:00,3
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,3
6.0,la Sagrada Família,2020-01-01T00:00:00,1
6.0,la Sagrada Família,2020-01-01T00:00:00,1
6.0,la Sagrada Família,2020-01-01T00:00:00,6
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,14
6.0,la Sagrada Família,2020-01-01T00:00:00,8
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,1
6.0,la Sagrada Família,2020-01-01T00:00:00,8
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,1
6.0,la Sagrada Família,2020-01-01T00:00:00,12
6.0,la Sagrada Família,2020-01-01T00:00:00,12
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,3
6.0,la Sagrada Família,2020-01-01T00:00:00,12
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,6
6.0,la Sagrada Família,2020-01-01T00:00:00,5
6.0,la Sagrada Família,2020-01-01T00:00:00,12
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,6
6.0,la Sagrada Família,2020-01-01T00:00:00,12
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,8
6.0,la Sagrada Família,2020-01-01T00:00:00,4
6.0,la Sagrada Família,2020-01-01T00:00:00,2
6.0,la Sagrada Família,2020-01-01T00:00:00,4
