CODI_BARRI,NOM_BARRI,DATA_EXPLO,TAULES
45.0,Porta,2024-02-01T00:00:00,"6,00"
45.0,Porta,2024-02-01T00:00:00,"4,00"
45.0,Porta,2024-02-01T00:00:00,"4,00"
45.0,Porta,2024-02-01T00:00:00,"7,00"
45.0,Porta,2024-02-01T00:00:00,"2,00"
45.0,Porta,2024-02-01T00:00:00,"3,00"
45.0,Porta,2024-02-01T00:00:00,"4,00"
51.0,Verdun,2024-02-01T00:00:00,"4,00"
45.0,Porta,2024-02-01T00:00:00,"2,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"5,00"
51.0,Verdun,2024-02-01T00:00:00,"6,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"4,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"6,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"3,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"3,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"3,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"6,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"6,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"2,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"7,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"2,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"3,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"2,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"6,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"4,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"2,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"3,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"6,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"5,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"2,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"2,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"4,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"4,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"6,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"10,00"
45.0,Porta,2024-02-01T00:00:00,"8,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"10,00"
51.0,Verdun,2024-02-01T00:00:00,"4,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"5,00"
51.0,Verdun,2024-02-01T00:00:00,"4,00"
51.0,Verdun,2024-02-01T00:00:00,"4,00"
51.0,Verdun,2024-02-01T00:00:00,"2,00"
51.0,Verdun,2024-02-01T00:00:00,"2,00"
51.0,Verdun,2024-02-01T00:00:00,"6,00"
51.0,Verdun,2024-02-01T00:00:00,"3,00"
51.0,Verdun,2024-02-01T00:00:00,"2,00"
51.0,Verdun,2024-02-01T00:00:00,"1,00"
51.0,Verdun,2024-02-01T00:00:00,"3,00"
51.0,Verdun,2024-02-01T00:00:00,"3,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"4,00"
51.0,Verdun,2024-02-01T00:00:00,"3,00"
51.0,Verdun,2024-02-01T00:00:00,"3,00"
51.0,Verdun,2024-02-01T00:00:00,"3,00"
51.0,Verdun,2024-02-01T00:00:00,"2,00"
51.0,Verdun,2024-02-01T00:00:00,"2,00"
51.0,Verdun,2024-02-01T00:00:00,"10,00"
51.0,Verdun,2024-02-01T00:00:00,"2,00"
51.0,Verdun,2024-02-01T00:00:00,"5,00"
51.0,Verdun,2024-02-01T00:00:00,"5,00"
51.0,Verdun,2024-02-01T00:00:00,"4,00"
51.0,Verdun,2024-02-01T00:00:00,"6,00"
51.0,Verdun,2024-02-01T00:00:00,"4,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"4,00"
44.0,Vilapicina i la Torre Llobeta,2024-02-01T00:00:00,"6,00"
51.0,Verdun,2024-02-01T00:00:00,"3,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"11,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"30,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"24,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"3,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"24,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"14,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"18,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"3,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"5,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"3,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"30,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"19,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"14,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"21,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"18,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"18,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"18,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"16,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"20,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"22,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"16,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"16,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"24,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"24,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"10,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"28,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"8,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"30,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"2,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"24,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"6,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"4,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"9,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"5,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"16,00"
2.0,el Barri Gòtic,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"5,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"5,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"20,00"
1.0,el Raval,2023-01-07T00:00:00,"10,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"10,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"1,00"
1.0,el Raval,2023-01-07T00:00:00,"10,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"16,00"
1.0,el Raval,2023-01-07T00:00:00,"7,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"10,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"10,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"5,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"1,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"10,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"3,00"
1.0,el Raval,2023-01-07T00:00:00,"9,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"20,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"20,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"2,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"5,00"
1.0,el Raval,2023-01-07T00:00:00,"12,00"
1.0,el Raval,2023-01-07T00:00:00,"16,00"
1.0,el Raval,2023-01-07T00:00:00,"4,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
1.0,el Raval,2023-01-07T00:00:00,"6,00"
1.0,el Raval,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"12,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"37,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"32,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"9,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"12,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"9,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"9,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"9,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"5,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"20,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"9,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"12,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"10,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"7,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"8,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"9,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"6,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"3,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"12,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"3,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"15,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"27,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"9,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"4,00"
3.0,la Barceloneta,2023-01-07T00:00:00,"2,00"
