Latitud,Titularitat,Codi_Districte,Tipus_Us,Notes_Equipament,Nom_Districte,Notes_Dades,Nom_Barri,Indicador,Tipus_Equipament,Nom_Equipament,Valor,Codi_Barri,Ambit,_id,Any,Longitud,TipusGeneral,TipusEquipament,Equipament
41.373639,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Usuaris,,,30071,11,Història i memòria,46,2017,2.1543788,Museus i espais d'exposicions,Museus i col·leccions,Espai Bombers Parc de la Prevenció
41.373639,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visites_Exposicions_Temporals,,,7950,11,Història i memòria,47,2017,2.1543788,Museus i espais d'exposicions,Museus i col·leccions,Espai Bombers Parc de la Prevenció
41.373639,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Num_Exposicions_Temporals,,,2,11,Història i memòria,48,2017,2.1543788,Museus i espais d'exposicions,Museus i col·leccions,Espai Bombers Parc de la Prevenció
41.380783393,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,13933,2,Història i memòria,87,2017,2.180139311,Museus i espais d'exposicions,Museus i col·leccions,Hash Marihuana Cáñamo & Hemp Museum
41.373639,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Fons_Colleccio,,,57,11,Història i memòria,49,2017,2.1543788,Museus i espais d'exposicions,Museus i col·leccions,Espai Bombers Parc de la Prevenció
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,418436,2,Història i memòria,50,2017,,Museus i espais d'exposicions,Espais d'interès arquitectònic,Espais patrimonials del MUHBA
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Usuaris,,,418436,2,Història i memòria,51,2017,,Museus i espais d'exposicions,Espais d'interès arquitectònic,Espais patrimonials del MUHBA
41.390963134,Privada,2,,,Eixample,,la Dreta de Eixample,Visitants,,,29117,7,Arts visuals,52,2017,2.175293998,Museus i espais d'exposicions,Centres d'exposicions,Espais VolART i VolART2. Fundació Vila Casas
41.390963134,Privada,2,,,Eixample,,la Dreta de Eixample,Usuaris,,,30729,7,Arts visuals,53,2017,2.175293998,Museus i espais d'exposicions,Centres d'exposicions,Espais VolART i VolART2. Fundació Vila Casas
41.390963134,Privada,2,,,Eixample,,la Dreta de Eixample,Visites_Exposicions_Temporals,,,29117,7,Arts visuals,54,2017,2.175293998,Museus i espais d'exposicions,Centres d'exposicions,Espais VolART i VolART2. Fundació Vila Casas
41.390963134,Privada,2,,,Eixample,,la Dreta de Eixample,Num_Exposicions_Temporals,,,4,7,Arts visuals,55,2017,2.175293998,Museus i espais d'exposicions,Centres d'exposicions,Espais VolART i VolART2. Fundació Vila Casas
41.433762956,Municipal,9,,,Sant Andreu,,Sant Andreu,Visitants,,,11292,60,Arts visuals,56,2017,2.190815632,Museus i espais d'exposicions,Centres d'exposicions,Fabra i Coats - Centre d'Art Contemporani
41.433762956,Municipal,9,,,Sant Andreu,,Sant Andreu,Usuaris,,,12914,60,Arts visuals,57,2017,2.190815632,Museus i espais d'exposicions,Centres d'exposicions,Fabra i Coats - Centre d'Art Contemporani
41.433762956,Municipal,9,,,Sant Andreu,,Sant Andreu,Visites_Exposicions_Temporals,,,12244,60,Arts visuals,58,2017,2.190815632,Museus i espais d'exposicions,Centres d'exposicions,Fabra i Coats - Centre d'Art Contemporani
41.433762956,Municipal,9,,,Sant Andreu,,Sant Andreu,Num_Exposicions_Temporals,,,8,60,Arts visuals,59,2017,2.190815632,Museus i espais d'exposicions,Centres d'exposicions,Fabra i Coats - Centre d'Art Contemporani
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,,la Dreta de Eixample,Visitants,,,54858,7,Arts visuals,60,2017,2.163757744,Museus i espais d'exposicions,Museus i col·leccions,Fundació Antoni Tàpies
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,,la Dreta de Eixample,Usuaris,,,112273,7,Arts visuals,61,2017,2.163757744,Museus i espais d'exposicions,Museus i col·leccions,Fundació Antoni Tàpies
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,,la Dreta de Eixample,Visites_Exposicions_Temporals,,,101242,7,Arts visuals,62,2017,2.163757744,Museus i espais d'exposicions,Museus i col·leccions,Fundació Antoni Tàpies
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,,la Dreta de Eixample,Num_Exposicions_Temporals,,,5,7,Arts visuals,63,2017,2.163757744,Museus i espais d'exposicions,Museus i col·leccions,Fundació Antoni Tàpies
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,,la Dreta de Eixample,Fons_Colleccio,,,2105,7,Arts visuals,64,2017,2.163757744,Museus i espais d'exposicions,Museus i col·leccions,Fundació Antoni Tàpies
41.3876349,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visitants,,,23899,4,Arts visuals,65,2017,2.1827391,Museus i espais d'exposicions,Museus i col·leccions,Fundació Foto Colectania
41.3876349,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Usuaris,,,26674,4,Arts visuals,66,2017,2.1827391,Museus i espais d'exposicions,Museus i col·leccions,Fundació Foto Colectania
41.3876349,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visites_Exposicions_Temporals,,,23899,4,Arts visuals,67,2017,2.1827391,Museus i espais d'exposicions,Museus i col·leccions,Fundació Foto Colectania
41.3876349,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Num_Exposicions_Temporals,,,3,4,Arts visuals,68,2017,2.1827391,Museus i espais d'exposicions,Museus i col·leccions,Fundació Foto Colectania
41.3876349,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Fons_Colleccio,,,28468,4,Arts visuals,69,2017,2.1827391,Museus i espais d'exposicions,Museus i col·leccions,Fundació Foto Colectania
41.369116603,Privada,3,,,Sants-Montjuïc,,el Poble-sec,Visitants,,,216624,11,Arts visuals,70,2017,2.146724957,Museus i espais d'exposicions,Museus i col·leccions,Fundació Fran Daurel
41.369116603,Privada,3,,,Sants-Montjuïc,,el Poble-sec,Usuaris,,,220410,11,Arts visuals,71,2017,2.146724957,Museus i espais d'exposicions,Museus i col·leccions,Fundació Fran Daurel
41.369116603,Privada,3,,,Sants-Montjuïc,,el Poble-sec,Fons_Colleccio,,,470,11,Arts visuals,72,2017,2.146724957,Museus i espais d'exposicions,Museus i col·leccions,Fundació Fran Daurel
41.36863,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visitants,,,377768,11,"Arts escèniques,Arts visuals",73,2017,2.159851,Museus i espais d'exposicions,Museus i col·leccions,Fundació Joan Miró
41.36863,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Usuaris,,,962833,11,"Arts escèniques,Arts visuals",74,2017,2.159851,Museus i espais d'exposicions,Museus i col·leccions,Fundació Joan Miró
41.36863,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visites_Exposicions_Temporals,,,575461,11,"Arts escèniques,Arts visuals",75,2017,2.159851,Museus i espais d'exposicions,Museus i col·leccions,Fundació Joan Miró
41.36863,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Num_Exposicions_Temporals,,,17,11,"Arts escèniques,Arts visuals",76,2017,2.159851,Museus i espais d'exposicions,Museus i col·leccions,Fundació Joan Miró
41.36863,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Fons_Colleccio,,,18355,11,"Arts escèniques,Arts visuals",77,2017,2.159851,Museus i espais d'exposicions,Museus i col·leccions,Fundació Joan Miró
41.395557762,Privada,2,,,Eixample,,la Dreta de Eixample,Visitants,,,8972,7,Arts visuals,78,2017,2.161210239,Museus i espais d'exposicions,Museus i col·leccions,Fundació Suñol
41.395557762,Privada,2,,,Eixample,,la Dreta de Eixample,Usuaris,,,14868,7,Arts visuals,79,2017,2.161210239,Museus i espais d'exposicions,Museus i col·leccions,Fundació Suñol
41.395557762,Privada,2,,,Eixample,,la Dreta de Eixample,Visites_Exposicions_Temporals,,,14320,7,Arts visuals,80,2017,2.161210239,Museus i espais d'exposicions,Museus i col·leccions,Fundació Suñol
41.395557762,Privada,2,,,Eixample,,la Dreta de Eixample,Num_Exposicions_Temporals,,,9,7,Arts visuals,81,2017,2.161210239,Museus i espais d'exposicions,Museus i col·leccions,Fundació Suñol
41.395557762,Privada,2,,,Eixample,,la Dreta de Eixample,Fons_Colleccio,,,1343,7,Arts visuals,82,2017,2.161210239,Museus i espais d'exposicions,Museus i col·leccions,Fundació Suñol
41.3888884,Privada,2,,,Eixample,,la Dreta de Eixample,Visitants,,,77010,7,Arts visuals,83,2017,2.1652352,Museus i espais d'exposicions,Centres d'exposicions,Fundación Mapfre Casa Garriga i Nogués
41.3888884,Privada,2,,,Eixample,Les visites a aquesta exposició estan incloses al recompte de l'any 2016.,la Dreta de Eixample,Usuaris,,,82131,7,Arts visuals,84,2017,2.1652352,Museus i espais d'exposicions,Centres d'exposicions,Fundación Mapfre Casa Garriga i Nogués
41.3888884,Privada,2,,,Eixample,Les visites a aquesta exposició estan incloses al recompte de l'any 2016.,la Dreta de Eixample,Visites_Exposicions_Temporals,,,77010,7,Arts visuals,85,2017,2.1652352,Museus i espais d'exposicions,Centres d'exposicions,Fundación Mapfre Casa Garriga i Nogués
41.380783393,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Usuaris,,,20325,2,Història i memòria,88,2017,2.180139311,Museus i espais d'exposicions,Museus i col·leccions,Hash Marihuana Cáñamo & Hemp Museum
41.380783393,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Visites_Exposicions_Temporals,,,6000,2,Història i memòria,89,2017,2.180139311,Museus i espais d'exposicions,Museus i col·leccions,Hash Marihuana Cáñamo & Hemp Museum
41.380783393,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Num_Exposicions_Temporals,,,4,2,Història i memòria,90,2017,2.180139311,Museus i espais d'exposicions,Museus i col·leccions,Hash Marihuana Cáñamo & Hemp Museum
41.376477557,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,1626193,2,Ciència,91,2017,2.184560919,Museus i espais d'exposicions,Museus i col·leccions,L'Aquàrium
41.376477557,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Usuaris,,,1626193,2,Ciència,92,2017,2.184560919,Museus i espais d'exposicions,Museus i col·leccions,L'Aquàrium
41.381057326,Municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,56549,1,Arts visuals,93,2017,2.169793857,Museus i espais d'exposicions,Centres d'exposicions,La Capella
41.381057326,Municipal,1,,,Ciutat Vella,,el Raval,Usuaris,,,58270,1,Arts visuals,94,2017,2.169793857,Museus i espais d'exposicions,Centres d'exposicions,La Capella
41.381057326,Municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,56549,1,Arts visuals,95,2017,2.169793857,Museus i espais d'exposicions,Centres d'exposicions,La Capella
41.381057326,Municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,5,1,Arts visuals,96,2017,2.169793857,Museus i espais d'exposicions,Centres d'exposicions,La Capella
41.395316302,Privada,2,,,Eixample,,la Dreta de Eixample,Visitants,,,972508,7,Arts visuals,97,2017,2.162043384,Museus i espais d'exposicions,Espais d'interès arquitectònic,La Pedrera
41.395316302,Privada,2,,,Eixample,,la Dreta de Eixample,Usuaris,,,1167395,7,Arts visuals,98,2017,2.162043384,Museus i espais d'exposicions,Espais d'interès arquitectònic,La Pedrera
41.395316302,Privada,2,,,Eixample,,la Dreta de Eixample,Visites_Exposicions_Temporals,,,175251,7,Arts visuals,99,2017,2.162043384,Museus i espais d'exposicions,Espais d'interès arquitectònic,La Pedrera
41.395316302,Privada,2,,,Eixample,,la Dreta de Eixample,Num_Exposicions_Temporals,,,3,7,Arts visuals,100,2017,2.162043384,Museus i espais d'exposicions,Espais d'interès arquitectònic,La Pedrera
41.382498322,Municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,79825,1,Arts visuals,101,2017,2.171708630,Museus i espais d'exposicions,Centres d'exposicions,La Virreina Centre de la Imatge
41.382498322,Municipal,1,,,Ciutat Vella,,el Raval,Usuaris,,,83213,1,Arts visuals,102,2017,2.171708630,Museus i espais d'exposicions,Centres d'exposicions,La Virreina Centre de la Imatge
41.382498322,Municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,79825,1,Arts visuals,103,2017,2.171708630,Museus i espais d'exposicions,Centres d'exposicions,La Virreina Centre de la Imatge
41.382498322,Municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,14,1,Arts visuals,104,2017,2.171708630,Museus i espais d'exposicions,Centres d'exposicions,La Virreina Centre de la Imatge
41.370153865,Pública no municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visitants,,,35028,11,Història i memòria,105,2017,2.157646024,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Arqueologia de Catalunya
41.370153865,Pública no municipal,3,,,Sants-Montjuïc,,el Poble-sec,Usuaris,,,111619,11,Història i memòria,106,2017,2.157646024,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Arqueologia de Catalunya
41.370153865,Pública no municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visites_Exposicions_Temporals,,,50812,11,Història i memòria,107,2017,2.157646024,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Arqueologia de Catalunya
41.370153865,Pública no municipal,3,,,Sants-Montjuïc,,el Poble-sec,Num_Exposicions_Temporals,,,8,11,Història i memòria,108,2017,2.157646024,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Arqueologia de Catalunya
41.370153865,Pública no municipal,3,,,Sants-Montjuïc,,el Poble-sec,Fons_Colleccio,,,51724,11,Història i memòria,109,2017,2.157646024,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Arqueologia de Catalunya
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,259679,1,Arts visuals,110,2017,2.167830774,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Usuaris,,,638390,1,Arts visuals,111,2017,2.167830774,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,589398,1,Arts visuals,112,2017,2.167830774,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,12,1,Arts visuals,113,2017,2.167830774,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,926184,2,Història i memòria,114,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Usuaris,,,997853,2,Història i memòria,115,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visites_Exposicions_Temporals,,,83315,2,Història i memòria,116,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Num_Exposicions_Temporals,,,12,2,Història i memòria,117,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Fons_Colleccio,,,72550,2,Història i memòria,118,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Visitants,,,148093,3,Història i memòria,119,2017,2.185503480,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Catalunya
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Usuaris,,,254652,3,Història i memòria,120,2017,2.185503480,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Catalunya
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Visites_Exposicions_Temporals,,,49536,3,Història i memòria,121,2017,2.185503480,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Catalunya
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Num_Exposicions_Temporals,,,7,3,Història i memòria,122,2017,2.185503480,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Catalunya
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Fons_Colleccio,,,8184,3,Història i memòria,123,2017,2.185503480,Museus i espais d'exposicions,Museus i col·leccions,Museu d'Història de Catalunya
,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Visitants,,,237171,70,Ciència,124,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu de Ciències Naturals de Barcelona
,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Usuaris,,,439516,70,Ciència,125,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu de Ciències Naturals de Barcelona
,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Visites_Exposicions_Temporals,,,105556,70,Ciència,126,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu de Ciències Naturals de Barcelona
,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Num_Exposicions_Temporals,,,8,70,Ciència,127,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu de Ciències Naturals de Barcelona
,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Fons_Colleccio,,,3102769,70,Ciència,128,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu de Ciències Naturals de Barcelona
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Visitants,,,34398,5,Història i memòria,129,2017,2.184867722,Museus i espais d'exposicions,Museus i col·leccions,Museu de la Música
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Usuaris,,,74607,5,Història i memòria,130,2017,2.184867722,Museus i espais d'exposicions,Museus i col·leccions,Museu de la Música
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Visites_Exposicions_Temporals,,,15654,5,Història i memòria,131,2017,2.184867722,Museus i espais d'exposicions,Museus i col·leccions,Museu de la Música
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Num_Exposicions_Temporals,,,3,5,Història i memòria,132,2017,2.184867722,Museus i espais d'exposicions,Museus i col·leccions,Museu de la Música
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Fons_Colleccio,,,2721,5,Història i memòria,133,2017,2.184867722,Museus i espais d'exposicions,Museus i col·leccions,Museu de la Música
41.387387733,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visitants,,,140787,4,Història i memòria,134,2017,2.181708405,Museus i espais d'exposicions,Museus i col·leccions,Museu de la Xocolata
41.387387733,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Usuaris,,,140787,4,Història i memòria,135,2017,2.181708405,Museus i espais d'exposicions,Museus i col·leccions,Museu de la Xocolata
,Municipal,10,,,Sant Martí,,el Parc i la Llacuna del Poblenou,Visitants,,,234676,66,Arts visuals,136,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu del Disseny de Barcelona
,Municipal,10,,,Sant Martí,,el Parc i la Llacuna del Poblenou,Usuaris,,,285786,66,Arts visuals,137,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu del Disseny de Barcelona
,Municipal,10,,,Sant Martí,,el Parc i la Llacuna del Poblenou,Visites_Exposicions_Temporals,,,152943,66,Arts visuals,138,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu del Disseny de Barcelona
,Municipal,10,,,Sant Martí,,el Parc i la Llacuna del Poblenou,Num_Exposicions_Temporals,,,6,66,Arts visuals,139,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu del Disseny de Barcelona
,Municipal,10,,,Sant Martí,,el Parc i la Llacuna del Poblenou,Fons_Colleccio,,,84733,66,Arts visuals,140,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu del Disseny de Barcelona
41.379059282,Privada,4,,,Les Corts,,la Maternitat i Sant Ramon,Visitants,,,1848198,20,Història i memòria,141,2017,2.120267204,Museus i espais d'exposicions,Museus i col·leccions,Museu del Futbol Club Barcelona
41.379059282,Privada,4,,,Les Corts,,la Maternitat i Sant Ramon,Usuaris,,,1851065,20,Història i memòria,142,2017,2.120267204,Museus i espais d'exposicions,Museus i col·leccions,Museu del Futbol Club Barcelona
41.388876027,Privada,2,,,Eixample,,la Dreta de Eixample,Visitants,,,30852,7,Arts visuals,143,2017,2.163384936,Museus i espais d'exposicions,Museus i col·leccions,Museu del Modernisme Català
41.388876027,Privada,2,,,Eixample,,la Dreta de Eixample,Usuaris,,,42965,7,Arts visuals,144,2017,2.163384936,Museus i espais d'exposicions,Museus i col·leccions,Museu del Modernisme Català
41.388876027,Privada,2,,,Eixample,,la Dreta de Eixample,Visites_Exposicions_Temporals,,,12113,7,Arts visuals,145,2017,2.163384936,Museus i espais d'exposicions,Museus i col·leccions,Museu del Modernisme Català
41.388876027,Privada,2,,,Eixample,,la Dreta de Eixample,Num_Exposicions_Temporals,,,1,7,Arts visuals,146,2017,2.163384936,Museus i espais d'exposicions,Museus i col·leccions,Museu del Modernisme Català
41.42174827,Municipal,5,,,Sarrià-Sant Gervasi,,"Vallvidrera, el Tibidabo i les Planes",Visitants,,,134028,22,Història i memòria,147,2017,2.11979347,Museus i espais d'exposicions,Museus i col·leccions,Museu dels Autòmats del Tibidabo
41.42174827,Municipal,5,,,Sarrià-Sant Gervasi,,"Vallvidrera, el Tibidabo i les Planes",Usuaris,,,134028,22,Història i memòria,148,2017,2.11979347,Museus i espais d'exposicions,Museus i col·leccions,Museu dels Autòmats del Tibidabo
41.393626242,Privada,2,,,Eixample,,la Dreta de Eixample,Visitants,,,267521,7,Història i memòria,149,2017,2.164736478,Museus i espais d'exposicions,Museus i col·leccions,Museu Egipci de Barcelona
41.393626242,Privada,2,,,Eixample,,la Dreta de Eixample,Usuaris,,,267625,7,Història i memòria,150,2017,2.164736478,Museus i espais d'exposicions,Museus i col·leccions,Museu Egipci de Barcelona
41.393626242,Privada,2,,,Eixample,,la Dreta de Eixample,Num_Exposicions_Temporals,,,3,7,Història i memòria,151,2017,2.164736478,Museus i espais d'exposicions,Museus i col·leccions,Museu Egipci de Barcelona
41.393626242,Privada,2,,,Eixample,,la Dreta de Eixample,Fons_Colleccio,,,1128,7,Història i memòria,152,2017,2.164736478,Museus i espais d'exposicions,Museus i col·leccions,Museu Egipci de Barcelona
,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visitants,,,61420,11,Arts visuals,153,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu Etnològic i de Cultures del Món
,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Usuaris,,,180754,11,Arts visuals,154,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu Etnològic i de Cultures del Món
,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visites_Exposicions_Temporals,,,98081,11,Arts visuals,155,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu Etnològic i de Cultures del Món
,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Num_Exposicions_Temporals,,,7,11,Arts visuals,156,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu Etnològic i de Cultures del Món
,Municipal,3,,,Sants-Montjuïc,,el Poble-sec,Fons_Colleccio,,,72958,11,Arts visuals,157,2017,,Museus i espais d'exposicions,Museus i col·leccions,Museu Etnològic i de Cultures del Món
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,54165,2,Arts visuals,158,2017,2.176939205,Museus i espais d'exposicions,Museus i col·leccions,Museu Frederic Marès
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Usuaris,,,92164,2,Arts visuals,159,2017,2.176939205,Museus i espais d'exposicions,Museus i col·leccions,Museu Frederic Marès
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visites_Exposicions_Temporals,,,36707,2,Arts visuals,160,2017,2.176939205,Museus i espais d'exposicions,Museus i col·leccions,Museu Frederic Marès
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Num_Exposicions_Temporals,,,1,2,Arts visuals,161,2017,2.176939205,Museus i espais d'exposicions,Museus i col·leccions,Museu Frederic Marès
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Fons_Colleccio,,,55000,2,Arts visuals,162,2017,2.176939205,Museus i espais d'exposicions,Museus i col·leccions,Museu Frederic Marès
41.3882329,Privada,2,,,Eixample,,l'Antiga Esquerra de l'Eixample,Visitants,,,3860,8,Ciència,163,2017,2.1629603,Museus i espais d'exposicions,Museus i col·leccions,Museu Geològic del Seminari de Barcelona
41.3882329,Privada,2,,,Eixample,,l'Antiga Esquerra de l'Eixample,Usuaris,,,3903,8,Ciència,164,2017,2.1629603,Museus i espais d'exposicions,Museus i col·leccions,Museu Geològic del Seminari de Barcelona
41.3882329,Privada,2,,,Eixample,,l'Antiga Esquerra de l'Eixample,Fons_Colleccio,,,86029,8,Ciència,165,2017,2.1629603,Museus i espais d'exposicions,Museus i col·leccions,Museu Geològic del Seminari de Barcelona
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,292907,1,Història i memòria,166,2017,2.176041471,Museus i espais d'exposicions,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Usuaris,,,411437,1,Història i memòria,167,2017,2.176041471,Museus i espais d'exposicions,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,67704,1,Història i memòria,168,2017,2.176041471,Museus i espais d'exposicions,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,16,1,Història i memòria,169,2017,2.176041471,Museus i espais d'exposicions,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Fons_Colleccio,,,314934,1,Història i memòria,170,2017,2.176041471,Museus i espais d'exposicions,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.368853566,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visitants,,,866271,11,Arts visuals,171,2017,2.153363173,Museus i espais d'exposicions,Museus i col·leccions,Museu Nacional d'Art de Catalunya. MNAC
41.368853566,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Usuaris,,,1102045,11,Arts visuals,172,2017,2.153363173,Museus i espais d'exposicions,Museus i col·leccions,Museu Nacional d'Art de Catalunya. MNAC
41.368853566,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble-sec,Visites_Exposicions_Temporals,,,181360,11,Arts visuals,173,2017,2.153363173,Museus i espais d'exposicions,Museus i col·leccions,Museu Nacional d'Art de Catalunya. MNAC
