Assistents_fora_de_Barcelona,Edicio,Titularitat,DataInici,DataFi,Assistents_a_Barcelona,Notes_Dades,Espai,Ambit,NomDelFestival,Organitzador,_id,Any,Tipus,Assistents,Nota
,22,Municipal,2017-07-06T00:00:00,2017-08-31T00:00:00,,,,Música,Festival de Música als Parcs,Ajuntament de Barcelona,89,2017,Festivals,13590,
,13,Privada,2017-01-12T00:00:00,2017-12-30T00:00:00,,,,Arts escèniques,Festival de Putxinel·lis d'Hivern,Teatre La Puntual SL,90,2017,Festivals,1404,
,1,Privada,2017-01-01T00:00:00,2017-12-01T00:00:00,,,,Arts escèniques,"Festival de T(h)eatre en Français, Oui!",Mise en Lumière,91,2017,Festivals,,
,8,Privada,2017-03-18T00:00:00,2017-03-19T00:00:00,,,,Arts escèniques,Festival de Titelles de Barcelona,Poble Espanyol,92,2017,Festivals,4706,
,3,Privada,2017-03-30T00:00:00,2017-02-04T00:00:00,,,,Audiovisuals,Moritz Feed Dog,Inedit Producciones,148,2017,Festivals,,
,10,Privada,2017-04-20T00:00:00,2017-04-23T00:00:00,,,,Lletres,Festival del Llibre d'Artista i la Petita Edició,ILDE,93,2017,Festivals,,
,30,Privada,2017-01-13T00:00:00,2017-06-23T00:00:00,,,,Música,Festival Folk Internacional Tradicionàrius,CAT. Centre Artesà Tradicionàrius,94,2017,Festivals,13462,
,1,Privada,2017-10-25T00:00:00,2017-12-16T00:00:00,,,,Música,Festival Inauditus,.,95,2017,Festivals,,
,5,Privada,2017-11-28T00:00:00,2017-03-12T00:00:00,,,,Audiovisuals,Festival Inclús,Assoc. Inclús,96,2017,Festivals,2286,
,52,Privada,2017-07-22T00:00:00,2017-07-29T00:00:00,,,,Música,Festival Internacional de Cant Coral a Barcelona,Federació Catalana d'Entitats Corals,97,2017,Festivals,2000,
,1,Privada,2017-04-21T00:00:00,2017-04-28T00:00:00,,,,Audiovisuals,Festival Internacional de Cine de Barcelona - Sant Jordi,.,98,2017,Festivals,,
,7,Privada,2017-12-12T00:00:00,2017-12-16T00:00:00,,,,Audiovisuals,Festival Internacional de cine Nunes,A.I.P.D.A.,99,2017,Festivals,,
,17,Privada,2017-10-19T00:00:00,2017-10-29T00:00:00,,,,Audiovisuals,Festival Internacional de Cinema Gai i Lèsbic de Barcelona,Assoc. Cultural FICGLB,100,2017,Festivals,,
,8,Privada,2017-11-02T00:00:00,2017-11-03T00:00:00,,,,Música,Festival Internacional de Creatividad Digital MUTEK.ES,Assoc. MUTEK.es,101,2017,Festivals,5000,
,2,Privada,2017-04-09T00:00:00,2017-09-09T00:00:00,,,,Música,"Festival Internacional de Guitarra ""Ferran Sor""",Escola de Música Joan Llongueres,102,2017,Festivals,,
,49,Privada,2017-07-24T00:00:00,2017-12-19T00:00:00,,,,Música,Festival Internacional de Jazz de Barcelona,The Project Music Company,103,2017,Festivals,127836,
,5,Privada,2017-05-06T00:00:00,2017-07-14T00:00:00,,,,Música,Festival Jardins de Pedralbes,Concert Studio,104,2017,Festivals,,
,27,Privada,2017-03-09T00:00:00,2017-09-27T00:00:00,,,,Música,Festival l'Hora del Jazz. Memorial Tete Montoliu,Assoc. de Músics de Jazz i Música Moderna de Catalunya,105,2017,Festivals,6175,
,22,Privada,2017-03-16T00:00:00,2017-01-12T00:00:00,,,,Música,Festival LEM de Música Experimental,Gràcia Territori Sonor,106,2017,Festivals,2280,
,6,Privada,2017-03-30T00:00:00,2017-09-04T00:00:00,,,,Multidisciplinaris i altres,Festival Mixtur,Assoc. Col·lectiu Mixtur,107,2017,Festivals,1766,
,8,Privada,2017-03-15T00:00:00,2017-03-19T00:00:00,,,,Arts escèniques,Festival Mutis. Festival de Teatre Independent de Barcelona,La Coquera Teatro,108,2017,Festivals,,
,5,Privada,2017-12-29T00:00:00,2017-12-31T00:00:00,,,,Arts escèniques,Festival Rei de la Màgia,El rei de la màgia,109,2017,Festivals,525,
,1,Privada,2017-07-07T00:00:00,2017-09-07T00:00:00,,,,Arts escèniques,Festival Sant Martí de Circ,Assoc. de Professionals del Circ de Catalunya,110,2017,Festivals,2500,
,5,Privada,2017-06-27T00:00:00,2017-06-30T00:00:00,,,,Música,Festival Talent,Taller de Músics,111,2017,Festivals,1680,
,1,Municipal,2017-08-06T00:00:00,2017-07-27T00:00:00,,,,Multidisciplinaris i altres,Festival Tangent al CC Urgell,Ajuntament de Barcelona,112,2017,Festivals,,
,24,Privada,2017-01-01T00:00:00,2017-12-30T00:00:00,,,,Audiovisuals,FICMA. Festival Internacional de Cinema del Medi Ambient,Assoc. Accions 3E,113,2017,Festivals,9000,
,3,Privada,2017-01-03T00:00:00,2017-05-03T00:00:00,,,,Arts visuals,Fira d'Art Modern i Antic de Barcelona,.,114,2017,Fires,,
,66,Privada,2017-09-16T00:00:00,2017-02-10T00:00:00,,,,Lletres,Fira del Llibre d'Ocasió Antic i Modern,Gremi de Llibreters de Vell de Catalunya,115,2017,Fires,,
,22,Privada,2017-08-06T00:00:00,2017-06-18T00:00:00,,,,Audiovisuals,FIRE!! Mostra Internacional de Cinema Gai i Lesbià,Casal Lambda,116,2017,Festivals,8324,
,,Privada,1900-01-01T00:00:00,1900-01-01T00:00:00,,,,Lletres,Flic. Festival de literatures i arts infantil i juvenil (desembre),Assoc. Tantàgora Serveis Culturals,117,2017,Festivals,,
,7,Privada,2017-01-01T00:00:00,2017-05-02T00:00:00,,,,Lletres,Flic. Festival de literatures i arts infantil i juvenil (gener-març),Assoc. Tantàgora Serveis Culturals,118,2017,Festivals,8457,
,,Privada,2017-12-17T00:00:00,2017-12-31T00:00:00,,,,Audiovisuals,Flux. Festival de Vídeo d'Autor,Habitual Video Team,119,2017,Festivals,,
,15,Consorci o fundació amb presència municipal,2017-08-08T00:00:00,2017-08-08T00:00:00,,,,Audiovisuals,Gandules,CCCB,120,2017,Festivals,3941,
,5,Privada,2017-03-03T00:00:00,2017-05-03T00:00:00,,,,Lletres,GRAF. Còmic d'autor i edició independent,GRAF,121,2017,Festivals,3000,
,41,Municipal,2017-01-07T00:00:00,2017-07-31T00:00:00,,,,Multidisciplinaris i altres,Grec Festival de Barcelona,Institut de Cultura. Ajuntament de Barcelona,122,2017,Festivals,113541,
,28,Privada,2017-01-23T00:00:00,2017-06-07T00:00:00,,,,Música,Guitar Bcn,The Project Music Company,123,2017,Festivals,52601,
,5,Privada,2017-09-12T00:00:00,2017-12-17T00:00:00,,,,Multidisciplinaris i altres,"HOP, trobades de dansa i cultura urbana",Assoc. El Generador art i creació cultural,124,2017,Festivals,,
,4,Privada,2017-09-11T00:00:00,2017-12-11T00:00:00,,,,Multidisciplinaris i altres,INFLUX Festival. Vídeo a Escena,Habitual Video Team,125,2017,Festivals,,
,4,Municipal,2017-09-26T00:00:00,2017-01-10T00:00:00,,,,Música,Jazzing Festival,Assoc. Sant Andreu Jazz Band i Dte. de Sant Andreu,126,2017,Festivals,,
,,Consorci o fundació amb presència municipal,2017-03-22T00:00:00,2017-03-26T00:00:00,,,,Lletres,Kosmopolis. La Festa de la Literatura Amplificada,CCCB,127,2017,Festivals,10092,
,24,Privada,2017-11-13T00:00:00,2017-11-19T00:00:00,,,,Audiovisuals,L'Alternativa. Festival de Cinema Independent de Barcelona,La Fàbrica de Cinema Alternatiu de Barcelona,128,2017,Festivals,15500,
,4,Privada,2017-01-04T00:00:00,2017-01-04T00:00:00,,,,Música,Lapsus Festival,"Lapsus Arts, SL",129,2017,Festivals,789,
,5,Privada,2017-09-20T00:00:00,2017-11-30T00:00:00,,,,Música,LIED Festival Victoria de los Ángeles,Fund. Victoria de los Ángeles,130,2017,Festivals,2200,
,13,Privada,2017-04-19T00:00:00,2017-05-29T00:00:00,,,,Lletres,"Literaldia. L'Euskal Herria d'avui, en la literatura",Centre Cultural Euskal Etxea Barcelona,131,2017,Festivals,,
,1,Privada,2017-10-21T00:00:00,2017-10-21T00:00:00,,,,Multidisciplinaris i altres,"Llindars, Festival d'instal·lació i intervenció en l'espai públic","La Escocesa, fàbrica oberta de creació analògica",132,2017,Festivals,120,
,6,Municipal,2017-10-02T00:00:00,2017-12-02T00:00:00,,,,Multidisciplinaris i altres,Llum BCN,Institut de Cultura. Ajuntament de Barcelona,133,2017,Festivals,,
,15,Privada,2017-05-25T00:00:00,2017-05-26T00:00:00,,,,Arts visuals,Loop Fair,Screen Projects S.L.,134,2017,Fires,4120,
,15,Privada,2017-05-18T00:00:00,2017-05-27T00:00:00,,,,Arts visuals,Loop Festival (abans Screen Festival),Screen Projects S.L.,135,2017,Festivals,119120,
,1,Privada,2017-07-04T00:00:00,2017-07-05T00:00:00,,,,Arts escèniques,Mag Fest Barcelona,7rojoproducciones,136,2017,Festivals,,
,8,Privada,2017-10-21T00:00:00,2017-10-29T00:00:00,,,,Arts escèniques,Màgicus. Festival de Màgia Jove de Barcelona,Lluïsos de Gràcia,137,2017,Festivals,900,
,34,Privada,2017-05-05T00:00:00,2017-05-27T00:00:00,,,,Música,Maig Coral del Barcelonès,Federació Catalana d'Entitats Corals,138,2017,Festivals,3000,
,29,Privada,2017-11-13T00:00:00,2017-11-19T00:00:00,,,,Audiovisuals,Marató de Cinema Fantàstic i de Terror de Sants,"Aj. de BCN i Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",139,2017,Festivals,2300,
,17,Municipal,2017-10-31T00:00:00,2017-01-11T00:00:00,,,,Música,Marrameu - Festival Jove de Nit d'Ànimes de la Guineueta,Casal de Joves de la Guineueta,140,2017,Festivals,300,
,10,Privada,2017-09-06T00:00:00,2017-09-23T00:00:00,,,,Audiovisuals,Mecal Air,Assoc.  Mecal,141,2017,Festivals,5300,
,19,Privada,2017-03-14T00:00:00,2017-02-04T00:00:00,,,,Audiovisuals,Mecal. Festival Internacional de Curtmetratges de Barcelona,Assoc.  Mecal,142,2017,Festivals,14600,
,8,Municipal,2017-09-22T00:00:00,2017-09-25T00:00:00,,,,Arts escèniques,Mercè Arts de Carrer. MAC,Institut de Cultura. Ajuntament de Barcelona,143,2017,Festivals,333523,
,22,Privada,2017-11-03T00:00:00,2017-03-25T00:00:00,,,,Música,Minifestival de Música i Cultura Independent de Barcelona,Assoc.  Minifestival de Música Independent,144,2017,Festivals,270,
,7,Privada,2017-07-11T00:00:00,2017-11-11T00:00:00,,,,Multidisciplinaris i altres,MIRA,MIRA Associació Cultural,145,2017,Festivals,6000,
,7,Privada,2017-01-18T00:00:00,2017-01-27T00:00:00,,,,Audiovisuals,MIRADOCS. Barcelona Mirades Documentals,Cineclub Barcelona Espai de Cinema,146,2017,Festivals,,
,13,Municipal,2017-08-04T00:00:00,2017-09-04T00:00:00,,,,Lletres,Món Llibre,Institut de Cultura. Ajuntament de Barcelona,147,2017,Festivals,20000,
,20,Municipal,2017-04-03T00:00:00,2017-03-18T00:00:00,,,,Audiovisuals,Mostra d'audiovisuals i fotografia de muntanya,"Centre cultural la Farinera del Clot, Agrupació Excursionista Icària,  Colla Excursionista La Senyer",149,2017,Festivals,1131,
,10,Privada,2017-12-10T00:00:00,2017-10-15T00:00:00,,,,Audiovisuals,Mostra de Cinema Indígena de Barcelona,Assoc. d'Idees - La Escocesa,150,2017,Festivals,,
,5,Privada,2017-12-15T00:00:00,2017-12-19T00:00:00,,,,Audiovisuals,Mostra de Cinema Italià de Barcelona. MCIB,Istituto Luce Cinecittà,151,2017,Festivals,,
,16,Privada,2017-05-27T00:00:00,2017-06-17T00:00:00,,,,Audiovisuals,Mostra de Curtmetratges Dr. Mabuse,La Jarra Azul,152,2017,Festivals,,
,22,Privada,2017-09-10T00:00:00,2017-10-25T00:00:00,,,,Arts escèniques,Mostra de Teatre de Barcelona,Artípolis,153,2017,Festivals,682,
,25,Privada,2017-01-03T00:00:00,2017-11-11T00:00:00,,,,Audiovisuals,Mostra Internacional de Films de Dones de Barcelona,Drac Màgic. Cooperativa de Promoció de Mitjans Audiovisuals,154,2017,Festivals,5296,
,8,Privada,2017-10-16T00:00:00,2017-10-21T00:00:00,,,,Lletres,Munt de Mots. Festival de Narració Oral de Barcelona,Assoc.  Munt de Paraules,155,2017,Festivals,1837,
,6,Municipal,2017-11-22T00:00:00,2017-11-29T00:00:00,,,,Multidisciplinaris i altres,MUSES Cicle de Dones Creadores,Centre Cultural La Farinera del Clot + Punt d¿Informació i Atenció a les Dones de Sant Martí,156,2017,Festivals,308,
,7,Privada,2017-09-06T00:00:00,2017-09-09T00:00:00,,,,Música,Nits d'Estiu a La Pedrera,Fundació Catalunya - La Pedrera,157,2017,Festivals,7005,
,4,Privada,2017-03-14T00:00:00,2017-03-19T00:00:00,,,,Audiovisuals,NonStop Barcelona Animació,Assoc. Art NonStop,158,2017,Festivals,1475,
,18,Privada,2017-04-11T00:00:00,2017-03-12T00:00:00,,,,Arts escèniques,Novembre Vaca,Projecte Vaca,159,2017,Festivals,,
,6,Privada,2017-10-05T00:00:00,2017-05-31T00:00:00,,,,Arts escèniques,"Noves Escenes, Noves Mirades",Fundació Catalunya - La Pedrera,160,2017,Festivals,368,
,9,Privada,2017-10-07T00:00:00,2017-07-15T00:00:00,,,,Multidisciplinaris i altres,nunOff. Festival de Creació Emergent de Barcelona,nunArt,161,2017,Festivals,1000,
,17,Privada,2017-06-04T00:00:00,2017-08-04T00:00:00,,,,Multidisciplinaris i altres,OFFF Let's feed the future,99 Produccions S.L.,162,2017,Festivals,4500,
,1,Privada,2017-04-28T00:00:00,2017-04-30T00:00:00,,,,Multidisciplinaris i altres,Palo Market Fest,Buganvillasomnis S.L.,163,2017,Festivals,16500,
,1,Municipal,2017-11-28T00:00:00,2017-12-31T00:00:00,,,,Audiovisuals,Pantalla Barcelona,Ajuntament de Barcelona,164,2017,Festivals,,
,2,Privada,2017-09-03T00:00:00,2017-03-31T00:00:00,,,,Multidisciplinaris i altres,PedreraArtlab,Fundació Catalunya - La Pedrera,165,2017,Festivals,870,
,3,Privada,2017-09-29T00:00:00,2017-08-10T00:00:00,,,,Arts visuals,Photogenic Festival,Assoc. Sobreàtic,166,2017,Festivals,6000,
,6,Consorci o fundació amb presència municipal,2017-12-05T00:00:00,2017-05-13T00:00:00,,,,Multidisciplinaris i altres,Primera Persona,CCCB,169,2017,Festivals,1403,
,4,Municipal,2017-11-21T00:00:00,2017-11-25T00:00:00,,,,Multidisciplinaris i altres,Recorreguts Sonors: Accions i Mutacions Sonores,Convent de Sant Agustí,170,2017,Festivals,1482,
,,Privada,2017-01-07T00:00:00,2017-02-09T00:00:00,,,,Arts escèniques,Riu Estiu. Festival d'Humor d'Estiu de Barcelona,.,171,2017,Festivals,,
,3,Privada,2017-05-10T00:00:00,2017-08-10T00:00:00,,,,Audiovisuals,Rueda. Festival Internacional de Cinema Ciclista,Rueda Film Festival,172,2017,Festivals,1500,
,15,Privada,2017-06-30T00:00:00,2017-04-08T00:00:00,,,,Audiovisuals,Sala Montjuïc,Assoc. Cultural Modiband,173,2017,Festivals,26189,
,23,Privada,2017-01-11T00:00:00,2017-05-11T00:00:00,,,,Lletres,Saló del Manga de Barcelona,Ficòmic,174,2017,Fires,148000,
,35,Privada,2017-03-30T00:00:00,2017-02-04T00:00:00,,,,Lletres,Saló Internacional del Còmic de Barcelona,Ficòmic,175,2017,Fires,118000,
,14,Privada,2017-07-28T00:00:00,2017-03-09T00:00:00,,,,Música,San Miguel Mas i Mas Festival,"Pelaimas, SL",176,2017,Festivals,44251,
,14,Privada,2017-04-23T00:00:00,2017-04-23T00:00:00,,,,Multidisciplinaris i altres,Sant Jordi al Raval,Fundació Tot Raval,177,2017,Festivals,3000,
,10,Privada,2017-10-19T00:00:00,2017-10-31T00:00:00,,,,Música,Say it Loud,Coop. Quesoni,178,2017,Festivals,,
,2,Privada,2017-03-03T00:00:00,2017-05-03T00:00:00,,,,Multidisciplinaris i altres,Seco III Festival Itinerante de Música y Artes Escénicas,Colectivo Ojos que nos ven,179,2017,Festivals,350,
,4,Privada,2017-04-19T00:00:00,2017-04-22T00:00:00,,,,Audiovisuals,Serielizados Fest,Serielizados,180,2017,Festivals,3000,
,35,Privada,2017-08-09T00:00:00,2017-09-17T00:00:00,,,,Lletres,Setmana del Llibre en Català,Assoc.  d'Editors en llengua catalana,181,2017,Fires,26000,
,23,Municipal,2017-09-06T00:00:00,2017-11-06T00:00:00,,,,Música,Simbiruta. Festival Jove de la Guineueta,Casal de Joves de la Guineueta,182,2017,Festivals,600,
,7,Privada,2017-10-06T00:00:00,2017-10-06T00:00:00,,,,Música,SIMFONIC,Assoc. SIMFONIC,183,2017,Festivals,11000,
,13,Privada,2017-03-21T00:00:00,2017-03-26T00:00:00,,,,Audiovisuals,Sólo para Cortos,Assoc. pel Foment del Curtmetratge Social i Casal de Joves de Prosperitat,184,2017,Festivals,,
,24,Privada,2017-06-15T00:00:00,2017-06-17T00:00:00,,,,Música,Sónar. Festival Internacional de Música Avançada i Art Multimèdia,Advanced Music S.L.,185,2017,Festivals,123980,
,5,Privada,2017-08-04T00:00:00,2017-08-04T00:00:00,,,,Música,Soundeat,Charming Music,186,2017,Festivals,,
,3,Privada,2017-03-25T00:00:00,2017-03-25T00:00:00,,,,Multidisciplinaris i altres,Surfcity Festival,Surfcitizens,187,2017,Festivals,5796,
,10,Privada,2017-09-28T00:00:00,2017-01-10T00:00:00,,,,Arts visuals,Swab Barcelona. Fira Internacional d'Art Contemporani,Espacio de Arte Contemporáneo Diezy7,188,2017,Fires,12000,
,5,Privada,2017-12-05T00:00:00,2017-10-21T00:00:00,,,,Multidisciplinaris i altres,Terrats en cultura,Coincidències,189,2017,Festivals,,
,13,Privada,2017-10-26T00:00:00,2017-12-11T00:00:00,,,,Multidisciplinaris i altres,The Influencers,Assoc. Cultural d-i-n-a,190,2017,Festivals,4594,
,1,Privada,2017-10-14T00:00:00,2017-10-15T00:00:00,,,,Música,Ukefest,"Barcelona Ukelele Club (diversos membres, no són entitat jurídica)",191,2017,Festivals,265,
,16,Privada,2017-03-11T00:00:00,2017-04-11T00:00:00,,,,Música,Zeppelin,Orquestra del Caos,192,2017,Festivals,400,
,1,Municipal,2017-06-29T00:00:00,2017-07-14T00:00:00,,,,Música,Zero3. Altaveu d'Accions Culturals,Centre Cívic Convent de Sant Agustí i Biblioteca Bonnemaison,193,2017,Festivals,532,
,12,Privada,2017-09-02T00:00:00,2017-02-25T00:00:00,,,,Audiovisuals,Zinemaldia,Centre Cultural Euskal Etxea Barcelona,194,2017,Festivals,1000,
,14,Municipal,2016-04-11T00:00:00,2016-11-26T00:00:00,,,,Música,(In)fusión Flamenca. Cicle de Flamenc al Besòs,Centre Cívic Besòs,1,2016,Festivals,1237,
,7,Privada,2016-10-22T00:00:00,2016-10-23T00:00:00,,,,Arts visuals,48H Open House BCN,Assoc. 48H Open House BCN,2,2016,Festivals,60641,
,5,Mixta,2016-02-13T00:00:00,2016-10-03T00:00:00,,,,Música,9B in Black. Festival de Música Negra de Nou Barris,"Casal de Barri Prosperitat, Casal de Joves Prosperitat i Ateneu Popular 9Barris",3,2016,Festivals,1500,
,1,Consorci o fundació amb presència municipal,2016-12-08T00:00:00,2016-08-26T00:00:00,,,,Multidisciplinaris i altres,Africalisme al CCCB,CCCB,4,2016,Festivals,2388,Última edició any 2016.
,3,Privada,2016-03-03T00:00:00,2016-06-03T00:00:00,,,,Audiovisuals,Americana Film Fest,Assoc. Cultural per la Difusió del Cinema Nord-Americà,5,2016,Festivals,5200,
,5,Privada,2016-03-11T00:00:00,2016-05-11T00:00:00,,,,Música,AMFest,Assoc. AMF,6,2016,Festivals,1800,
,2,Privada,2016-10-06T00:00:00,2016-06-17T00:00:00,,,,Audiovisuals,Arqu [in] FILM,ARQ-INFAD,7,2016,Festivals,399,
,3,Privada,2016-05-27T00:00:00,2016-05-28T00:00:00,,,,Arts visuals,Art Photo BCN,Art Deal Project,8,2016,Festivals,2600,
,7,Privada,2016-04-20T00:00:00,2016-04-24T00:00:00,,,,Lletres,"Arts Libris. Fira internacional del llibre i edicions d'art, fotografia i disseny de Barcelona",Raíña Lupa Produccions,9,2016,Fires,10000,
,2,Privada,2016-01-10T00:00:00,2016-02-10T00:00:00,,,,Audiovisuals,B-Anime Film Festival,Mago Experience,10,2016,Festivals,10000,
,4,Privada,2016-07-21T00:00:00,2016-07-26T00:00:00,,,,Música,Bachcelona,Fundació BZM,11,2016,Festivals,5000,
,3,Privada,2016-08-05T00:00:00,2016-08-05T00:00:00,,,,Música,BalkaBarna Festival,"Asociación BalkaBarna, Dinamita Balkana y Balkan Party",12,2016,Festivals,1400,Última edició any 2016.
,24,Municipal,2016-09-22T00:00:00,2016-09-25T00:00:00,,,,Música,BAM. Barcelona Acció Musical,Institut de Cultura. Ajuntament de Barcelona,13,2016,Festivals,56950,
,18,Privada,2016-03-11T00:00:00,2016-12-31T00:00:00,,,,Música,Banc Sabadell Festival del Mil·lenni  (desembre),Concert Studio,14,2016,Festivals,17454,
,17,Privada,2016-01-01T00:00:00,2016-05-20T00:00:00,,,,Música,Banc Sabadell Festival del Mil·lenni (gener-maig),Concert Studio,15,2016,Festivals,42988,
,3,Privada,2016-07-16T00:00:00,2016-07-16T00:00:00,,,,Música,Barcelona Beach Festival,Live Nation,16,2016,Festivals,40000,
,6,Privada,2016-01-06T00:00:00,2016-12-06T00:00:00,,,,Arts escèniques,Barcelona Burlesque Festival,"Ociopuro, SL",17,2016,Festivals,2100,
,12,Privada,2016-06-25T00:00:00,2016-04-07T00:00:00,,,,Música,Barcelona Festival of Song,"Mundo Arts Spain, SLU",18,2016,Festivals,1500,
,5,Privada,2016-06-30T00:00:00,2016-07-08T00:00:00,,,,Audiovisuals,Cinema Lliure a la Platja,Mago Audiovisual Production,37,2016,Festivals,22000,
,4,Municipal,2016-07-11T00:00:00,2016-11-11T00:00:00,,,,Lletres,Barcelona Novel·la Històrica,Institut de Cultura. Ajuntament de Barcelona,19,2016,Festivals,1407,
,19,Municipal,2016-04-05T00:00:00,2016-10-05T00:00:00,,,,Lletres,Barcelona Poesia,Institut de Cultura. Ajuntament de Barcelona,20,2016,Festivals,5324,
,4,Privada,2016-06-07T00:00:00,2016-09-07T00:00:00,,,,Audiovisuals,Barcelona Surf Film Festival ,Assoc. Marea Crítica,21,2016,Festivals,,
,13,Municipal,2016-04-03T00:00:00,2016-11-03T00:00:00,,,,Audiovisuals,Barcelona VisualSound. Festival Audiovisual de Creació Jove,Ajuntament de Barcelona,22,2016,Festivals,461,
,6,Privada,2016-07-15T00:00:00,2016-07-22T00:00:00,,,,Música,"Barcelona, Gardel, Buenos Aires",ZOOM IN SA - Rafael Veljanovich,23,2016,Festivals,,Última edició any 2016.
,21,Privada,2016-01-21T00:00:00,2016-04-14T00:00:00,,,,Música,BarnaSants,Assoc. Promotora de la Fundació Autoria,24,2016,Festivals,,
,13,Privada,2016-07-05T00:00:00,2016-05-14T00:00:00,,,,Arts escèniques,BarriBrossa,La Seca Espai Brossa,25,2016,Festivals,541,
,11,Privada,2016-02-06T00:00:00,2016-12-06T00:00:00,,,,Arts visuals,BCN Design Week,Barcelona Centre del Disseny,26,2016,Festivals,12000,
,7,Municipal,2016-03-05T00:00:00,2016-07-05T00:00:00,,,,Audiovisuals,BCN Sports Film,Fundació Barcelona Olímpica,27,2016,Festivals,2399,
,11,Municipal,2016-01-28T00:00:00,2016-06-02T00:00:00,,,,Lletres,BCNegra. Trobada de Novel·la Negra de Barcelona,Institut de Cultura. Ajuntament de Barcelona,28,2016,Festivals,7639,
,14,Privada,2016-10-27T00:00:00,2016-06-11T00:00:00,,,,Audiovisuals,Beefeater In-Edit Festival,Inedit Producciones,29,2016,Festivals,30115,
