Latitud,Codi_Districte,Data_Instalacio,Font,Id_Instal,Nom_Districte,Codi_Carrer,Nom_Barri,ETRS89_Y,Data_DesInstalacio,Nom_Carrer,Num_Carrer,Codi_Barri,ETRS89_X,_id,Longitud,Tipus_Via
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1867,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,141,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1868,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,142,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1869,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,143,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1870,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,144,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1871,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,145,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1872,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,146,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1873,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,147,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1874,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,148,2.152848,C
41.406216,6,2017-01-19T00:00:00,TRÀNSIT,1875,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-02-26T00:00:00,Torrent de l'Olla,218,31,429192.067,149,2.152848,C
41.403978,6,2017-01-19T00:00:00,OCI,1886,Gràcia,236700,la Vila de Gràcia,4583947.753,,Or,10,31,429454.426,150,2.156015,C
41.401519,6,2017-01-19T00:00:00,OCI,1887,Gràcia,326904,la Vila de Gràcia,4583674.030,,Sol,2,31,429521.701,151,2.156852,Pl
41.404116,10,2017-01-19T00:00:00,TRÀNSIT,1888,Sant Martí,183603,el Poblenou,4583931.925,2022-04-10T00:00:00,Llacuna,122,68,432728.307,152,2.195181,C
41.415571,9,2017-01-23T00:00:00,TRÀNSIT,1906,Sant Andreu,226400,Navas,4585210.429,,Las Navas de Tolosa,278,63,432006.728,153,2.186405,C
41.389814,4,2017-01-25T00:00:00,TRÀNSIT,1926,Les Corts,102500,Pedralbes,4582416.000,2017-01-26T00:00:00,Doctor Joaquín Albarrán,5,21,425370.000,154,2.107345,C
41.389814,4,2017-01-26T00:00:00,TRÀNSIT,1946,Les Corts,102500,Pedralbes,4582416.000,2017-03-03T00:00:00,Doctor Joaquín Albarrán,5,21,425370.000,155,2.107345,C
41.379396,1,2017-01-24T00:00:00,OCI,1947,Ciutat Vella,284804,el Raval,4581206.666,2017-04-26T00:00:00,Robador,31,1,430673.242,156,2.170909,C
41.378242,1,2017-01-24T00:00:00,OCI,1948,Ciutat Vella,21306,el Raval,4581075.134,2017-12-14T00:00:00,Arc del Teatre,5,1,431023.452,157,2.175112,C
41.466363,8,2017-01-31T00:00:00,TRÀNSIT,1967,Nou Barris,255602,Vallbona,4590852.270,2017-05-25T00:00:00,Pineda,52,56,431752.501,158,2.182726,Pg
41.462215,8,2017-01-31T00:00:00,TRÀNSIT,1968,Nou Barris,236801,Vallbona,4590391.500,2017-04-21T00:00:00,Orpí,7,56,431772.703,159,2.183020,C
41.382336,1,2017-01-02T00:00:00,OCI,1987,Ciutat Vella,167709,el Raval,4581537.016,2017-12-21T00:00:00,Joaquín Costa,33,1,430262.387,160,2.165958,C
41.380390,1,2017-01-02T00:00:00,OCI,1988,Ciutat Vella,112208,el Barri Gòtic,4581311.696,2017-12-14T00:00:00,Escudellers,48,2,431228.473,161,2.177537,C
41.386795,2,2017-01-02T00:00:00,TRÀNSIT,1989,L'Eixample,349309,la Dreta de l'Eixample,4582031.484,2017-05-25T00:00:00,Universitat,27,7,430327.761,162,2.166683,Rda
41.401930,5,2017-06-02T00:00:00,TRÀNSIT,2006,Sarrià-Sant Gervasi,54906,les Tres Torres,4583743.547,2017-06-20T00:00:00,Calatrava,73,24,427106.079,163,2.127948,C
41.422393,6,2017-08-02T00:00:00,TRÀNSIT,2026,Gràcia,148409,Vallcarca i els Penitents,4586006.683,2017-06-20T00:00:00,Sant Cugat,95,28,427996.228,164,2.138327,Ctra
41.408060,5,2017-08-02T00:00:00,TRÀNSIT,2027,Sarrià-Sant Gervasi,320908,Sarrià,4584437.858,2017-05-24T00:00:00,Sarrià a Vallvidrera,97,23,425766.502,165,2.111839,Ctra
41.441201,7,2017-08-02T00:00:00,TRÀNSIT,2028,Horta-Guinardó,157308,Horta,4588080.950,2017-05-26T00:00:00,Horta a Cerdanyola,20,43,429409.652,166,2.154997,Ctra
41.406299,6,2017-02-27T00:00:00,SUPERILLA,2046,Gràcia,344101,el Camp d'en Grassot i Gràcia Nova,4584197.569,2018-04-06T00:00:00,Gràcia,313,32,430259.543,167,2.165618,Trav
41.402231,6,2017-02-27T00:00:00,SUPERILLA,2047,Gràcia,31300,el Camp d'en Grassot i Gràcia Nova,4583747.566,2018-06-06T00:00:00,Bailèn,214,32,430094.489,168,2.163695,C
41.402055,6,2017-02-27T00:00:00,SUPERILLA,2048,Gràcia,305100,el Camp d'en Grassot i Gràcia Nova,4583726.218,2018-06-06T00:00:00,Sant Joan,153,32,430273.667,169,2.165841,Pg
41.403048,6,2017-02-27T00:00:00,SUPERILLA,2049,Gràcia,286504,el Camp d'en Grassot i Gràcia Nova,4583835.478,2017-09-03T00:00:00,Roger de Flor,274,32,430383.901,170,2.167147,C
41.406612,2,2017-02-27T00:00:00,SUPERILLA,2050,L'Eixample,76807,la Sagrada Família,4584229.482,2018-04-06T00:00:00,Sardenya,390,6,430557.096,171,2.169174,C
41.434538,7,2017-02-28T00:00:00,SUPERILLA,2051,Horta-Guinardó,119003,Horta,4587334.206,2018-04-06T00:00:00,Fabra i Puig,409,43,430127.870,172,2.163680,Pg
41.435841,7,2017-02-28T00:00:00,SUPERILLA,2052,Horta-Guinardó,107401,Horta,4587484.701,2018-04-06T00:00:00,Eduard Toda,51,43,429529.378,173,2.156500,C
41.433986,7,2017-02-28T00:00:00,SUPERILLA,2053,Horta-Guinardó,58102,Horta,4587279.036,2018-06-06T00:00:00,Campoamor,37,43,429495.371,174,2.156117,C
41.437482,7,2017-02-28T00:00:00,SUPERILLA,2054,Horta-Guinardó,351901,Horta,4587667.269,2017-02-28T00:00:00,Valldaura,24,43,429489.839,175,2.156005,Pg
41.437482,7,2017-02-28T00:00:00,SUPERILLA,2055,Horta-Guinardó,351901,Horta,4587667.269,2017-02-28T00:00:00,Valldaura,24,43,429489.839,176,2.156005,Pg
41.437482,7,2017-01-03T00:00:00,SUPERILLA,2066,Horta-Guinardó,351901,Horta,4587667.269,2018-04-06T00:00:00,Valldaura,24,43,429489.839,177,2.156005,Pg
41.429716,7,2017-01-03T00:00:00,SUPERILLA,2067,Horta-Guinardó,329505,Horta,4586801.620,2018-04-06T00:00:00,Tajo,56,43,429842.482,178,2.160326,C
41.406216,6,2017-03-13T00:00:00,TRÀNSIT,2086,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-03-21T00:00:00,Torrent de l'Olla,218,31,429192.067,179,2.152848,C
41.398428,10,2016-10-11T00:00:00,TRÀNSIT,2106,Sant Martí,249304,el Poblenou,4583301.159,2023-01-18T00:00:00,Pere IV,100,68,432645.836,180,2.194265,C
41.411733,5,2016-11-10T00:00:00,TRÀNSIT,2166,Sarrià-Sant Gervasi,279600,el Putxet i el Farró,4584821.187,2022-05-25T00:00:00,República Argentina,223,27,428188.375,181,2.140767,Av
41.403048,6,2017-03-22T00:00:00,SUPERILLA,2186,Gràcia,286504,el Camp d'en Grassot i Gràcia Nova,4583835.478,2018-04-06T00:00:00,Roger de Flor,274,32,430383.901,182,2.167147,C
41.421297,9,2017-03-23T00:00:00,TRÀNSIT,2206,Sant Andreu,297001,la Sagrera,4585844.985,2020-06-02T00:00:00,Sant Antoni Maria Claret,373,61,432134.708,183,2.187865,C
41.422350,9,2017-03-23T00:00:00,TRÀNSIT,2207,Sant Andreu,297001,la Sagrera,4585961.130,2022-12-04T00:00:00,Sant Antoni Maria Claret,403,61,432221.420,184,2.188890,C
41.422861,7,2017-03-23T00:00:00,TRÀNSIT,2208,Horta-Guinardó,339906,el Guinardó,4586028.925,,Torre dels Pardals,45,35,431044.149,185,2.174795,C
41.423756,7,2017-03-23T00:00:00,TRÀNSIT,2209,Horta-Guinardó,339906,el Guinardó,4586129.993,2022-05-05T00:00:00,Torre dels Pardals,96,35,430871.562,186,2.172718,C
41.400734,10,2017-04-26T00:00:00,TRÀNSIT,2246,Sant Martí,11200,el Parc i la Llacuna del Poblenou,4583556.392,2023-01-18T00:00:00,Almogàvers,188,66,432725.748,187,2.195192,C
41.378636,2,2017-04-26T00:00:00,SUPERILLA,2266,L'Eixample,87009,Sant Antoni,4581130.453,2018-05-03T00:00:00,Comte Borrell,81,10,429819.453,188,2.160708,C
41.378219,2,2017-04-26T00:00:00,TRÀNSIT,2267,L'Eixample,361406,Sant Antoni,4581085.397,,Viladomat,71,10,429688.604,189,2.159149,C
41.377418,2,2017-04-26T00:00:00,SUPERILLA,2268,L'Eixample,285807,Sant Antoni,4580999.344,2019-04-17T00:00:00,Rocafort,47,10,429398.561,190,2.155691,C
41.389053,2,2017-05-19T00:00:00,TRÀNSIT,2306,L'Eixample,32700,l'Antiga Esquerra de l'Eixample,4582285.334,2022-09-06T00:00:00,Balmes,45,8,430001.510,191,2.162752,C
41.376198,3,2017-05-26T00:00:00,OCI,2326,Sants-Montjuïc,158901,Sants,4580878.000,2017-10-24T00:00:00,Osca,2,18,427962.000,192,2.138527,Pl
41.379396,1,2017-05-26T00:00:00,OCI,2327,Ciutat Vella,284804,el Raval,4581206.666,2017-12-14T00:00:00,Robador,31,1,430673.242,193,2.170909,C
41.374325,3,2017-05-30T00:00:00,OCI,2347,Sants-Montjuïc,43400,el Poble Sec,4580650.149,2018-04-17T00:00:00,Blai,52,11,429994.723,194,2.162860,C
41.405521,6,2017-05-30T00:00:00,OCI,2348,Gràcia,167505,la Vila de Gràcia,4584113.950,2018-04-18T00:00:00,Joanic,7,31,429973.940,195,2.162211,Pl
41.395450,5,2017-05-30T00:00:00,OCI,2349,Sarrià-Sant Gervasi,348408,Galvany,4583003.592,2018-04-19T00:00:00,Tuset,8,26,429172.441,196,2.152753,C
41.385747,1,2017-05-30T00:00:00,OCI,2366,Ciutat Vella,268808,el Barri Gòtic,4581910.055,2017-12-21T00:00:00,Portal de l'Àngel,24,2,430852.470,197,2.172972,Av
41.405085,6,2017-05-30T00:00:00,OCI,2367,Gràcia,366400,la Vila de Gràcia,4584069.670,2017-11-14T00:00:00,Virreina,91,31,429554.781,198,2.157202,Pl
41.407009,6,2017-05-30T00:00:00,OCI,2368,Gràcia,229001,la Vila de Gràcia,4584284.741,2019-10-07T00:00:00,Nord,7,31,429397.517,199,2.155295,Pl
41.381565,2,2017-05-30T00:00:00,TRÀNSIT,2406,L'Eixample,296508,Sant Antoni,4581453.494,2017-05-07T00:00:00,Sant Antoni,31,10,430046.338,200,2.163384,Rda
41.400127,6,2017-09-06T00:00:00,OCI,2426,Gràcia,284305,la Vila de Gràcia,4583518.628,2019-10-07T00:00:00,Vila de Gràcia,1,31,429611.073,201,2.157939,Pl
41.384925,1,2017-08-06T00:00:00,OCI,2446,Ciutat Vella,46409,"Sant Pere, Santa Caterina i la Ribera",4581811.000,2018-11-04T00:00:00,Born,19,4,431671.000,202,2.182772,Pg
41.406216,6,2017-06-21T00:00:00,OCI,2489,Gràcia,208001,la Vila de Gràcia,4584198.701,2017-03-08T00:00:00,Torrent de l'Olla,218,31,429192.067,203,2.152848,C
41.400018,10,2017-06-27T00:00:00,OCI,2508,Sant Martí,346800,el Poblenou,4583470.992,,Poblenou,44,68,433367.828,204,2.202882,Rbla
41.411260,5,2017-06-14T00:00:00,TRÀNSIT,2526,Sarrià-Sant Gervasi,181200,el Putxet i el Farró,4584770.508,2022-05-25T00:00:00,Lucà,18,27,427999.709,205,2.138516,C
41.396035,5,2017-06-07T00:00:00,OCI,2547,Sarrià-Sant Gervasi,348408,Galvany,4583069.384,2022-07-06T00:00:00,Tuset,13,26,429087.879,206,2.151733,C
41.380128,1,2017-06-07T00:00:00,OCI,2548,Ciutat Vella,112208,el Barri Gòtic,4581283.046,2023-09-28T00:00:00,Escudellers,34,2,431177.722,207,2.176933,C
41.384606,2,2017-05-07T00:00:00,SUPERILLA,2549,L'Eixample,296508,Sant Antoni,4581790.720,2019-11-28T00:00:00,Sant Antoni,59,10,430084.516,208,2.163802,Rda
41.429071,7,2017-02-08T00:00:00,TRÀNSIT,2586,Horta-Guinardó,198509,la Clota,4586733.868,2018-01-24T00:00:00,Marquès de Castellbell,21,42,429445.070,209,2.155578,Av
41.397107,5,2017-02-08T00:00:00,OCI,2587,Sarrià-Sant Gervasi,344101,Galvany,4583188.935,2017-11-15T00:00:00,Gràcia,79,26,429029.735,210,2.151024,Trav
41.389896,4,2017-02-08T00:00:00,TRÀNSIT,2588,Les Corts,193108,Pedralbes,4582413.780,2017-11-15T00:00:00,Manuel Girona,10,21,426474.748,211,2.120558,Pg
41.387314,1,2017-02-08T00:00:00,TRÀNSIT,2589,Ciutat Vella,130403,el Barri Gòtic,4582084.943,2017-11-10T00:00:00,Fontanella,4,2,430761.014,212,2.171858,C
41.384638,2,2017-02-08T00:00:00,OBRES,2590,L'Eixample,191204,la Nova Esquerra de l'Eixample,4581805.351,2017-12-22T00:00:00,Mallorca,75,9,428952.731,213,2.150265,C
41.420539,9,2017-03-08T00:00:00,TRÀNSIT,2591,Sant Andreu,209900,la Sagrera,4585761.407,2017-08-11T00:00:00,Meridiana,274,61,432069.620,214,2.187096,Av
41.452880,8,2017-03-08T00:00:00,TRÀNSIT,2592,Nou Barris,241200,la Trinitat Nova,4589351.826,2018-01-24T00:00:00,Palamós,85,53,432113.008,215,2.187212,C
41.442510,8,2017-03-08T00:00:00,TRÀNSIT,2593,Nou Barris,23709,la Prosperitat,4588204.411,2018-01-24T00:00:00,Arítjols,27,52,431691.890,216,2.182300,C
41.445022,8,2017-03-08T00:00:00,TRÀNSIT,2594,Nou Barris,127205,la Prosperitat,4588482.430,2018-01-25T00:00:00,Flor de Neu,57,52,431792.082,217,2.183468,C
41.420688,9,2017-03-08T00:00:00,TRÀNSIT,2595,Sant Andreu,156509,la Sagrera,4585776.706,2017-09-10T00:00:00,Hondures,41,61,432201.636,218,2.188674,C
41.430954,9,2017-03-08T00:00:00,TRÀNSIT,2596,Sant Andreu,322007,Sant Andreu,4586911.725,2017-07-09T00:00:00,Segre,123,60,432725.080,219,2.194811,C
41.411656,10,2017-03-08T00:00:00,OCI,2597,Sant Martí,266405,el Besòs i el Maresme,4584751.178,2018-07-18T00:00:00,Prim,19,70,434678.029,220,2.218416,Rbla
41.400335,5,2017-02-08T00:00:00,TRÀNSIT,2626,Sarrià-Sant Gervasi,237600,les Tres Torres,4583566.066,2018-01-24T00:00:00,Pau Alcover,41,24,427146.605,221,2.128454,C
41.429704,7,2017-09-13T00:00:00,TRÀNSIT,2646,Horta-Guinardó,30307,Horta,4586797.592,2017-11-10T00:00:00,Bacardí,2,43,430119.968,222,2.163648,Pl
41.374615,3,2017-11-10T00:00:00,OCI,2706,Sants-Montjuïc,701753,Hostafrancs,4580695.360,2018-01-03T00:00:00,Ramon Aramon i Serra,2,15,428657.952,223,2.146871,Jard
41.429704,7,2017-12-10T00:00:00,TRÀNSIT,2707,Horta-Guinardó,30307,Horta,4586797.592,2018-03-21T00:00:00,Bacardí,2,43,430119.968,224,2.163648,Pl
41.376198,3,2017-10-26T00:00:00,OCI,2726,Sants-Montjuïc,158901,Sants,4580878.000,2017-12-14T00:00:00,Osca,2,18,427962.000,225,2.138527,Pl
41.374656,3,2017-08-11T00:00:00,OCI,2746,Sants-Montjuïc,50905,Badal,4580717.121,2017-04-12T00:00:00,Ventura Plaja,28,17,426925.407,226,2.126152,C
41.410734,10,2017-08-11T00:00:00,TRÀNSIT,2766,Sant Martí,161101,el Camp de l'Arpa del Clot,4584679.000,2017-12-19T00:00:00,Independència,349,64,431412.000,227,2.179350,C
41.384941,1,2017-08-11T00:00:00,OCI,2786,Ciutat Vella,325107,la Barceloneta,4581802.828,2018-02-05T00:00:00,Trelawny,2,3,432741.722,228,2.195578,C
41.407806,5,2017-11-15T00:00:00,TRÀNSIT,2806,Sarrià-Sant Gervasi,32700,la Bonanova,4584387.543,2017-12-12T00:00:00,Balmes,417,25,427953.132,229,2.138004,C
41.371794,3,2017-11-17T00:00:00,OCI,2808,Sants-Montjuïc,278200,el Poble Sec,4580379.000,2019-06-08T00:00:00,Reina Maria Cristina,8,11,428982.000,230,2.150782,Av
41.363549,3,2017-01-12T00:00:00,TRÀNSIT,2826,Sants-Montjuïc,169409,la Marina de Port,4579477.000,2018-02-22T00:00:00,Corts Catalanes,120,13,427615.000,231,2.134546,G.V.
41.405085,6,2017-12-14T00:00:00,OCI,2846,Gràcia,366400,la Vila de Gràcia,4584069.670,2018-01-18T00:00:00,Virreina,91,31,429554.781,232,2.157202,Pl
41.376780,2,2017-12-20T00:00:00,OCI,2886,L'Eixample,213908,Sant Antoni,4580927.142,,Mistral,29,10,429536.744,233,2.157351,Av
41.386508,2,2017-12-20T00:00:00,OCI,2906,L'Eixample,223606,l'Antiga Esquerra de l'Eixample,4582005.105,2018-04-17T00:00:00,Muntaner,54,8,429753.970,234,2.159824,C
41.376425,2,2017-12-20T00:00:00,OCI,2907,L'Eixample,246000,Sant Antoni,4580883.642,2018-01-24T00:00:00,Parlament,25,10,429960.622,235,2.162425,C
41.390262,2,2017-12-20T00:00:00,OCI,2908,L'Eixample,110304,l'Antiga Esquerra de l'Eixample,4582422.348,2018-07-17T00:00:00,Enric Granados,30,8,429704.312,236,2.159182,C
41.376092,2,2017-12-21T00:00:00,OCI,2909,L'Eixample,213908,Sant Antoni,4580853.220,2018-04-17T00:00:00,Mistral,52,10,429280.499,237,2.154296,Av
41.376198,3,2018-01-24T00:00:00,SUPERILLA,2946,Sants-Montjuïc,158901,Sants,4580878.000,2019-10-01T00:00:00,Osca,2,18,427962.000,238,2.138527,Pl
41.376425,2,2018-01-24T00:00:00,OCI,2948,L'Eixample,246000,Sant Antoni,4580883.642,2018-01-06T00:00:00,Parlament,25,10,429960.622,239,2.162425,C
41.378242,1,2018-01-25T00:00:00,OCI,2966,Ciutat Vella,21306,el Raval,4581075.134,2018-02-03T00:00:00,Arc del Teatre,5,1,431023.452,240,2.175112,C
41.380390,1,2018-01-25T00:00:00,OCI,2967,Ciutat Vella,112208,el Barri Gòtic,4581311.696,2019-11-13T00:00:00,Escudellers,48,2,431228.473,241,2.177537,C
41.397383,10,2018-01-31T00:00:00,OCI,2986,Sant Martí,11200,el Parc i la Llacuna del Poblenou,4583188.274,2020-11-13T00:00:00,Pamplona,103,66,432306.225,242,2.190215,C
41.454842,8,2018-01-31T00:00:00,TRÀNSIT,3006,Nou Barris,72602,Torre Baró,4589577.233,2018-03-22T00:00:00,Castelldefels,79,54,431316.398,243,2.177650,C
41.454591,8,2018-01-31T00:00:00,TRÀNSIT,3007,Nou Barris,22615,Torre Baró,4589551.492,2018-03-22T00:00:00,Castell d'Argençola,51,54,431087.032,244,2.174907,C
41.379396,1,2018-01-31T00:00:00,OCI,3026,Ciutat Vella,284804,el Raval,4581206.666,2020-03-06T00:00:00,Robador,31,1,430673.242,245,2.170909,C
41.382336,1,2018-01-31T00:00:00,OCI,3027,Ciutat Vella,167709,el Raval,4581537.016,,Joaquín Costa,33,1,430262.387,246,2.165958,C
41.374055,3,2018-02-22T00:00:00,OCI,3046,Sants-Montjuïc,43400,el Poble Sec,4580619.516,2018-02-03T00:00:00,Blai,41,11,430054.558,247,2.163579,C
41.401749,10,2018-02-22T00:00:00,TRÀNSIT,3066,Sant Martí,249304,el Poblenou,4583667.715,,Pere IV,162,68,432873.030,248,2.196942,C
41.404479,10,2018-02-22T00:00:00,TRÀNSIT,3067,Sant Martí,73707,el Poblenou,4583969.259,,Castella,1,68,433042.194,249,2.198932,C
41.405056,10,2018-02-22T00:00:00,TRÀNSIT,3068,Sant Martí,249304,el Poblenou,4584032.739,2020-11-20T00:00:00,Pere IV,252,68,433102.124,250,2.199642,C
41.408346,6,2018-01-03T00:00:00,TRÀNSIT,3086,Gràcia,344000,la Salut,4584436.311,,Dalt,13,30,429081.670,251,2.151499,Trav
41.409236,6,2018-01-03T00:00:00,TRÀNSIT,3087,Gràcia,344000,la Salut,4584532.597,,Dalt,48,30,429340.018,252,2.154578,Trav
41.410915,6,2018-01-03T00:00:00,TRÀNSIT,3088,Gràcia,344000,la Salut,4584717.158,2021-09-28T00:00:00,Dalt,91,30,429536.597,253,2.156909,Trav
41.441298,9,2018-01-03T00:00:00,TRÀNSIT,3106,Sant Andreu,107900,Sant Andreu,4588064.237,,Eiximenis,21,60,432284.902,254,2.189414,C
41.378242,1,2018-02-03T00:00:00,OCI,3107,Ciutat Vella,21306,el Raval,4581075.134,2018-09-13T00:00:00,Arc del Teatre,5,1,431023.452,255,2.175112,C
41.374055,3,2018-02-03T00:00:00,OCI,3126,Sants-Montjuïc,43400,el Poble Sec,4580619.516,2018-11-19T00:00:00,Blai,41,11,430054.558,256,2.163579,C
41.389345,2,2018-08-03T00:00:00,OCI,3146,L'Eixample,23403,l'Antiga Esquerra de l'Eixample,4582321.474,2018-07-17T00:00:00,Aribau,74,8,429618.112,257,2.158162,C
41.405085,6,2018-03-21T00:00:00,OCI,3186,Gràcia,366400,la Vila de Gràcia,4584069.670,2018-09-04T00:00:00,Virreina,91,31,429554.781,258,2.157202,Pl
41.405397,6,2018-03-21T00:00:00,OCI,3187,Gràcia,184708,el Camp d'en Grassot i Gràcia Nova,4584095.897,2019-01-02T00:00:00,Llavallol,17,32,430418.578,259,2.167532,Ptge
41.402124,2,2018-03-21T00:00:00,TRÀNSIT,3206,L'Eixample,169409,el Fort Pienc,4583718.788,2022-09-28T00:00:00,Corts Catalanes,769,5,431858.456,260,2.184799,G.V.
41.386486,4,2018-03-20T00:00:00,OCI,3207,Les Corts,86403,les Corts,4582025.479,2018-06-18T00:00:00,Concòrdia,7,19,427437.693,261,2.132121,Pl
41.408257,10,2018-03-22T00:00:00,OBRES,3208,Sant Martí,169409,el Clot,4584393.262,2019-11-01T00:00:00,Corts Catalanes,891,65,432549.552,262,2.192991,G.V.
41.407874,10,2018-03-22T00:00:00,OBRES,3209,Sant Martí,169409,el Clot,4584351.180,2019-10-01T00:00:00,Corts Catalanes,875,65,432506.528,263,2.192481,G.V.
41.401284,2,2018-03-21T00:00:00,OBRES,3226,L'Eixample,169409,el Fort Pienc,4583626.412,2019-01-22T00:00:00,Corts Catalanes,755,5,431766.261,264,2.183707,G.V.
41.384378,1,2018-03-27T00:00:00,OCI,3247,Ciutat Vella,326303,el Raval,4581760.703,2018-06-29T00:00:00,Sitges,5,1,430574.900,265,2.169670,C
41.410096,10,2018-04-05T00:00:00,TRÀNSIT,3306,Sant Martí,128106,Provençals del Poblenou,4584589.452,,Fluvià,129,71,433419.443,266,2.203376,C
41.411262,10,2018-05-23T00:00:00,OCI,3366,Sant Martí,144601,el Besòs i el Maresme,4584708.000,2018-06-06T00:00:00,Diagonal,10,70,434609.000,267,2.217595,Av
41.406537,10,2018-01-06T00:00:00,OCI,3386,Sant Martí,700892,Diagonal Mar i el Front Marítim del Poblenou,4584184.000,2018-04-06T00:00:00,Garcia Fària,81,69,434550.000,268,2.216946,Pg
41.389054,4,2018-05-06T00:00:00,OCI,3406,Les Corts,700084,Pedralbes,4582319.994,2018-08-16T00:00:00,Beltrán i Rózpide,5,21,426508.757,269,2.120976,C
41.405467,10,2018-06-13T00:00:00,OBRES,3426,Sant Martí,169409,el Clot,4584086.445,2018-07-18T00:00:00,Corts Catalanes,839,65,432239.915,270,2.189321,G.V.
41.386486,4,2018-06-18T00:00:00,OCI,3447,Les Corts,86403,les Corts,4582025.479,2018-09-27T00:00:00,Concòrdia,7,19,427437.693,271,2.132121,Pl
41.431596,8,2018-12-06T00:00:00,TRÀNSIT,3466,Nou Barris,8206,Porta,4586996.763,,Alella,45,45,431260.112,272,2.177269,C
41.431609,8,2018-12-06T00:00:00,TRÀNSIT,3467,Nou Barris,319002,Porta,4586999.675,2022-05-20T00:00:00,Santanyí,28,45,431106.241,273,2.175428,C
41.380438,1,2018-12-06T00:00:00,TRÀNSIT,3468,Ciutat Vella,194100,la Barceloneta,4581309.258,2020-07-21T00:00:00,La Maquinista,2,3,432057.743,274,2.187454,C
41.403624,10,2018-06-18T00:00:00,TRÀNSIT,3469,Sant Martí,342106,el Poblenou,4583866.548,,Tortellà,20,68,433884.211,275,2.209016,C
41.414977,5,2018-06-26T00:00:00,TRÀNSIT,3470,Sarrià-Sant Gervasi,701629,la Bonanova,4585185.304,2022-05-25T00:00:00,Isaac Newton,48,25,427797.738,276,2.136050,C
41.401754,6,2018-06-28T00:00:00,OCI,3486,Gràcia,326904,la Vila de Gràcia,4583700.258,2018-03-12T00:00:00,Sol,15,31,429504.663,277,2.156645,Pl
41.401484,6,2018-06-27T00:00:00,OCI,3506,Gràcia,326904,la Vila de Gràcia,4583670.190,2021-04-14T00:00:00,Sol,2,31,429517.329,278,2.156800,Pl
41.401432,6,2018-06-27T00:00:00,OCI,3507,Gràcia,326904,la Vila de Gràcia,4583664.564,2021-04-14T00:00:00,Sol,22,31,429501.690,279,2.156614,Pl
41.401686,6,2018-06-28T00:00:00,OCI,3508,Gràcia,326904,la Vila de Gràcia,4583692.848,2020-12-03T00:00:00,Sol,14,31,429495.967,280,2.156542,Pl
41.401561,6,2018-06-28T00:00:00,OCI,3509,Gràcia,326904,la Vila de Gràcia,4583679.014,2019-10-29T00:00:00,Sol,21,31,429489.413,281,2.156465,Pl
41.401470,6,2018-06-28T00:00:00,OCI,3510,Gràcia,326904,la Vila de Gràcia,4583668.844,2022-10-18T00:00:00,Sol,23,31,429490.817,282,2.156483,Pl
41.401589,6,2018-06-28T00:00:00,OCI,3511,Gràcia,326802,la Vila de Gràcia,4583681.732,2019-10-29T00:00:00,Sol,2,31,429530.324,283,2.156954,C
41.401754,6,2018-06-28T00:00:00,OCI,3512,Gràcia,326904,la Vila de Gràcia,4583700.258,2019-10-29T00:00:00,Sol,14,31,429504.663,284,2.156645,Pl
41.401902,6,2018-06-28T00:00:00,OCI,3513,Gràcia,326802,la Vila de Gràcia,4583716.629,2022-10-18T00:00:00,Sol,13,31,429509.637,285,2.156703,C
41.401799,6,2018-06-28T00:00:00,OCI,3514,Gràcia,326904,la Vila de Gràcia,4583705.366,2022-10-18T00:00:00,Sol,15,31,429496.477,286,2.156547,Pl
41.401694,6,2018-06-28T00:00:00,OCI,3515,Gràcia,326904,la Vila de Gràcia,4583693.883,2022-10-18T00:00:00,Sol,18,31,429483.081,287,2.156388,Pl
41.401780,6,2018-06-29T00:00:00,OCI,3516,Gràcia,326904,la Vila de Gràcia,4583702.927,2022-10-18T00:00:00,Sol,8,31,429529.224,288,2.156939,Pl
